DiffclutyNum|2
MissionMapSize|6000,3000
MissionMapMaxScale|1.5
MissionSpotCode|MissionPanelTitle
MissionPathCode|MissionPanelCurve
MissionBackgroundCode|2023RougeSpring_PanelBackground
MissionMoveAngle|10,10
SelectEffectName|SelectPanelEffect
//MissionItemId|8001
PassUnShowMissionid|11436
LightColor|FFFFFFFF,C16E60AC

MissionSpot|0|11436,11436|0,0,0|0||0
MissionSpot|1|11437,11437|600,0,0|0||0
MissionSpot|2|11438,11451|1200,200,0|0||0
MissionSpot|3|11439,11452|1800,400,0|0||0
MissionSpot|4|11440,11453|2400,200,0|0||0
MissionSpot|5|11441,11454|1200,-200,0|0||0
MissionSpot|6|11442,11455|1800,-400,0|0||0
MissionSpot|7|11443,11456|2400,-200,0|0||0
MissionSpot|8|11444,11457|1800,0,0|0||0
MissionSpot|9|11445,11458|3000,0,0|0||0
MissionSpot|10|11446,11459|3000,400,0|0||0
MissionSpot|11|11447,11460|3000,-400,0|0||0
MissionSpot|12|11448,11448|3600,400,0|0|storypointBG|0
MissionSpot|13|11449,11449|3600,-400,0|0|storypointBG|0
MissionSpot|14|11450,11450|3600,0,0|0|storypointBG|0

//MissionPath|0,1|1,0|50,2000,0|-50,1000,0
