()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<黑屏2><BIN>18</BIN>:
()||<BGM>GF_Memorial</BGM>:スタークリエイトスタジオ前。
P38(0)<Speaker>P38</Speaker>||:誰かがこのビデオクリップを、//nグリフィン掲示板に上げたみたいです……
SpectreM4(0)<Speaker>スペクトラM4</Speaker>||:見た見た、高評価の嵐！//nライブ配信に参加しないかって、MDRに誘われてるのよ。//nP38！一緒に行きましょ！
P38(0)<Speaker>P38</Speaker>||:はい、もちろんです……+やりました……私たち、やりました……//nHK45さん、スペクトラM4！
HK45(0)<Speaker>Gr HK45</Speaker>||:大成功だったね！+夢みたい……今まで自分のこと、//n輝いてるって信じてはいたけど！
P38(0)<Speaker>P38</Speaker>||:ふふ、確かにそうですね。+ありがとうございます、HK45さん。//nあの日来てくれたのがあなたでなかったら、//n何もかも違っていたかもしれません……
HK45(0)<Speaker>Gr HK45</Speaker>||:とんでもないよ、好きな歌手のために一肌脱いだってだけだもん。//nでもその気持ちが本当なら、アタシの深夜放送、//n応援してくれるよね！
P38(0)<Speaker>P38</Speaker>||:はい、必ず、今夜にでも。
HK45(0)<Speaker>Gr HK45</Speaker>||:そんなにかしこまらなくても大丈夫だってば。+それに、今後はコラボも色々とあるだろうし、何卒よろしくね！//n魔女の高弟に、それから……「スペクトラ」？
SpectreM4(0)<Speaker>スペクトラM4</Speaker>||:勝手に人の芸名を決めないでくれる！？//nなんのヒネリもないじゃない！
HK45(0)<Speaker>Gr HK45</Speaker>||:えー、似合ってると思うけどなぁ。
SpectreM4(0)<Speaker>スペクトラM4</Speaker>||:くっ…確かにそうだけど！//n認めるのは悔しいっていうか！
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:見事なパフォーマンスでしたわ。
P38(0)<Speaker>P38</Speaker>||:うわっ、先輩！？いつからここに……
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:たった今ですわ。//n大変賑やかでしたので、//nわたくしの足音にお気づきにならなかったのでしょう。
P38(0)<Speaker>P38</Speaker>||:す、すみません……
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:かまいませんよ。僭越ながら、一部始終を拝見いたしましたわ。//n初めは緊張していらしたようだけど、//n総じて素晴らしい舞台だと言えましてよ。
P38(0)<Speaker>P38</Speaker>||:えへへ、先輩の指導のおかげです……
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:わたくしはほんの手助けをしたに過ぎませんわ。//n研磨職人の腕がどれほどのものだろうと、//n原石そのものに素質がなければ話になりませんもの。
SpectreM4(0)<Speaker>スペクトラM4</Speaker>||:先輩にそう言ってもらえて、嬉しいです……//n私たち、これからも頑張ります！
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:貴方たちを、信じていますわ。
HK45(0)<Speaker>Gr HK45</Speaker>||:先輩に励まされたら、//nなんだか疲れも吹っ飛んじゃいました。+さすがは先輩、出演料が高額なだけありますね～！
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||<BGM>BGM_Empty</BGM>:出演料？
P38(0)<Speaker>P38</Speaker>||<BGM>BGM_Hello</BGM>:え？
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:出演料とは、なんのことですの？
HK45(0)<Speaker>Gr HK45</Speaker>||:……ちなみに、アタシたちが助けを必要としてること、//n先輩はどうやって知ったんですか？
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:スチェッキンさんに伺いましたの。+なんでも、舞台指導が必要とのことでしたので、//n馳せ参じた次第ですわ。
P38(0)<Speaker>P38</Speaker>||:その……先輩は出演料とかって、要求していなかったのですか？
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:グリフィンの同僚ですもの、そんなもの要求しませんわ。+……そんな顔をして、どうなさったのですか？
()||<黑屏1>:
APS(0)<Speaker>スチェッキン</Speaker><通讯框>||<黑屏2><回忆><黑屏1>:<color=#00CCFF>これは学費ってことにしておくから。</color>
()||<BIN>18</BIN><黑屏2><关闭蒙版>:暫しの沈黙の後、宿舎内に怒号が轟いた。
()<Speaker>P38&HK45&スペクトラM4</Speaker>||<黑屏1><震屏3>:ス――チェ――ッキ――ン―――！！！
