()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()||<黑屏2><BIN>82</BIN><BGM>BGM_Room</BGM>:宿舍內。+<color=#00CCFF>您有新的通訊請求。</color>
Welrod(0)<Speaker>維爾德</Speaker>||:是陌生的友方信號，這個時候誰發訊息給我？+難道說，是有什麼緊急的任務需要我來執行……
Welrod(0)<Speaker>維爾德</Speaker>||<SE1>AVG_tele_connect</SE1>:你好，我是維爾德。
M82A1(0)<Speaker>M82A1</Speaker><通讯框>;Welrod(0)||:<color=#00CCFF>你好，維爾德，我是M82A1。</color>+<color=#00CCFF>貿然打擾十分抱歉，但我想委託你代我執行一個任務。</color>
M82A1(0);Welrod(0)<Speaker>維爾德</Speaker>||:為同伴分憂是我的義務。+但格里芬的任務安排非常合理，你用什麼理由來請求我？
M82A1(0)<Speaker>M82A1</Speaker>;Welrod(0)||:<color=#00CCFF>請相信我，我不是會貿然推卸任務的人。如果可以，我希望能完美地執行每一個來自指揮官的任務……</color>+<color=#00CCFF>但是由於我個人的原因，這個任務我無法執行；而說到值得全基地信賴又恰好最近有空的人形，我只能想到你。</color>
M82A1(0);Welrod(0)<Speaker>維爾德</Speaker>||:……我就不問到底是什麼原因了。+既然你有難言之隱，我就替你做吧。任務時間和內容是什麼？
M82A1(0)<Speaker>M82A1</Speaker>;Welrod(0)||:<color=#00CCFF>感謝你的幫忙，我會發給你的。</color>
Welrod(0)<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:<color=#00CCFF>通訊結束。</color>+<color=#00CCFF>您有新的好友申請。</color>+<color=#00CCFF>接收到標題為任務內容的新郵件。</color>
Welrod(0)<Speaker>維爾德</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:「人形天使教」……這名字聽起來真猥瑣。+從這些人手裡保護一位從人形製造轉行的商人啊，感覺還算是簡單。+不，不行，維爾德！面對潛在的黑暗，不可有半分鬆懈之心。+啊，對了，得和格琳娜小姐報備。
()||<黑屏2><BIN>97</BIN><BGM>BGM_Hello</BGM>:走廊上。
Welrod(0)<Speaker>維爾德</Speaker>||:格琳娜小姐！
NPC-Kalin(2)<Speaker>格琳娜</Speaker>;Welrod(0)||:啊，是維爾德啊。怎麼跑得這麼快？+心智升級的話，是明天下午出發哦。
NPC-Kalin(2);Welrod(0)<Speaker>維爾德</Speaker>||:是的，我是要說這件事。我從M82A1那裡接手了一個任務，時間也比較急。+看起來那邊不需要心智升級也能搞定，我想稍微推後一點，任務回來再去。
NPC-Kalin(3)<Speaker>格琳娜</Speaker>;Welrod(0)||:原來那個任務是要轉給你啊！我剛收到申請，還沒來得及看人呢。+預計任務用時三天，加上週末將近……那就給你登記在七天後了哦。
NPC-Kalin(3);Welrod(0)<Speaker>維爾德</Speaker>||:好，那我先出發了！
NPC-Kalin(3)<Speaker></Speaker>||:得到答案的維爾德小跑著離開了，留下格琳娜在原地看著平板電腦上的任務訊息思考。
NPC-Kalin(3)<Speaker>格琳娜</Speaker>||:人形天使教，好熟悉的名字。+誰和它有關來著？
