()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
NPC-Kalin(3)<Speaker>格琳娜</Speaker>||<BIN>8</BIN><BGM>BGM_Room</BGM>:指揮官，她一個人去真的沒問題嗎？+情報說附近有一班匪徒出沒。
NPC-Kalin(3)<Speaker>指揮官</Speaker>||:這裡到鄰鎮只有一百多公里，不會有什麼大事的。+就算真有歹徒，以野牛的武力也能輕鬆搞定。
NPC-Kalin(3)<Speaker>格琳娜</Speaker>||:這聽起來像是一個Flag啊。
NPC-Kalin(3)<Speaker>指揮官</Speaker>||:如果玄學有用，那麼我們應該請K5來做總指揮。
NPC-Kalin(3)<Speaker>格琳娜</Speaker>||:這可不是開玩笑的時候！
NPC-Kalin(3)<Speaker>指揮官</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:好了，安心吧。我安排了另一個人跟著她，不會出事的。
()||<黑屏2><BIN>187</BIN><BGM>BGM_Hello</BGM>:……+在污染上不嚴重的荒野上，一輛卡車靜靜地行駛著。+PP19坐在前排，懷裡抱著小姑娘，百無聊賴地望向窗外。
NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:你對外面挺好奇的啊？
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:是。這種沒有敵人的荒野，對我來說很少見。
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:……真稀奇，我還是頭一回看到你這樣能順利對話的武裝人形。+而且你還對外面有興趣，看起來也不像單純在戒備周圍。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:我的同事們都能這樣對話，我一直以為這不算稀奇事。+大叔，你第一次雇傭安全承包商嗎？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:是啊。這兩年賺了錢，多少寬裕了。+前幾年情況不好的時候，連卡車都不敢開，就怕招到荒地的流民搶劫。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:怎麼會這樣？流民再厲害也不可能打得過卡車吧？
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:對哦！爸爸，為什麼呀？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:唉，歹徒怎麼會正面來呢？+他們的凶狠和狡猾，可不是一般的流民能比的。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:比如說？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:他們會在路上布置陷阱，弄炸你的輪胎。然後趁你下車就從草叢或者什麼地方跳出來，扼住你的脖子，然後搶走物資……+還有的歹徒會裝成落難的探險家，上車就掏槍，防不勝防。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker><Shake>||:好可怕啊！爸爸遇到過嗎？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:哈哈……爸爸運氣好。要是遇到過，現在就不能帶著夏莉回去見媽媽了。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:那爸爸要每一次都運氣很好！
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:好，爸爸加油。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:你沒有遇到過？這聽起來像是你親身經歷的事。
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:真沒有。我的同行有碰到這種事的，最好的結果也就只是活著回來。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:生物樣本這麼值錢嗎？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:可不是嗎，現在未受感染的活物可好賣了，尤其這還是野外散養的。+但是它們性子暴躁得很，都不說怎麼保護和怎麼抓，光是運輸就是難題。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:我好像沒聽到後車廂有聲音。是麻醉？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:哪能麻醉這麼久。這就講究一個開車技術，還有分籠和模擬環境的學問。+不是我自誇啊，小姑娘，光是這輛車的錢，恐怕就趕上三個你的造價了。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:怎麼會……難道後面另有乾坤？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:哈哈，可不是嗎！要怎麼讓它們在運輸路上相信自己還在那個環境，甚至在震動裡還能保持平靜，那都是要花好一陣子學的。+前些年我被老前輩帶入行，三四年都只是學徒，跟著他跑車。這車也是他看著定做的，貴得很。
pp19(0)<Speaker>pp19</Speaker>;NPC-PasserbyM(0)||:我不太能理解。車比後面的動物還貴嗎？
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:我想想啊。要是動物也是自己養的，利潤全吃，大概運個五趟的錢就能抵得上這車。
pp19(0)<Speaker>pp19</Speaker><Shake>;NPC-PasserbyM(0)||:利潤好誇張！
pp19(0);NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:可不是嗎。我們這樣的人啊，就是流民眼裡的肥羊。+他們覺得我們就是做投機取巧的生意，逮著機會就搶。最近附近又說出了一夥強盜，要不是接下來馬上過年，我也不想在這時候帶夏莉去見她媽……
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:好可怕……
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:別怕，夏莉。我會保護你們的。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:姐姐很厲害嗎？
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:別看我這樣，我可是很強的。+那種持槍的歹徒，姐姐一個打十個！
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:姐姐們都這麼厲害嗎？
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||<BGM>BGM_Empty</BGM>:姐姐們？
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:就是和你一樣在格里芬的大姐姐！
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||<BGM>BGM_Hello</BGM>:當然，都很強。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||:姐姐有多強？還有比姐姐更強的嗎？
pp19(0)<Speaker>pp19</Speaker>;NPC-Shelley(0)||:當然有，不過我已經很強了。有我在，不會出事的。+要是有歹徒不長眼敢來打劫，我就把他們的槍折了，把他們掛在樹上。
pp19(0);NPC-Shelley(0)<Speaker>夏莉</Speaker>||<黑屏1>:嗯！
()||<黑屏2><BIN>83</BIN>:一小時後，卡車停在補給站門前。
NPC-PasserbyM(0)<Speaker>尤里安</Speaker>||:就在這兒歇一會兒吧。
NPC-Shelley(0)<Speaker>夏莉</Speaker>||:暈暈乎乎……好難受呀。
