()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()||<黑屏2><BIN>86</BIN><BGM>m_avg_casual</BGM>:五天後，已經初步被整理好的巷道裡。
()<Speaker>掃掃</Speaker>||:我回來了！
Welrod(6)<Speaker>維爾德</Speaker>||:歡迎回來。
Welrod(6)<Speaker>掃掃</Speaker>||:掃掃拿到了今天的工資！零錢，還有機油！
NPC-handyman(0)<Speaker>鎖匠</Speaker>||:喔，機油給我吧，給接待員修修關節。
()<Speaker>掃掃</Speaker>||:嗯！零錢存在掃掃肚子裡，比信用點可靠！
sub2000(5)<Speaker>米希亞</Speaker>;Welrod(6)||:不得不說，你是對的。
sub2000(5);Welrod(7)<Speaker>維爾德</Speaker>||:運氣好罷了。+如果第一次沒有成功的話，很難這麼快就讓大多數人振作起來。
sub2000(5)<Speaker>米希亞</Speaker>;Welrod(7)||:繼續這樣下去就足夠了……
sub2000(5);Welrod(0)<Speaker>維爾德</Speaker>||:不，這樣不夠。+大家的困境只是有所緩解，這樣下去，遲早有一天還是會被徹底淘汰的。
sub2000(5)<Speaker>米希亞</Speaker>;Welrod(0)||:人類也會有這樣的一天，我們總不可能像人類那樣建立一個養老院。
sub2000(5);Welrod(0)<Speaker>維爾德</Speaker>||<黑屏1><SE1>AVG_tele_connect</SE1>:我倒覺得可行。+米希亞，你看……我這幾天在城裡打探，發現這塊地方是沒有人使用的。
()<Speaker>米希亞</Speaker>||<黑屏2><BIN>39</BIN>:你說城邊的荒地？+這裡靠近黃區，的確沒什麼人會來。
()<Speaker>維爾德</Speaker>||:對。那裡靠近淨化塔，土壤都是淨化過的乾淨地方。+城裡的植物價格都不低，我想這種原始的培育方式反而是這裡各位的優勢。
()<Speaker>米希亞</Speaker>||:一旦人類趕我們走，我們還能逃到黃區，利用淨化塔淨化過的區域繼續種植和交易……你是這樣打算的嗎？
()<Speaker>維爾德</Speaker>||<黑屏1>:對。但是我們得先和那裡的人類交涉一下，用優化土壤的名義請求雇傭，應該不難。
sub2000(5)<Speaker>米希亞</Speaker>||<SE1>AVG_tele_disconnect</SE1><BIN>86</BIN><黑屏2>:我總覺得這個備用計划不樂觀……算了。+讓鎖匠跟你去。
