()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>578</BIN>:夜色降临，你和源樱一起回到了洋房。
()||<BGM>Campaion-34</BGM><SE1>AVG_footsteps_woodfloor</SE1>:她露出神秘的笑容，前所未有地表现出强硬的态度，拉着你来到了浴缸前。
()||<SE1>Stop_AVG_loop</SE1>:你望着浴缸……上面垂吊着七八条黑乎乎的海带样物品。
NPC-Sakura(0)<Speaker>源樱</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:怎么样怎么样？很壮观吧？
NPC-Sakura(0)<Speaker>指挥官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:……+你这是，在养海带吗？
NPC-Sakura(2)<Speaker>源樱</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:海……海带？
()||:源樱愣愣地看了一眼，脸色变得通红。
NPC-Sakura(3)<Speaker>源樱</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:指挥官！这是胶片！
()||<SE1>AVG_footsteps_woodfloor</SE1>:你走近了一点，伸出手摸住那些黑色长条状物品，上面隐隐约约有一些图案。
()<Speaker>指挥官</Speaker>||<SE1>Stop_AVG_loop</SE1>:啊……这是你拍的？
NPC-Sakura(0)<Speaker>源樱</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:嗯！我想留下大家的回忆。+所以就偷偷借来了相机。
()||<SE1>ClothingUp</SE1>:你接过源樱递给你的一条胶片，忍不住把它长长地展开，透过浴室的白炽灯光，似乎能看见上面有很多人。
()<Speaker>指挥官</Speaker>||:……等等，这不是我在洋房第一次醒来见到你们的惊恐样子吗？
NPC-Sakura(0)<Speaker>源樱</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:嗯嗯，很可爱吧？
NPC-Sakura(0)<Speaker>指挥官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:可……爱？好吧居然有人这么形容我……+这里是练歌房，你和莉莉一起和声的时候。+哈哈哈，这是罗梅罗抢多慧鱿鱼丝的画面，咦，居然还有灰树……
()||:你看着一张又一张的回忆，心里某个地方似乎鼓了起来。
()<Speaker>指挥官</Speaker>||:樱，你这些是送给我的吗？+我……我很激动，也很喜欢，真的！
NPC-Sakura(5)<Speaker>源樱</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:哈？
NPC-Sakura(4)<Speaker>源樱</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:……不是。
NPC-Sakura(4)<Speaker>指挥官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||<BGM>BGM_Empty</BGM>:啊？+但是你拍了很多我的照片啊！+这张是我拉着你们训练的时候，这张是我们一起吃饭的时候……+居然不是送给我的吗？
NPC-Sakura(1)<Speaker>源樱</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||<BGM>BGM_Saga_AVG_Dusk</BGM>:这是想留给我们自己……
