()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>8</BIN><BGM>BGM_Hello</BGM>:グリフィン基地。
OTs14(0)<Speaker>OTs-14</Speaker>||:指揮官が休みなので、今日の定例会は私が//nカリーナのサポートをしつつ進行させてもらうわ。
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:りょーかい！
OTs14(0)<Speaker>OTs-14</Speaker>||:では、まずはここ最近の作業の進捗から確認しましょうか。+現在戦闘任務はないわけだから、//n基地内での作業に就いてもらうだけで問題ないわ。+では、私から。
OTs14(0)<Speaker></Speaker>||:グローザがさして長くもない報告を始める。//nどの仕事に関しても熟知している彼女に、原稿を準備する必要はない。//nそのため、会議のメンバーたちの表情をじっくりと眺めることができる。
OTs14(0)<Speaker>OTs-14</Speaker>||:先日のエリア警戒任務では、企業での保安経験を持つ人形たちに//n特殊なオペレーションをしてもらう必要があり……
()<Speaker></Speaker>||:AR小隊の隊員たちは真剣に聞き入っている。//n書記を務めるM200の表情も真剣そのものだ。
NPC-Kalin(0)<Speaker>カリーナ</Speaker>||:近頃の後方支援部の予算オーバーに関して、//nスプリングフィールドと意見を交わしたわ。//n今のところ以下の解決案が出てるんだけど……
()<Speaker></Speaker>||:KSVK、QBU-88、そしてZas M76はグローザの話に耳を傾けつつ、手元の紙を見ている。//nおそらく自分の報告する番を待っているのだろう。
OTs14(0)<Speaker>OTs-14</Speaker>||:お次はここの時間帯の残業に関してだけど……
()<Speaker></Speaker>||:しかしM1911とSaigaは……
OTs14(0)<Speaker>OTs-14</Speaker>||:……M1911、私の業務配分に対して何か質問が？
M1911(0)<Speaker>M1911</Speaker>||:私……
OTs14(0)<Speaker>OTs-14</Speaker>||:私？
M1911(0)<Speaker>M1911</Speaker>||<震屏>:私、もうウンザリよ！
()<Speaker></Speaker>||:びっくりした一同からの目線が、M1911に集まる。
M1911(0)<Speaker>M1911</Speaker>||:残業！残業！残業！+このところ残業ばっかじゃない！私は運送会社のスタッフじゃないっての！+パジャマパーティー！社員旅行！//nそれだけじゃない、大食いコンテストまでおじゃんになったわ！+娯楽の「ご」の字も無くて、どうやって生きていけっていうのよ！
NPC-Kalin(0)<Speaker>カリーナ</Speaker>||:えっと……戦闘が起こっていないのですから、良いことじゃありませんか……
M1911(0)<Speaker>M1911</Speaker>||:こんなに平和なのにイベントの一つもしないのなら！今ここで//nメンタルコアを抉りだしてあんたたちに見せつけてやるわ――ッッ！！
NPC-Kalin(0)<Speaker>カリーナ</Speaker>||:落ち着いてくださいってば！！！
M1911(0)<Speaker></Speaker>||:M1911はふと誰かに手を引かれた。//n視線を向けると、いつの間にか居住まいを正した、//n凛とした表情のSaiga-12がそこにいた。+彼女はにっこりとしながら、M1911の掌をぎゅっと握った。
M1911(0)<Speaker>M1911</Speaker>||:……
OTs14(0)<Speaker>OTs-14</Speaker>||:自身の要求を伝えたいというあなたの気持ち、わからなくもない。+けど、定例会で公然と呆けたり大声で叫ぶのは規則違反よ。+これっきりにしてちょうだいね。
M1911(0)<Speaker>M1911</Speaker>||:……つまんないの。
()<Speaker></Speaker>||<黑点1><BGM>BGM_Empty</BGM>:M1911が席に戻ると、その後定例会はつつがなく終わりを迎えた。
()<Speaker></Speaker>||<黑点2><BGM>m_avg_casual</BGM>:さらに二分後、Saigaが定例会の会議室前に姿を現した。
Saiga12(0)<Speaker>Saiga-12</Speaker>||:Saiga-12、到着しました。
Saiga12(0);OTs14(0)<Speaker>OTs-14</Speaker>||:どうぞ。//n私があなたを呼んだ理由、わかる？
Saiga12(0)<Speaker>Saiga-12</Speaker>;OTs14(0)||:いえ、わかりません。
Saiga12(0);OTs14(0)<Speaker>OTs-14</Speaker>||:本当に？もう一度チャンスをあげる。
Saiga12(0)<Speaker>Saiga-12</Speaker>;OTs14(0)||:えっと……さっきメンタル内でゲームをして遊んでいたから、です。
Saiga12(0);OTs14(0)<Speaker>OTs-14</Speaker>||:さっきはエリートであるあなたに恥をかかせないよう取り計らってあげたのよ。//n今、その恩返しをしてちょうだい。
Saiga12(0)<Speaker>Saiga-12</Speaker>;OTs14(0)||:それってつまり……
Saiga12(0);OTs14(0)<Speaker>OTs-14</Speaker>||:私だってみんなの気持ちがわからないわけじゃない。+最近は戦闘もひと段落ついて、//n戦場の片づけ程度の雑用しかやることがないんだもの。//n身が入らないのも当然よ
Saiga12(0)<Speaker>Saiga-12</Speaker>;OTs14(0)||:それは確かに、そうですね。
Saiga12(0);OTs14(0)<Speaker>OTs-14</Speaker>||:だからパーティーを計画してるの。//nあなたには相談相手になってもらおうと思って。
Saiga12(0)<Speaker>Saiga-12</Speaker>;OTs14(0)||:あ……わかりました。+パーティーですかぁ～//nであれば、ご馳走とか催しがあって、各々が好物を見つけられるよう、//nいろんな食べ物を取りそろえる、とかですかね……？
Saiga12(0);OTs14(0)<Speaker>OTs-14</Speaker>||:それに食性の違いも考慮しないとね。
Saiga12(0)<Speaker>Saiga-12</Speaker>;OTs14(0)||:<Size=25>食性の違いって、動物じゃないんだから……</Size>
Saiga12(0);OTs14(0)<Speaker>OTs-14</Speaker>||:聞こえてるわよ。//n単なる言葉の綾ってやつだから、あんまり気にしないで。
Saiga12(0)<Speaker>Saiga-12</Speaker>;OTs14(0)||:であればエリア分けをしたらどうです？//nそれに会場でのルールも決めないと。//nゴミのポイ捨て禁止とか、食べ終わった残りは決まった場所に置くとか。
Saiga12(0);OTs14(0)<Speaker>OTs-14</Speaker>||:確かにルールは必要ね。+パーティーの大体の流れも今決めちゃったほうがよさそう。//n他の部分はみんなと決めることにしましょうか。
Saiga12(0)<Speaker>Saiga-12</Speaker>;OTs14(0)||:皆にも参加してもらうんです？
OTs14(0)<Speaker>OTs-14</Speaker>||:そうしてこそ参加したって実感が湧くものよ。
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:二人はパーティーの基本的な流れや//nルール及びマナー等を定めた初期案をみんなに送信した。
()<Speaker>OTs-14</Speaker>||<BIN>72</BIN><黑屏2><BGM>GF_20HW_Scene_BPM82_loop</BGM>:各位へ。//nパーティーを開こうと思っているの。基本的な流れは以下の通りよ。+誰か手伝いたい人いる？//n手伝ってくれた人には特別なプレゼントを用意しているわよ。
()<Speaker>QBU-88</Speaker>||:<color=#00CCFF>プレゼントくれるの？やるやる！あたし、いろんなことできるよ！</color>
()<Speaker>Zas M76</Speaker>||:<color=#00CCFF>パーティーの企画はわたしに任せて。</color>
()<Speaker>RO635</Speaker>||:<color=#00CCFF>せっかくの平和の祭典ですからね、わたしも手伝いますよ。</color>
()<Speaker>M4 SOPMOD II</Speaker>||:<color=#00CCFF>わたしもやる！</color>
()<Speaker></Speaker>||:……+基地で待機している人形の多くがこの企画に参加の意を示した。+グローザの統率のもと、基本的な枠組みはすぐに決まり、//n人形たちは各自自らの作業へと移っていった。
()<Speaker>M200</Speaker>||:<color=#00CCFF>パーティーの時間、もう決まったんですか？</color>+<color=#00CCFF>すいません、その日はちょうど任務がありまして……どうぞ皆さんで楽しんでください。</color>
()<Speaker></Speaker>||:グローザはM200からのメッセージを少しの間眺めると、//nQBU-88とのメッセージウィンドウを開いた。
()<Speaker>OTs-14</Speaker>||:QBU-88、今空いてる？+頼みたいことがあるんだけど。
()<Speaker>QBU-88</Speaker>||:<color=#00CCFF>空いてるけど、何の用事？会場の設営とか？</color>
()<Speaker>OTs-14</Speaker>||:いえ、M200なんだけど、今日はちょっと調子が悪いみたいなの。//nあなたに見に行ってあげて欲しいんだけど、いいかしら？
()<Speaker>QBU-88</Speaker>||:<color=#00CCFF>でもあの子とはそんなに仲良くないよ……大丈夫？</color>
()<Speaker>OTs-14</Speaker>||:あなたと彼女は外見年齢も近いし、何より私の見立てでは、//nあなたが一番チームワークを大切にしてる人形よ。//nこういうのは得意中の得意かと思って。
()<Speaker>QBU-88</Speaker>||:<color=#00CCFF>それはそうだけど……</color>+<color=#00CCFF>んーまぁ、やってみるよ。楽しいパーティーはみんなが居てこそだからね。</color>
()<Speaker></Speaker>||<黑屏1>:<color=#00CCFF>通信終了。</color>
OTs14(0)<Speaker>OTs-14</Speaker>||<黑屏2><BIN>82</BIN>:よし、と。あとは細部を詰めていきましょうか……+指揮官が戻ってきたらひとまず報告して、それからカリーナには……//nふぅ、やらなきゃいけないことが沢山ね。
()<Speaker></Speaker>||<黑屏1>:グローザはペンを置くと、会場予定地へと視察に向かった。
()<Speaker></Speaker>||<BIN>138</BIN><黑屏2>:すでにそこには沢山の人形がいた。+M1911はZas M76と計画の相談をしており、//nKSVKはメイン通路の線を引いている。//nどうやら設営するものを増やしたようだ。+グローザは会場をぐるりと見まわすと、//nM16A1たちと細部に関して話し合いを始めた。
RO635(0)<Speaker>RO635</Speaker>||:……では、入場規則はこのようにしましょう。
M16A1BOSS(0)<Speaker>M16A1</Speaker>||:いつの間にか日が暮れたな……今日はこの辺にしておこう。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:ええ、そうしましょうか。//nお疲れ様、また明日もよろしくね。
RO635(0)<Speaker>RO635</Speaker>;OTs14(0)||:ではまた明日。
OTs14(0)<Speaker>OTs-14</Speaker>||:あなたは帰らないの、M16？
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:夜警が習慣づいてるからな。//nそれに、こいつらは見張ってないと、何をしでかすか分からないだろう？
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:大変なのね、あなたも。
OTs14(0)<Speaker></Speaker>||:<color=#00CCFF>通信リクエストが届きました。</color>
OTs14(0)<Speaker>OTs-14</Speaker>||<SE1>AVG_tele_connect</SE1><BGM>BGM_Empty</BGM>:どうしたの、M200？パーティーの……
M200(0)<Speaker>M200</Speaker><通讯框>;OTs14(0)||<BGM>BGM_Danger</BGM><震屏>:<color=#00CCFF>グローザさん！助けてください！！！</color>
M200(0);OTs14(0)<Speaker>OTs-14</Speaker>||:落ち着いて、M200。//n何があったのか教えてもらえる？
M200(0);OTs14(0)<Speaker></Speaker><同时置暗>||:M16A1は首を傾げ、彼女たちの通信に耳を傾けた。
M200(0)<Speaker>M200</Speaker>;OTs14(0)||:<color=#00CCFF>第三戦闘区域で膨大な数の廃棄された機甲ユニットに遭遇したんです！射撃モジュールを搭載しているものもあって、QBU-88が捕まっています！</color>+<color=#00CCFF>座標の詳細は送信中です、至急応援を！！</color>
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||<SE1>AVG_tele_disconnect</SE1>:ほらな？やっぱり面倒ごとが起きたろ？
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:ここの番はお願いね……
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:いや、私も行こう。+戦場の掃除には、速度と安定性、どちらも欠かせないからな。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||<黑屏1>:そうね。なら行くわよ！
()<Speaker></Speaker>||<BIN>98</BIN><黑屏2><SE1>AVG_rifle_finalshot_h</SE1>:……
QBU88(0)<Speaker>QBU-88</Speaker>||:こいつ、歩き出した！//n助けて！！あたしをどこに連れてく気なの――！！
M200(1)<Speaker>M200</Speaker>||:もう一度奴の関節を……クソッ……弾薬がもう！
OTs14(0)<Speaker>OTs-14</Speaker>||:見えたわ！
()<Speaker></Speaker>||:M200はひどく狼狽えていた。//n一方で機甲は片足を引きずりながらも前に進んでおり、//nそのほかのユニットも彼女の行く手を阻もうと移動している。+M16はグローザと視線を交わすと、閃光手榴弾を取り出した。
OTs14(0)<Speaker>OTs-14</Speaker>||:M200！目を閉じてなさい！
M200(1)<Speaker>M200</Speaker>||<白屏1>:……！
()<Speaker></Speaker>||<白屏2><BIN>98</BIN><BGM>BGM_Empty</BGM>:M200は一切の躊躇なく眼を閉じた。
OTs14(0)<Speaker>OTs-14</Speaker>||<BGM>BGM_Sunshine</BGM>:大丈夫だった、M200？
M200(1)<Speaker>M200</Speaker>;OTs14(0)||:ボクは何とか……それよりQBU-88が……
M200(1);QBU88(1)<Speaker>QBU-88</Speaker>||:あ……たし……は……
M200(1)<Speaker>M200</Speaker>||:ぶつかった衝撃でパーツが壊れてしまっているようです……
()<Speaker></Speaker>||:M16は手を振ると、グローザのほうを向いた。+同じくリーダーである直観からか、//nグローザは眉をしかめる彼女を見た瞬間、意図を理解した。
OTs14(0)<Speaker>OTs-14</Speaker>||:先に撤退して。基地に戻るのよ。
M200(1)<Speaker>M200</Speaker>;OTs14(0)||:機甲の数が多すぎます、援軍は……
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:私たちだけで十分さ、あいつを連れて行ってくれ。
M200(1)<Speaker>M200</Speaker>;OTs14(0)||:……わかりました、お願いします。
OTs14(0)<Speaker></Speaker>||:M200はQBU-88を連れ撤退を始めた。+グローザは視線を戻すと、M16A1と共に静まり返った戦場を見た。
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:こいつはちょっと手間がかかりそうだ……
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:致し方がないわ。//n以前行った掃討から漏れ出たのが居たみたいね――+指揮官に報告しましょう。//nこの区域から改めて調査しなおさないと。
()<Speaker></Speaker>||:……+沈んでいった日がまた世界を明るく照らし出す頃。+最後の機甲、その中枢が粉々砕け散った。+夕日を一身に浴びたグローザは背筋を伸ばし、//n作戦終了のハンドサインをM16A1に送った。
M16A1BOSS(0)<Speaker>M16A1</Speaker>||:少々時間がかかり過ぎたようだ。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:まさか日を跨ぐなんてね。//nここまで逃げられたのも完全に予想外だったわ。+指揮官に報告しておいてよかったわね。//nけど今の時間だと……あの子たちはもうパーティーを始めている頃かしら。
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:楽しみだったのか？
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:まぁ、そうね。//n賑やかな雰囲気の中、大勢で食べて、話して、平和を享受する……+銃をぶら下げてるより魅力的だとは思わない？
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:確かにな。あとは酒が出れば言うことなしだ……//n行こう、急いで帰れば終わりには間に合うかもしれん。
M16A1BOSS(0);OTs14(0)<Speaker></Speaker>||<黑屏1>:グローザは頷くと、呼び寄せたヘリに乗り込み、基地へと戻った。
()<Speaker></Speaker>||<黑屏2><BIN>83</BIN><BGM>BGM_Empty</BGM>:しかし基地に広がる光景は、二人を驚嘆させるものだった。
NPC-Kalin(0)<Speaker>カリーナ</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>おかえりなさい！グローザさんにM16さん！</color>+<color=#00CCFF>パーティーはそろそろフィナーレです。指揮官さまの用意したドレスに着替えて入場してくださいね～！</color>
NPC-Kalin(0);OTs14(0)<Speaker>OTs-14</Speaker>||<BGM>BGM_Hello</BGM>:パーティー？
NPC-Kalin(0)<Speaker>カリーナ</Speaker>;OTs14(0)||:おや？主催はあなたなんじゃないんですか、グローザさん？
NPC-Kalin(0);OTs14(0)<Speaker>OTs-14</Speaker>||<SE1>AVG_tele_disconnect</SE1><黑屏1>:任務中に指揮官から教えられていたとはいえ、//nまさかここまでの規模になってるなんて……+まぁでも、これも悪くないわね。
()<Speaker></Speaker>||<黑屏2><BIN>139</BIN><BGM>BGM_Empty</BGM>:ドレスに着替えた二人が会場に向かう頃には、//nすでにパーティーは終わりに差し掛かっていた。+スピーカーから緩やかなリズムの音楽が流れ始める。ダンス開始の合図だ。+グローザは脇のドアからそっと会場に入ると、//nステージ近くに腰を下ろした。//nそしてグラスを片手に、はしゃぐ人形たちを静かに眺める。
OTs14(6)<Speaker>OTs-14</Speaker>||<BGM>BGM_Moon</BGM>:シャンパンに、音楽に、和やかな雰囲気。+あとはダンスのパートナーがいれば、完璧な一日ね。
OTs14(6)<Speaker></Speaker>||:そう一人呟くと、視線をステージ中央に向けた。+天井に吊られたライトの下で、指揮官とM16が軽快に舞っている。+笑みをこぼしたグローザは、落ち着き払った様子でまたグラスを傾けた。+曲が変わると共に、ステージ上の面子も変わってゆく。+そして、舞踏会も終幕の時間を迎えた。
NPC-Kalin(1)<Speaker>カリーナ</Speaker>||:皆さんこちらに注目してください～～！+パーティーはいかがでしたか～？
NPC-Kalin(1)<Speaker>人形たち</Speaker>||:楽しかった――！！
NPC-Kalin(1)<Speaker>カリーナ</Speaker>||:では、最後の催し――今晩限定の写真展に移ります！+この催しではKSVKさんとM200さんがカメラに収めた、//nこのパーティーの準備から現在に至るまでの数々の瞬間が展示されます。+是非、自分の姿を見つけてみてくださいね！+鑑賞が終わったら、お気に入りの一枚への投票も忘れずに！
OTs14(6)<Speaker>OTs-14</Speaker>||:そんなのもあったのね、面白い催しだわ。
OTs14(6)<Speaker></Speaker>||:そう言って彼女は壁に目を向けた。+戦場の隅に咲く花から、ダンスホールを俯瞰撮影したものまで、//nプロジェクターが全ての写真を壁に映し出している。
OTs14(6)<Speaker>OTs-14</Speaker>||:本当に……//nあれ？投票数が急上昇してるこの写真……？
()<Speaker></Speaker>||:投票数が急激に伸びている一枚の写真に、グローザは引きつけられた。+ダンスステージの傍に腰を下ろしている彼女の写真だ。+写真の中の彼女は、グラスを揺らしながら、//nダンスホールのある一点を笑顔で見つめている。
NPC-Kalin(1)<Speaker>カリーナ</Speaker>||:おおっ！どうやら優勝候補が出揃ったようです！+「宴会を統べる者」か、はたまた「行く先を導く者」か。//n一体どちらが優勝の栄光に浴するのでしょうか！+ご期待あれ――
OTs14(6)<Speaker>OTs-14</Speaker>||:……ふふっ。本当に気の利いた計らいね。
OTs14(6)<Speaker></Speaker>||:グローザは微笑みながら目線を逸らした。+以前より感じていた寂しさは、依然として彼女のメンタルを覆っている。//nしかし今晩の勝者が一体誰なのか、//nそんなことはもう彼女にとって重要ではない。+彼女は腰を上げると、//n未だにカメラを放していないM200たちのほうへ向かった。
M200(3)<Speaker>M200</Speaker>||:あっ、グローザさん！
M1911(2)<Speaker>M1911</Speaker>||:おおっ！探してたのよ。おかえりなさい！
OTs14(6)<Speaker>OTs-14</Speaker>||:ええ、ただいま。
NPC-Kalin(1)<Speaker>カリーナ</Speaker>||<黑屏1>:投票終了！+今晩の勝者は――
