()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>89</BIN><黑屏2>:……
SPS(0)<Speaker>セルジュコフ</Speaker>||<BGM>BGM_Hello</BGM>:……指揮官？+急にこんなところに呼び出して、一体なんの用件でしょうか？
()<Speaker>指揮官</Speaker>||:少々面倒な任務を任せたい。
SPS(0)<Speaker>セルジュコフ</Speaker>||:指揮官、説明をお願いします。
()<Speaker>指揮官</Speaker>||:30分後、人魚の調査任務に関する作戦会議をする予定だ。+そこで、君には88式と一緒に後方救援班として組んでもらう。+任務自体はそんなに難しくないが、みんなの安全を見守っていてほしい。
SPS(0)<Speaker>セルジュコフ</Speaker>||:お任せください、全力で任務を完成してみせます！
()<Speaker>指揮官</Speaker>||:ただ88式にはちょっと特別な事情があってね。+彼女は泳げないんだ。//n加えて未知のことに対しても恐怖心を抱いていて……
SPS(0)<Speaker>セルジュコフ</Speaker>||:分かりました。
()<Speaker>指揮官</Speaker>||:こういうことに関して君の方がプロだから、彼女のことは任せたよ。
SPS(0)<Speaker>セルジュコフ</Speaker>||:安心して任せてください！
()<Speaker>指揮官</Speaker>||<黑点1>:じゃ、しっかり頼むね。+私は他の仕事を処理してくる。
SPS(0)<Speaker>セルジュコフ</Speaker>||<黑点2><BIN>9</BIN>:指揮官にこのような任務を任された以上、その期待を裏切るわけにはいきません。+まずは任務の日までに、88式の救急訓練メニューを考えておかないと……
SPS(0)<Speaker>セルジュコフ</Speaker>||<黑屏1>:未知なことに対して恐怖心を抱いている、のですか？+うーん……では海になれてもらうことから始めましょうか……
()<Speaker></Speaker>||<BIN>22</BIN><黑屏2><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<BGM>BGM_Moon</BGM>:深夜四時。+救急訓練メニューを組み終えたセルジュコフが工場の前を通った時、そこの灯りがまだついていることに気づいた。+誰かが消し忘れたと思い工場に入ったが、そこでうとうとしながらも何かの作業を頑張ってこなしている88式の姿を発見した。
SPS(0)<Speaker>セルジュコフ</Speaker>||:（88式？）+（こんなに遅くまで研究を？）
()<Speaker></Speaker>||:セルジュコフはこっそり88式の後ろに近づき、その机の上にはたくさんの設計図と演算用紙があった。
SPS(0)<Speaker>セルジュコフ</Speaker>||:（彼女も今回の任務を自分なりに頑張っているのですね。）+（私も負けませんよ、88式。）
()<Speaker></Speaker>||<黑点1>:セルジュコフはまたこっそり工場から出て行く。
()<Speaker></Speaker>||<黑点2>:翌日の深夜二時。+セルジュコフはまた工場へ来たが、やはりまだ灯りがついていた。+中へ入ってみると、88式はそこで肘をついたまま寝ていた。
()<Speaker></Speaker>||<黑点1>:セルジュコフはこっそり差し入れのお菓子を置いて、またこっそり出て行った。
()<Speaker></Speaker>||<黑点2>:三日目、朝六時。+セルジュコフは工場に来た。
()<Speaker></Speaker>||<黑屏1>:88式は机の上で何かのよくわからないパーツを抱えたままぐっすり眠っていた。+セルジュコフは軽く溜息を吐いて、時間を確認した後荷物の準備をし始めた。
()<Speaker></Speaker>||<BIN>162</BIN><黑屏2><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||:6時間後。+人魚調査小隊は目標地点のビーチに到着した。
