()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>22</BIN><黑屏2>:……
()<Speaker></Speaker>||:【人魚調査小隊出発まであと72時間】
Type88(0)<Speaker>88式</Speaker>||:慌てないで、88式。+まだ72時間もあるのだから、きっと大丈夫。+溺水防水アタッチメントの開発ぐらい、きっと簡単……
Type88(0)<Speaker>88式</Speaker>||<黑点1>:インスピレーションさえあれば……
()<Speaker></Speaker>||<黑点2><BIN>8</BIN>:2時間前。
()<Speaker>指揮官</Speaker>||<BGM>GF_Cafe</BGM>:……以上、今回の任務に関する概要だ。+詳細は後で各自目を通してくれ。+解散！
Type88(0)<Speaker>88式</Speaker>||:後方救援班……+でも私、泳げないし……
SPS(0)<Speaker>セルジュコフ</Speaker>||:こんにちは、88式。+私はセルジュコフです。
Type88(0)<Speaker>88式</Speaker>||:こ、こんにちは……どうぞよろしくお願いします！
SPS(0)<Speaker>セルジュコフ</Speaker>||:あなたのことは、すでに指揮官から聞いていますので。+今回の任務はそんなに難しくないから、任務の前に私がちゃんと訓練に付き合ってあげますよ。+だからどうぞご安心を～
Type88(0)<Speaker>88式</Speaker>||<黑点1>:はい！ありがとうございます……
Type88(0)<Speaker>88式</Speaker>||<黑点2><BIN>9</BIN><黑点1>:とは言っても、全部セルジュコフに頼るわけにもいきませんし……+自分のための救急装備を用意しなくちゃ……
()<Speaker></Speaker>||<黑点2><BIN>22</BIN><BGM>BGM_Empty</BGM>:【人魚調査小隊出発まであと48時間】
Type88(0)<Speaker>88式</Speaker>||<BGM>BGM_Hello</BGM>:ダメです、もう丸一日寝てません……+少し休んでキャッシュクリアを……
Type88(0)<Speaker>88式</Speaker>||:でもまだ設計図すら思いついてませんし……
Type88(0)<Speaker>88式</Speaker>||:……+もう少し頑張ろう。
()<Speaker></Speaker>||:【人魚調査小隊出発まであと36時間】
Type88(0)<Speaker>88式</Speaker>||:ZzzZzzZzz……
()<Speaker></Speaker>||:88式は机に肘をついたままうとうと寝てしまった。そして肘が少しずつ滑って……
Type88(0)<Speaker>88式</Speaker>||:あっ！+寝てしまった……
Type88(0)<Speaker>88式</Speaker>||:まずいまずい！あと36時間しかありません！+このままじゃ任務に間に合いません！
Type88(0)<Speaker>88式</Speaker>||:しっかりして！ちゃんと設計を考えるのよ！
()<Speaker></Speaker>||:【人魚調査小隊出発まであと18時間】
Type88(0)<Speaker>88式</Speaker>||:ふぅ……+やっと何とかなりそう……+とりあえずこの設計で試作品を……
Type88(0)<Speaker>88式</Speaker>||:残り18時間、改良に使える時間はなさそうですね……+もうやれるだけやっておきましょうか。
()<Speaker></Speaker>||:【人魚調査小隊出発まであと6時間】
Type88(0)<Speaker>88式</Speaker>||:溺水防止アタッチメントの試作品完成！とりあえずつけてみよう。
()<Speaker></Speaker>||:疲れ切った88式は机の上で横になり、溺水防止アタッチメントを持ち上げて細かく観察した。
Type88(0)<Speaker>88式</Speaker>||:うん、少なくとも接続端子は完全にマッチングしている……
()<Speaker></Speaker>||:その時、88式の手から少し力が抜けてしまい、アタッチメントが落ちて顔にぶつかってしまった。
Type88(0)<Speaker>88式</Speaker>||:ううぅ……痛い……+壊れてないといいですけど……
()<Speaker></Speaker>||:【人魚調査小隊出発まであと0時間】
()<Speaker>指揮官</Speaker>||:88式、いるのか？+そろそろ出発するぞ！
Type88(0)<Speaker>88式</Speaker>||:ZzzzZzzz……
()<Speaker>指揮官</Speaker>||:88式……？+88式！起きて！
Type88(0)<Speaker>88式</Speaker>||<黑屏1>:……うぇん？+指揮官！もう出発の時間ですか？+今すぐ行きます……
()<Speaker></Speaker>||<BIN>162</BIN><黑屏2><BGM>BGM_Empty</BGM>:……
()<Speaker>指揮官</Speaker>||<BGM>GF_Memorial</BGM>:……みんな今回の作戦に必要な装備を整えてきてくれ。+終わったらそのまま目標地点へ向かい任務を開始する。+私は後から状況を確認しに行く。
Type88(4)<Speaker>88式</Speaker>||:私がいなくても、セルジュコフならきっと任務を完成してくれますよね。+むしろ、もっと楽に完成して……
