()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<睁眼><BGM>BGM_Room</BGM><BIN>22</BIN>:修理室内。
QBU88(0)<Speaker>QBU-88</Speaker>||:ここは……修理室？+どうしてこんなところに……+あ、M200を連れて戦闘区域ツアーをしてて、機甲に遭ったんだった……
QBU88(0)<Speaker></Speaker>||<黑屏1>:QBU-88はメンタルモデルを再読み込みし、//nここに来るまでの出来事を思い出し始めた。
QBU88(0)<Speaker>QBU-88</Speaker>||<黑屏2><BIN>98</BIN><回忆>:たっ、助けて！！
QBU88(0);M200(0)<Speaker>M200</Speaker>||:まずい……
QBU88(0);M200(0)<Speaker></Speaker>||:M200はすぐさまカメラを置き、機甲に向けて射撃を開始した。+しかし慌てて行った攻撃では装甲の上に凹みを作るばかりで、//n実質的なダメージは何一つ与えられない。+
QBU88(0);M200(0)<Speaker>M200</Speaker>||:ダメだ、ボクだけじゃどうにもならない……+グローザさん！応答してください！グローザさん！！+第三戦闘区域で膨大な数の廃棄された機甲ユニットに遭遇したんです！//n射撃モジュールを搭載しているものもあって、//nQBU-88が捕まっています！+座標の詳細は送信中です、至急応援を！！
QBU88(0)<Speaker>QBU-88</Speaker>;M200(0)||:ぐっ……うぅうううぅぅ……
QBU88(0);M200(0)<Speaker>M200</Speaker>||:まずい……警戒状態だと88さんを握る力が強く……+……当たった！+どうして……
QBU88(0)<Speaker>QBU-88</Speaker>;M200(0)||:こいつ、歩き出した！//n助けて！！あたしをどこに連れてく気なの――！！
QBU88(0);M200(1)<Speaker>M200</Speaker>||:もう一度奴の関節を……クソッ……弾薬がもう！+もう打つ手が……
QBU88(0);M200(1)<Speaker>グローザの声</Speaker>||:見えたわ！M200！目を閉じてなさい！
QBU88(0)<Speaker>QBU-88</Speaker>;M200(1)||<白屏1>:……え？
QBU88(0)<Speaker>QBU-88</Speaker>||<白屏2><BGM>BGM_Empty</BGM><关闭蒙版><BIN>22</BIN>:その後一面に真っ白な光が広がって、あたしは気絶したんだ。
QBU88(0)<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>新しいメッセージが届いています。</color>
QBU88(0)<Speaker>QBU-88</Speaker>||:メッセージ？任務かな、どれどれ？+パーティー用ドレスの制作……
QBU88(0)<Speaker>QBU-88</Speaker>||<震屏><BGM>BGM_Danger</BGM>:……期限は二日だけ？！指揮官のやつ、何考えてるの？//nあたし、修理費すらまだ……ってあれ？払ってある？+支払い人はM200……あぁ、あの子か。
QBU88(0)<Speaker></Speaker>||:よく考える間もなく、QBU-88は修理スペースを後にした。//nさっきパーツを交換した肩を揉みつつ、宿舎への帰り道を進んでいる。+戦場上空に立ち込めていた雲がいまだに彼女のメンタルを覆っている。//nそれに加え、新たな任務が彼女の肩にのしかかる。
QBU88(0)<Speaker>QBU-88</Speaker>||<黑屏1>:M200、余計な心配してないといいなぁ。//nでもこの仕事量じゃ、見に行くのも難しいし……+はぁ、「能者、労多し」とは言え、//n指揮官ってば、遠慮なさ過ぎだよ！
()<Speaker></Speaker>||<BIN>82</BIN><黑屏2>:ぶつくさと文句を言いながら、QBU-88は急ぎ足で宿舎へと戻った。+案の定、彼女の宿舎前には荷物が山のように積まれている。
QBU88(0)<Speaker>QBU-88</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:……はぁ、やんなっちゃうな。+まぁでもしょうがないか、//nこんなに早く作れるのはあたしぐらいだもんね。+あたしが服飾のプロフェッショナルだなんて、誰が言ったんだろ。
()<Speaker></Speaker>||<黑屏2><BIN>9</BIN><BGM>m_avg_casual</BGM>:QBUは腰をかがめ、荷物を全て部屋に運び込むと、//n生地の裁断を始めた。
()<Speaker>QBU-88</Speaker>||:AR小隊のみんな……M4はシンプルで上品なのがいいよね。+SOP IIはやんちゃだから、ちょっと大胆なデザインがいいかも。+ROは控えめかつ優雅なデザイン、AR-15のには退廃的なテイストを加えて……//nM16A1？誰だろ？+どれどれ資料はと……へぇ、頼れる黒髪お姉さんって感じだ！//nじゃあエレガントなロングドレスにしないとね！+あとはKSVKか。//n備考には「メンタルアップグレード後の素体です、//n身体データは以下の通り」って書いてある。……なるほどね。
()<Speaker></Speaker>||<黑屏1>:……+…………
QBU88(0)<Speaker>QBU-88</Speaker>||<BIN>82</BIN><黑屏2>:できた！しかもたったの36時間で……+ううっ、頭がクラクラしてた。充電しないと……
QBU88(0)<Speaker></Speaker>||:彼女は充電ポートにケーブルを接続しながら、//n鼻歌交じりにメッセージの返信をかきつつ、//nサポートチームがドレスを取りに来るのを待っていた。
()<Speaker></Speaker>||<黑屏1>:（ノック音）+ドアを叩く音はすぐに鳴り響いた。
ZasM76(0)<Speaker>Zas M76</Speaker>||<BIN>18</BIN><黑屏2>:こんにちは。QBU-88いる？+総合勤務部の代わりに予約していたドレスを取りに来たわよ。
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||:いますよ～どうぞ～+この量を一人で運ぶとシワになっちゃうかもだから、//n一緒に持っていこっか？
ZasM76(0)<Speaker>Zas M76</Speaker>;QBU88(0)||:お気遣いありがとう。でもわたし一人で大丈夫よ。+あ……これがわたしの？
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||:そうそう。プロフィールにこういうデザインが//n大好きだって書いてあったから、その通り作ったの。
ZasM76(0)<Speaker>Zas M76</Speaker>;QBU88(0)||:見事なものね。//nまさかあなたがこんなドレスを作れるとは思ってなかったわ。+早くから型紙を用意していたの？
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||:あはは……そんなところ。+でも今回製作は結構ギリギリだったんだ。//n指揮官の買ってくれた装飾とか布がよかったからってのが大きいかな。
ZasM76(0)<Speaker>Zas M76</Speaker>;QBU88(0)||:あなたの仕立ても素晴らしいわよ。+よい舞踏会はよい演出とよいドレスによって彩られる。//nM1911とドレスでは互角であっても、私なら彼女を圧倒できるはず……
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||:……パーティーってそういうものだっけ？
ZasM76(0)<Speaker>Zas M76</Speaker>;QBU88(0)||:おっと、つい本音が。+パーティーとは日ごろの息抜きのためのものだけど、//nわたしにとっては違うわ。+いや、パーティーと言えど、//n各々目的は異なると言ったほうがいいかもしれないわね。
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||:やっぱり運ぶの手伝うよ。//nあなたにダンスを練習する時間を残してあげないとね。
ZasM76(0)<Speaker>Zas M76</Speaker>;QBU88(0)||:……わかった、じゃあお願いね。
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||:さっきどこまで話したっけ。+あ、そうそう。パーティーの目的だ。//nパーティーだよね？集まりに行くのと何も変わらない気がするけど？
ZasM76(0)<Speaker>Zas M76</Speaker>;QBU88(0)||:答えは簡単よ！+パーティーでは新しい友達を作れるし、//n友達たちとの友情を更に深めることもできる。+それに、自らの輝きを披露したりする人もいたり。+普段戦いに身を置くわたしたちにとって、//nパーティーとは自らの戦闘以外の長所を知らしめる場なのよ。
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||:友情を深める、ねぇ……
ZasM76(0)<Speaker>Zas M76</Speaker>;QBU88(0)||:戦うのはわたしたち人形だけど、//n注目されがちなのは銃や……火力でしょ。+でもパーティーでは人形が主体になる。//n新しい友達が欲しいのなら、絶好の機会だと思うわよ。+銃を下ろして、人形として他の人と知り合って、//n自分がどういう人形なのかを伝えるの。
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||:それってつまり、パーティーって飲んだり食べたりできる以外にも、//n友達を作るとか、大事なことがあるってこと？
ZasM76(0)<Speaker>Zas M76</Speaker>;QBU88(0)||:あなたがそう思うのであれば、//nパーティーであなたに会えるのが楽しみね。+けど、わたしたちはもう友達よね？
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||:まぁ、そうだね。+――着いたよ。
ZasM76(0)<Speaker>Zas M76</Speaker>;QBU88(0)||:ありがとう。//nわたし一人だったら何往復もしなくてはいけないところだったわ。+これでダンスの練習に使える時間が増えたわね！
ZasM76(0);QBU88(0)<Speaker>QBU-88</Speaker>||<BGM>BGM_Empty</BGM><黑屏1>:いやいや、これぐらい大したことじゃないよ。
()<Speaker></Speaker>||<BIN>82</BIN><黑屏2><BGM>BGM_Wake</BGM>:……Zas M76に別れを告げると、QBU-88は一人で宿舎へ戻った。+宿舎一面に散らばる布地やパッケージのゴミを見て、//n彼女は強い不快感を覚えた。
QBU88(0)<Speaker>QBU-88</Speaker>||<黑点1>:おかしいな。パーティーに興味なんてないのに……+（けど……なんだか寂しい。）+（静かな雰囲気って暗い気分になったりするの……？）+（この感じ、あたし嫌いだな。）
ZasM76(0)<Speaker>Zas M76</Speaker>||<BIN>18</BIN><回忆>:戦うのはわたしたち人形だけど、//n注目されがちなのは銃や……火力でしょ。+でもパーティーでは人形が主体になる。//n新しい友達が欲しいのなら、絶好の機会だと思うわよ。+銃を下ろして、人形として他の人と知り合って、//n自分がどういう人形なのかを伝えるの。
QBU88(0)<Speaker>QBU-88</Speaker>||<黑点2><BIN>82</BIN><关闭蒙版>:なんてことないって思ってたけど、今あたしは寂しさを感じている。//nだからもう少し素直に自分と向き合わないと……+……パーティーには行きたい。けど一人では行きたくない。+M200を誘ったら……+……あの子はきっと断らない。//nしかも自分はドレスが無くても大丈夫って言うはず。+そんなの絶対だめ！
QBU88(0)<Speaker></Speaker>||:幅の広い布地を手に取ると、//nQBU-88は機甲の前に立ちはだかるM200の小さな背中を思い起こす。+あの時来ていた制服は激戦によってボロボロになっていた。//n身綺麗なかつての印象とは、雲泥の差だ。
QBU88(0)<Speaker>QBU-88</Speaker>||:……デッドラインまであと5時間。
QBU88(0)<Speaker></Speaker>||<黑点1>:戦いに疑問を感じながらも、//n自分を守るために戦っていたあの少女を思い出しつつ、//n彼女はもう一度針を手に取る。
()<Speaker></Speaker>||<黑点2>:「リンリンリン」――+5時間後、設定していたタイマーが鳴った。+QBU-88は針を置くと、目の前に並んだ二着のドレスを見て、//n満足げに頷いた。
QBU88(0)<Speaker>QBU-88</Speaker>||:設計図はあったとは言え、こんな短い間に、//nしかもあまりの材料で二着もドレスを作っちゃうなんて、//n流石はあたし！
QBU88(0)<Speaker></Speaker>||<黑屏1><SE1>RunStep</SE1>:ドレスを抱きかかえると、QBU-88はM200の宿舎に向かいつつ、//n通信を繋いだ。
M200(0)<Speaker>M200</Speaker><通讯框>||<BIN>18</BIN><黑屏2><SE1>AVG_tele_connect</SE1>:<color=#00CCFF>え？もしもし、M200です。</color>
QBU88(6)<Speaker>QBU-88</Speaker>;M200(0)||:M200！あたしと一緒にパーティーに参加しようよ！
QBU88(6);M200(0)<Speaker>M200</Speaker>||:<color=#00CCFF>……パーティー？</color>
QBU88(6)<Speaker>QBU-88</Speaker>;M200(0)||:あなたに服を作ったから、はやく着てみてほしいの！
QBU88(6);M200(0)<Speaker>M200</Speaker>||:<color=#00CCFF>ですが……</color>
QBU88(6)<Speaker>QBU-88</Speaker>;M200(0)||<黑屏1><SE1>AVG_doorknock_wood</SE1>:もうあなたの宿舎の前。開けて――
