()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>98</BIN><BGM>BGM_Battle</BGM><SE1>AVG_rifle_finalshot_n</SE1>:荒野に銃声が響き渡り、その残響が消える。//nそうして戦場に再び静寂が戻った。+M16A1は銃を下ろすと、グローザへと視線を向けた。+グローザが彼女にクリアのハンドサインを送ると、M16は頷く。
M16A1BOSS(0)<Speaker>M16A1</Speaker>||<SE1>AVG_amb_wilderness</SE1>:少々時間がかかり過ぎたようだ。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:まさか日を跨ぐなんてね。//nここまで逃げられたのも完全に予想外だったわ。
M16A1BOSS(0)<Speaker></Speaker>;OTs14(0)||:M16A1が彼女の目線の方向に顔を向け、基地の方向を見やった。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:指揮官に報告しておいてよかったわね。//nけど今の時間だと……あの子たちはもうパーティーを始めている頃かしら。
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:楽しみだったのか？
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:まぁ、そうね。//n賑やかな雰囲気の中、大勢で食べて、話して、平和を享受する……+銃をぶら下げてるより魅力的だとは思わない？
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||<SE1>AVG_tele_connect</SE1>:確かにな。あとは酒が出れば言うことなしだ……//n行こう、急いで帰れば終わりには間に合うかもしれん。+本部、こちらM16A1。任務が完了した。//nしかし基地までかなりの距離がある。//n第九戦闘区域の三番飛行場へ、ヘリを寄こしてほしい。
M16A1BOSS(0);NPC-Kalin(0)<Speaker>カリーナ</Speaker><通讯框>||:<color=#00CCFF>了解しました！少々お待ちくださいね～</color>
M16A1BOSS(0)<Speaker>M16A1</Speaker>;NPC-Kalin(0)||:感謝する。
M16A1BOSS(0)<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:カリーナの軽快な口調にM16A1の緊張が少し解れた。+戦場に彼女たち以外に動くものはいない。//nM16は目を閉じ、戦闘の緊張をほぐそうと、//nゆっくりとメンタルを落ち着けた。
OTs14(0)<Speaker>OTs-14</Speaker>||:ヘリが着いたわ、行きましょう。
()<Speaker></Speaker>||:ヘリのけたたましい音を聞きながら、彼女たちは帰路に就いた。
M16A1BOSS(0)<Speaker>M16A1</Speaker>||<黑屏1>:<color=#A9A9A9>この時間だ、もうパーティーは始まっているだろう。はしゃぎ過ぎないよう、SOP IIはROのやつに捕まってるかもな。AR-15も楽しんでるかもしれん。</color>+<color=#A9A9A9>M4、あいつは何をしているんだろう。</color>+<color=#A9A9A9>楽しんでいるのか、それとも……</color>
M16A1BOSS(0)<Speaker>M16A1</Speaker>||<BIN>83</BIN><黑屏2><BGM>BGM_Empty</BGM>:……まずい。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||<SE1>AVG_footsteps_cave</SE1>:ん？どうしたの？
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:いや……M4と一緒にパーティーに行く約束をしてたんだ。//nあいつ、私にサプライズまで用意していてな。
M16A1BOSS(0);OTs14(0)<Speaker></Speaker>||:グローザが時計に視線を向けた。//nヘリ内に沈黙が生まれる。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:あ、ごめんなさい。
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:戦友だろ。気を使う必要はないさ。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:大事な家族との約束なんだから、由々しい事態じゃない。
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:だから……
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||<BGM>m_avg_casual</BGM>:明日は花束を持って、あなたのお墓参りをしてあげるわね。
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:戦友だろ？もう少しましなアドバイスをくれてもいいんじゃないか？+防弾チョッキを着てパーティーに行くのは御免だが、//nそれ以外、M4の攻撃を防ぐ手段もなさそうだ。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:ならやっぱりお墓参りが必要なんじゃない。
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:そうしたら地獄の底から這い出てお前も引きずり込んでやるさ。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:はいはい、冗談はやめましょ。+遅れるのはもう避けられないんだから、お詫びの品でも用意してみたら？
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:だな……考えてみるよ。
M16A1BOSS(0)<Speaker></Speaker>;OTs14(0)||:M16A1は長い長い溜息をついた。+こらえきれず笑いだしたグローザは、彼女の肩を叩いた。
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:お家に着いたわよ。
M16A1BOSS(0);NPC-Kalin(0)<Speaker>カリーナ</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>おかえりなさい！グローザさんにM16さん！</color>+<color=#00CCFF>パーティーはそろそろフィナーレです。指揮官さまの用意したドレスに着替えて入場してくださいね～！</color>
M16A1BOSS(0)<Speaker>M16A1</Speaker>;NPC-Kalin(0)||<SE1>AVG_tele_disconnect</SE1>:ドレス？+……黒か、白い髪と合わないんじゃないか？
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:グリフィンにいた頃の身分証をもとに作っているようね。//n確かにちょっと合わないわ。
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:だが行かないのもまずい。今からこれを白で仕立て直したら……
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:間に合わないでしょうね。+いや、M16……確かに今から白に変えるのは間に合わない。//nけどこれってM4にサプライズできるチャンスじゃない？
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:それは……
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:人形の髪は人間のそれより交換が楽でしょ？
M16A1BOSS(0);OTs14(0)<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:グローザが投げたウインクの意味を即座に理解したM16は、//n思案にふけりつつ、ドレス片手に着衣スペースに入っていった。
()<Speaker></Speaker>||<BIN>139</BIN><黑屏2><BGM>BGM_Hello</BGM>:30分後、パーティー会場。+パーティーは終わりに近づいていた。//nM16A1はグローザに続いて脇のドアから会場に忍び込むと、//n血眼になって自分を探す人形に目が留まった。
M4 SOPMOD II(1)<Speaker>M4 SOPMOD II</Speaker>||:M16！
M4 SOPMOD II(1);M16A1(1)<Speaker>M16A1</Speaker>||:SOP II、どうしてそんな場所から？
M4 SOPMOD II(1)<Speaker>M4 SOPMOD II</Speaker>;M16A1(1)||:M16、どこ行ってたんだよ！
M4 SOPMOD II(1);M16A1(1)<Speaker>M16A1</Speaker>||:ああ……M4のために取りに行くものがあってな。
M4 SOPMOD II(1);M16A1(1)<Speaker></Speaker>||:SOP IIは自分が遅れてきたことに気が付いていないようだ。+M16は一人胸をなでおろすと、踵を返し歩き出した。
M4 SOPMOD II(3)<Speaker>M4 SOPMOD II</Speaker>;M16A1(1)||:……行かせない。
M4 SOPMOD II(3);M16A1(1)<Speaker>M16A1</Speaker>||:なに？
