()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>8</BIN><黑屏2>:……
()<Speaker>指揮官</Speaker>||<BGM>BGM_Sunshine</BGM>:……以上が、今回の任務に関する概要だよ。+詳細は後で各自目を通しておくこと。+では、解散！
Lewis(0)<Speaker>ルイス</Speaker>||:（任務の目標は人魚の情報を探し出すことかぁ。）+（伝説の中の生き物なんだし、絶対綺麗なんだろうなあ……）
Lewis(0)<Speaker>ルイス</Speaker>||:（んーん、あたしは人魚を見るために任務に参加しているわけじゃないの。）+（任務に参加するからには、任務を最優先にしないと！）
Lewis(0)<Speaker>ルイス</Speaker>||:（そういえば、任務の場所は海だったよね？今の季節だと日差しが凄く強いだろうから……）+（いつも以上に日焼け対策を念入りにして……）+（そうそう、それから他にも……）
()<Speaker></Speaker>||:……
Lewis(0)<Speaker>ルイス</Speaker>||:（でもとりあえず、//nまずは指揮官の言う通り同じチームになる仲間の皆にあいさつしなきゃだよね！）
()<Speaker></Speaker>||:話し合いで賑わっている人形たちの中、//n意外なことにR93が司令室の隅に一人でいるところをルイスは発見した。
Lewis(0)<Speaker>ルイス</Speaker>||:こんにちは、あたしルイス。+あたしも先遣調査班に選ばれたんだ、今回の任務ではよろしくね！
R93(0)<Speaker>R93</Speaker>||:あはは……+私が指揮官に選ばれるなんて……+へへへっ……ちょっと信じられないです……
Lewis(0)<Speaker>ルイス</Speaker>||:……こんにちは！+ねえ、聞いてる……？
R93(0)<Speaker>R93</Speaker>||:あ！+ルイス……ですか？
Lewis(0)<Speaker>ルイス</Speaker>||:そう、ルイスだよ……+今回の任務で同じチームになったの。
R93(0)<Speaker>R93</Speaker>||:……+……
R93(0)<Speaker>R93</Speaker><shake>||:ごめんなさい、先ほどは考え事をしていたので……+よろしくお願いします！
Lewis(0)<Speaker>ルイス</Speaker>||:（きれいなピンク色の髪……それに碧色の目もミステリアスで素敵だなあ……）+海での任務は今回が初めてになるから、いろいろ教えてね！
()<Speaker></Speaker>||:すると突然、R93は何かを思い出したかのように、まじめな表情に切り替わった。
Lewis(0)<Speaker>ルイス</Speaker>;R93(0)||:ど、どうしたの？+R93？
Lewis(0);R93(0)<Speaker>R93</Speaker>||:ルイス、私を殴ってください！
Lewis(0)<Speaker>ルイス</Speaker>;R93(0)||<黑屏1>:――え？
()<Speaker></Speaker>||<黑屏2><BIN>162</BIN><BGM>BGM_Empty</BGM>:……
()<Speaker>指揮官</Speaker>||:……それじゃあみんな、//n今回の作戦に必要な装備の準備に行ってきて。+準備が整い次第、//nそのまま目標地点に向かって任務を始めるから。+少ししたら状況の確認をしに来るね。
()<Speaker></Speaker>||:15分後。
Lewis(2)<Speaker>ルイス</Speaker>||<BGM>BGM_Hello</BGM>:R93が出てこないけど……？+R93、いる？
()<Speaker>Z-62</Speaker>||:R93ならもう先に行ったと思います……
Lewis(2)<Speaker>ルイス</Speaker>||:そう、ありがとうね！
Lewis(2)<Speaker>ルイス</Speaker>||<黑点1>:（まさかR93が急に殴ってほしいだなんて……）+（力のコントロールが利かなくて気絶させちゃった……）+（どうか今日のR93が幸運でありますように！）
()<Speaker></Speaker>||<黑点2>:……
Lewis(2)<Speaker>ルイス</Speaker>||:ここにしよっか。//n平坦で、視界もひらけてるし……+なんてったってビーチパラソルを置くにうってつけだもん！+ここで捜索を始めよーっと。
()<Speaker></Speaker>||:ルイスは大きなカバンの中を色々と探って、日焼け止めクリーム、日焼け止めジェル、日焼け止めオイル、日焼け止めパウダー、日焼け止めスプレーなどなどを、次々と取り出した。+そしてビーチパラソルをしっかりと立て、//n最後にカバンから一番重要な作戦道具を取り出した――+釣り竿だ！！！
()<Speaker>指揮官</Speaker>||:……ルイス、凄くしっかり準備してくれてたんだね。
Lewis(2)<Speaker>ルイス</Speaker>||:指揮官！褒めてくれてありがとう！
()<Speaker>指揮官</Speaker>||:この釣り竿は？
Lewis(2)<Speaker>ルイス</Speaker>||:釣りをするために持ってきたの！
()<Speaker>指揮官</Speaker>||:……釣り？
Lewis(2)<Speaker>ルイス</Speaker>||:そう、だって人魚の手掛かりを探しに来たわけでしょ？+人魚は海の生き物だから、//nきっと目撃情報のあったこの海域で活動してるはずなの。+加えて、暗い海の世界で魅力的な物といえば、//nキラキラしたものに決まってるじゃない――+例えばこの釣り針とか！それに貝殻やガラスの装飾も付けてあるんだよ！+もちろんこれだけじゃ足りないから、さらに――+グリフィンで人気ナンバーワンの人間男性アイドルGの防水加工済みの写真も用意したの！+人形なら――ううん、人魚なら誰もがこれに食い付くはず！
