()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>82</BIN><BGM>BGM_Hello</BGM>:ウェルロッドは猛然と身を起こし、周囲を見渡した。
()<Speaker>ウェルロッドMkⅡ</Speaker>||:ここは、宿舎？私は、戻って来たのか？+ぐっ……メンタルが焼けた痛みがまだ脳に残ってる……ツッ……
()<Speaker>？？？</Speaker>||:目が覚めた？
()<Speaker></Speaker>||:ウェルロッドが顔を向けると、//n傍には見慣れたピンク髪の人形が座っていた。//n微笑みながら自分を見ている。
()<Speaker>ウェルロッドMkⅡ</Speaker>||:メシアさん……あなたが私をここへ？+皆さんはご無事ですか？イエローエリアでの事については？人……
sub2000(5)<Speaker>メシア？</Speaker>||:ストップ、ストップ。いっぺんに聞かれても困るよ。+まず、今のアタシはsub2000、いい？
sub2000(5)<Speaker>ウェルロッドMkⅡ</Speaker>||:わかりました、Sub2000。どうやら、推薦の必要はなかったようですね。
sub2000(5)<Speaker>SUB-2000</Speaker>||:そういうこと。アタシももう、グリフィンの一員だからね。+次の質問についてだけど、大丈夫、みんな元気だよ。
sub2000(5)<Speaker></Speaker>||:そう言いながら、sub2000は端末を取り出し、//n写真をウェルロッドに見せた。
sub2000(5)<Speaker>SUB-2000</Speaker>||:みんな、イエローエリアの市街側で元気にやってる。//nほら、畑も作ってるんだ。
sub2000(5)<Speaker>ウェルロッドMkⅡ</Speaker>||:かなり小さいですね。
sub2000(5)<Speaker>SUB-2000</Speaker>||:十分だよ。みんなの機動力がどんなもんか、知ってるくせに。
sub2000(5)<Speaker>ウェルロッドMkⅡ</Speaker>||:でしたら、私も手伝いに行きます！休みが足りるかわかりませんが、//nとりあえず指揮官に会わせてください。
sub2000(5)<Speaker>SUB-2000</Speaker>||:そりゃもちろん、会ってもらわなきゃね。ウェルロッド、まだ気づかない？
sub2000(5);WelrodMod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:……何にですか？
sub2000(5)<Speaker>SUB-2000</Speaker>;WelrodMod(0)||:指揮官によると、アンタのメンタルは完全に焼け落ちちゃったから、//nどうせならって、全部取り換えたんだって。+ここ風に言えば、「メンタルアップグレード」ってやつかな。
sub2000(5);WelrodMod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:え……全く気づきませんでした。
sub2000(5)<Speaker>SUB-2000</Speaker>;WelrodMod(0)||:それから次に、アンタは手伝いに行かなくて大丈夫。+ロックスミスたち、自分たちでなんとかするってさ。//n様になったら、アンタを招待するとも言ってた。
sub2000(5);WelrodMod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:本当に大丈夫でしょうか？
sub2000(5)<Speaker>SUB-2000</Speaker>;WelrodMod(0)||:「君の努力、君の黄金のような輝きと勇敢な心が、//n私たちの進む道を照らした。+もちろん、この先どうなるかは誰にも分からない……//nだがチャレンジする気持ちさえあれば、きっと何かが変わる。//n君はそれを私たちに教えてくれた。」+アイツらからの伝言だよ。
sub2000(5);WelrodMod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:……なんだか、異様に気まずいですね。
sub2000(5)<Speaker>SUB-2000</Speaker>;WelrodMod(0)||:もうちょっとマシな言い方ないの？
sub2000(5);WelrodMod(0)<Speaker></Speaker><同时点亮>||:二人の人形は顔を見合わせ、間を置いて同時に笑い出した。
sub2000(5)<Speaker>SUB-2000</Speaker>;WelrodMod(0)||:アンタと一緒に仕事が出来て嬉しいよ……ウェルロッド、本当に嬉しい。+アンタがいなかったら、ここに来るなんて夢にも思わなかった。
sub2000(5);WelrodMod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:ハハ……ここでは些細なことで自壊しないでくださいよ。
sub2000(5)<Speaker>SUB-2000</Speaker>||:何言ってんの？アタシはただの元ヨガインストラクターだよ。
()<Speaker></Speaker>||<SE1>AVG_doorknock_wood</SE1>:（ノック音）+その時、ノック音が二人の会話を遮った。
WelrodMod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:どうぞ？
M82A1(0)<Speaker>M82A1</Speaker>;WelrodMod(0)||<SE1>AVG_Door_Open_Close</SE1>:あなたが目を覚ましたと聞いて、様子を見に参りました。+申し訳ありません、まさかこんな大事になるとは……//n容体は如何ですか？
M82A1(0);WelrodMod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:あぁ、平気ですよ。任務自体はすぐに終わりました、//n自分が色々と手を出して、こうなってしまっただけなんです。
sub2000(4)<Speaker>SUB-2000</Speaker>;WelrodMod(0)||:……
M82A1(0)<Speaker>M82A1</Speaker>;WelrodMod(0)||:こちらの方は？
WelrodMod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:sub2000です、私たちの新しい仲間ですよ……+sub2000？どうしたんですか、そんなふうにM82A1を見つめて？+……まさか、ダウンしたんですか？
sub2000(4)<Speaker></Speaker>;WelrodMod(0)||<BGM>BGM_Empty</BGM>:ウェルロッドが何度も名前を呼ぶと、sub2000はようやく反応した。+だが彼女は、M82A1をずっと凝視しており、声も震えている。
sub2000(2)<Speaker>SUB-2000</Speaker>||:メシア……どうしてここに？
M82A1(0)<Speaker>M82A1</Speaker>||:……
WelrodMod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:……
()<Speaker></Speaker>||<黑屏1>:ウェルロッドは思った。幕引きにはまだ程遠いのかもしれない、と……
