()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
RO635-NoArmor(0)<Speaker>RO635</Speaker>||<BGM>GF_EV9_Story</BGM><黑屏2><BIN>607</BIN>:實驗已經全部結束了，帕斯卡小姐，我將分析得出的報告和原始數據都放在這裡了。
NPC-Persica(7)<Speaker>帕斯卡</Speaker>||:……+搞不明白……還是搞不懂。+那女人和那個實習生到底做了什麼導致的心智數據異常？+人形究竟是怎麼突然變強的？人類在其中的影響因素又是什麼？
RO635-NoArmor(3)<Speaker>RO635</Speaker>||:這樣複雜的問題，您一時半會也無法解決，不如先吃飯吧。
NPC-Persica(7)<Speaker>帕斯卡</Speaker>||:……
()<Speaker></Speaker>||<SE1>ClothingUp</SE1><震屏3>:唰——+帕斯卡一下站了起來。
NPC-Persica(8)<Speaker>帕斯卡</Speaker>||:給我把檔案號206■15■■42■■的數據調出來。
RO635-NoArmor(0)<Speaker>RO635</Speaker>;NPC-Persica(8)||:調取這份檔案需要經過審批同意，我現在為您提交流程嗎？
RO635-NoArmor(0);NPC-Persica(8)<Speaker>帕斯卡</Speaker>||:這流程能比我命還長，你去啟動我桌面上的快捷程序直接黑進去。
RO635-NoArmor(3)<Speaker>RO635</Speaker>;NPC-Persica(8)||:帕斯卡小姐，沒有合法的手續擅自調動機密檔案屬於——
RO635-NoArmor(3);NPC-Persica(8)<Speaker>帕斯卡</Speaker>||:對了，還有那個實習生，別把人放跑了，我還有很多問題和實驗需要這傢伙配合！
RO635-NoArmor(0)<Speaker>RO635</Speaker>||:明白。+……
NPC-Persica(6)<Speaker>帕斯卡</Speaker>||:快點，我要的檔案呢？！
RO635-NoArmor(0)<Speaker>RO635</Speaker>||:……+帕斯卡小姐，我想您已經不需要調取這份檔案了。
RO635-NoArmor(0);NPC-Persica(6)<Speaker>帕斯卡</Speaker>||:哈啊？
RO635-NoArmor(0)<Speaker>RO635</Speaker>;NPC-Persica(6)||:這份檔案所記錄的對象即將抵達您的實驗室。
RO635-NoArmor(0);NPC-Persica(6)<Speaker>帕斯卡</Speaker>||<BGM>BGM_Empty</BGM>:……+M16呢？快去叫她把門抵住！
RO635-NoArmor(0)<Speaker>RO635</Speaker>;NPC-Persica(6)||:M16小姐已於15分鐘前抵達了附近的酒吧。
NPC-Persica(6)<Speaker>帕斯卡</Speaker>||:……
()<Speaker></Speaker>||<SE1>AVG_Door_Hit</SE1><controll_shake>%%type_id=2%%duration=3%%delay=0.1%%range=10</controll_shake>:咚！+辦公室的大門被人一拳打飛。+一絲陽光照了進來，給實驗室的陳列帶來了些許天然感。
NPC-Ange(9)<Speaker>安潔莉婭</Speaker><Position>0,-70</Position>||<SE1>AVG_footsteps_woodfloor</SE1>:好久不見啊，帕斯卡。+嘖，你的實驗室，還是跟垃圾場一樣。
NPC-Persica(6)<Speaker>帕斯卡</Speaker><Shake>0.1</Shake>||<BGM>m_wv_title</BGM>:<size=50>幹什麼！</size>+這扇門可是特殊材質，你打算拿幾個月的工資來還！
NPC-Ange(9)<Speaker>安潔莉婭</Speaker><Position>0,-70</Position>||<SE1>Stop_AVG_loop</SE1>:這一拳只是捶壞了門，下一拳可不一定捶壞什麼東西了。
NPC-Persica(6)<Speaker>帕斯卡</Speaker>||:怎麼，你想用我給你做的義肢毀掉我的實驗室？+下次你的手再出事，休想我給你換義肢！
NPC-Ange(9)<Speaker>安潔莉婭</Speaker><Position>0,-70</Position>||:所以，我的人呢？
