()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<BIN>157</BIN><BGM>BGM_Danger</BGM><黑屏2>:
()||:……最終決定讓HK416用信號彈在【紅區】進行標記。
AN94(2)<Speaker>AN94</Speaker>||:安潔，看那個信號彈！
NPC-AngeDamage(0)<Speaker>安潔莉婭</Speaker>||:是格里芬的制式信號彈，是指揮官在指引我們！
AN94(4)<Speaker>AN94</Speaker>||:可是……那裡是紅區，安潔……我不認為這是明智的選擇。
AK12(2)<Speaker>AK12</Speaker>||:安潔……你恐怕撐不到安全地帶。
NPC-AngeDamage(0)<Speaker>安潔莉婭</Speaker>||:咳……沒關係……我願意賭一把。
AN94(4)<Speaker>AN94</Speaker>||:這可不是靠意志力就能挺過去的事情。
AK12(2)<Speaker>AK12</Speaker>||:儀器顯示，這個區域的污染度還在增加，進入【紅區】只會讓你的症狀更加嚴重。
NPC-AngeDamage(3)<Speaker>安潔莉婭</Speaker>||:也就是說，更沒有時間浪費了，我們快走！
AN94(4)<Speaker>AN94</Speaker>||:走吧，AK12，感染者增多了，不能拖延下去了。
AK12(2)<Speaker>AK12</Speaker>||:我強烈建議立刻採用【黃區】的路線！
NPC-AngeDamage(0)<Speaker>安潔莉婭</Speaker>||:我相信指揮官！咳咳……快、快點！
NPC-AngeDamage(2)<Speaker>安潔莉婭</Speaker><Shake>||:指揮官……咳咳……引導我們……
NPC-AngeDamage(2)<Speaker>安潔莉婭</Speaker><Shake>||:AK12，AN94……咳咳……
NPC-AngeDamage(2)<Speaker>安潔莉婭</Speaker><Shake>||<黑屏1>:如果……如果……你們知道……+咳……咳咳咳……！咳——！
()||<BIN>10</BIN><黑点2>:
