()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()||<BIN>85</BIN><黑屏2>||<SE2>Alarm</SE2><SE1>Explode</SE1>:格里芬臨時指揮處。+轟炸仿佛無休無止。+掩體沉默地矗立著，隨大地一起顫抖。
()<Speaker>指揮官</Speaker>||<BGM>BGM_Danger</BGM>:有多少人形回來了？
NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:只剩一半人了，她們被追進來的軍方部隊咬住了，現在沒法回來！
NPC-Kalin(4)<Speaker>指揮官</Speaker>||:真是糾纏不休……
NPC-Kalin(7)<Speaker>格琳娜</Speaker>||:大家都被打散了，現在基地裡情況一片混亂……
NPC-Kalin(7)<Speaker>指揮官</Speaker>||:依託掩體阻擊他們，不能讓他們和葉戈爾會合！
NPC-AngeStreet(0)<Speaker>安潔莉婭</Speaker><通讯框>;NPC-Kalin(7)||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>發生了什麼？我在這裡都聽到了爆炸聲。</color>
NPC-AngeStreet(0);NPC-Kalin(7)<Speaker>指揮官</Speaker>||:我們叫來了空軍轟炸，軍方的地面部隊應該完蛋了，但是還有一部分敵人衝進基地裡來了。
NPC-AngeStreet(0)<Speaker>安潔莉婭</Speaker>;NPC-Kalin(7)||:<color=#00CCFF>嘖……葉戈爾的機甲很棘手，好在他們正和鐵血糾纏。</color>+<color=#00CCFF>我有一個辦法一口氣消滅他們，需要你的幫助。</color>
NPC-AngeStreet(0);NPC-Kalin(7)<Speaker>指揮官</Speaker>||:講吧。
NPC-AngeStreet(0)<Speaker>安潔莉婭</Speaker>;NPC-Kalin(7)||:<color=#00CCFF>我在滲透進這個潛艇基地的時候是從水路進來的，連通潛艇通道的是4個通海閥。</color>+<color=#00CCFF>只要我們能把它們的機甲拖在基地第一層，同時炸掉這四個通海閥。海水就可以送葉戈爾去餵魚了。</color>+<color=#00CCFF>我把通海閥的位置發給你，位置都在基地地上結構。如果我們這邊作戰失敗，就拜託你引爆通海閥，404小隊現在正在朝你們移動，她們也能提供幫助。</color>
NPC-AngeStreet(0);NPC-Kalin(7)<Speaker>指揮官</Speaker>||:那你怎麼辦？
NPC-AngeStreet(0)<Speaker>安潔莉婭</Speaker>;NPC-Kalin(7)||:<color=#00CCFF>我們不能讓敵人得逞，不管哪一個。</color>
NPC-AngeStreet(0);NPC-Kalin(7)<Speaker>指揮官</Speaker>||:……+明白了。
NPC-Kalin(7)<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1><BGM>BGM_Empty</BGM>:通訊結束了。
NPC-Kalin(4)<Speaker>格琳娜</Speaker>||<SE1>ClothingUp</SE1>:指揮官您在做什麼？+怎麼把防彈背心也拿出來了……+等等，手槍和背包？這不是……
NPC-Kalin(4)<Speaker>指揮官</Speaker>||<BGM>BGM_Wake</BGM>:如你所見，克魯格給我的。
NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:我不是說槍的事，您要去做什麼？
NPC-Kalin(4)<Speaker>指揮官</Speaker>||:你聽到安潔說的話了。
NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:可是現在人形們還沒法回來，您自己出去太危險了！
NPC-Kalin(4)<Speaker>指揮官</Speaker>||:我知道，所以不是只有我去做這件事。+K，拿著這個。
NPC-Jason(1)<Speaker>K</Speaker>;NPC-Kalin(4)||:遙控炸藥？
NPC-Jason(1);NPC-Kalin(4)<Speaker>指揮官</Speaker>||:沒問題吧，凱恩少校，這點任務應該難不倒你吧。
NPC-Jason(1)<Speaker>K</Speaker>;NPC-Kalin(4)||:我受過的訓練比你吃過的飯還多。
NPC-Jason(1)<Speaker></Speaker>;NPC-Kalin(4)||:K一臉不屑地將炸藥裝進背包，檢查起武器。
