()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker>M200</Speaker>||<BGM>m_avg_casual</BGM><黑屏2><BIN>197</BIN>:我正在整理與「帕拉蒂斯專項模擬作戰」相關的數據。+為防止大家因為失誤與實力波動產生爭論，我將只介紹敵人的數據。
()<Speaker>M200</Speaker>||:帕拉蒂斯的敵人大多擁有力場盾，因此我們需要重裝小隊的支持。+如何把握請求支持的時間，以及保護我們的援護者，這是我們初期就要面臨的問題。
()<Speaker>VHS</Speaker>||:和重裝小隊的配合嗎……+這個交給我吧，我會跟G3好好溝通一下這方面的問題。
NPC-Doppelsoldner(0)<Speaker>M200</Speaker>||:這是重劍士，該單位通常單獨巡邏，但擁有高頻率大範圍傷害技能。+其中無法閃避的榴彈將對我們造成很大傷害，需要重裝小隊先破除力場盾後，我們再集火擊殺。+我們需要考慮損傷，以及未來真正對上該類敵人時的減傷措施……
NPC-Doppelsoldner(0)<Speaker>AUG PARA</Speaker>||:看上去這麼神聖又漂亮的東西竟然是敵人？！
NPC-Doppelsoldner(0)<Speaker>劉氏</Speaker>||:好遺憾哦……
NPC-Doppelsoldner(0)<Speaker>M200</Speaker>||:的確，白色的外表很有迷惑性呢。+看起來神聖又漂亮的東西其實是敵人，看起來凶狠不留情的事物卻是我們要保護的，這種事我們還會遇到多少次呢？
NPC-Uhlan(0)<Speaker>M200</Speaker>||:第二個可能遇到的威脅是槍騎兵。+它們的速度較慢，但碾壓造成的傷害是力場盾也無法免除的，因此需要特別注意它們發動碾壓攻擊的徵兆。+但是如果我們能設置比較逼真的誘餌吸引火力，就能專注於破壞它……+當然，前提是它不會和其他敵人一起出現。
NPC-Uhlan(0)<Speaker>VHS</Speaker>||:雖然速度較慢，但威力巨大嗎？+我會留意它發起碾壓的前搖動作的。
NPC-Uhlan(0)<Speaker>劉氏</Speaker>||:看著比我們要大好多！
NPC-Uhlan(0)<Speaker>AUG PARA</Speaker>||:格里芬的工作真是不簡單啊。
NPC-Rodelero(0)<Speaker>M200</Speaker><Position>0,+70</Position>||:劍盾士和射擊士是我們在營救路上常常遇到的敵人類型，相對於槍騎兵和重劍士來說比較容易擊敗。
NPC-Strelet(0)<Speaker>M200</Speaker>||:但它們常常成組出現，在數量上占據優勢，混編的隊伍還能互相彌補劣勢，因此更難以擊敗。+聽說湯姆森大姐的隊伍面對混編情況時一次就推過去了，調色板的各位也很輕鬆，真是厲害！
()<Speaker>AUG PARA</Speaker>||:厲害啊，不愧是人形。
()<Speaker>VHS</Speaker>||:我們也一定沒問題的。
()<Speaker>劉氏</Speaker>||:……嗯！
()<Speaker>M200</Speaker>||<黑屏2><BIN>9</BIN>:除了普通單位外，還有這些帕拉蒂斯的精英單位們。
Nyto(1)<Speaker>M200</Speaker>||:黑涅托；
NytoWhite(0)<Speaker>M200</Speaker>||:白涅托；
NPC-Nimogen(0)<Speaker>M200</Speaker>||:妮莫金；
NPC-Mercurows(0)<Speaker>M200</Speaker>||<黑屏1>:以及墨丘蘿絲。
AUGPARA(0)<Speaker>AUG PARA</Speaker>||<BIN>73</BIN><黑屏2>:看上去只是穿著奇怪的小女孩啊……
GeneralLiu(0)<Speaker>劉氏</Speaker>;AUGPARA(0)||:是啊，沒想到竟然是敵方精英單位。
AUGPARA(0)<Speaker>AUG PARA</Speaker>||:她們不能像鐵血一樣被收歸嗎？+我還挺想和她們一起工作呢！
AUGPARA(0)<Speaker>丹德萊的聲音</Speaker>||:暫時沒有找到收歸帕拉蒂斯的方法，也許未來一天能實現你這個天真的想法也說不定。
VHS(0)<Speaker>VHS</Speaker>||:M200，繼續你的講解吧。
M200(0)<Speaker>M200</Speaker>||:啊，好的！+這些敵人大多同時有干擾和傷害的能力，速度極快，閃避也很高，而且還具備極強的電子滲透攻擊。+相比起前面的敵人，我認為它們對我們的威脅才是最高的，一旦被滲透，我們將失去對素體的控制權……
VHS(0)<Speaker>VHS</Speaker>||:對接下來要面對的敵人，你們還有什麼問題嗎？
GeneralLiu(0)<Speaker>劉氏</Speaker>||:嗚……沒有了……
AUGPARA(0)<Speaker>AUG PARA</Speaker>||:沒有問題！
()<Speaker></Speaker>||<SE1>RunStep</SE1>:就在這時，一個銀髮的人形匆匆跑了進來。
SL8(0)<Speaker>SL8</Speaker>||:抱歉，我遲到了！+戰前講解進行到哪裡啦？
SL8(0);VHS(0)<Speaker>VHS</Speaker>||:……+已經結束了。+全體起立，出發。
SL8(3)<Speaker>SL8</Speaker>||<黑屏1>:……哦。
