()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BGM>BGM_stage11</BGM><BIN>725</BIN><黑屏2><CGDelay>0.5</CGDelay>:
()<Speaker></Speaker>||:法蘭克福的白區入口被嚴密把守著。
()<Speaker></Speaker>||:幾道安全檢查站一字排開，全副武裝的軍人和自律安全機器人在各個通道間巡邏。
()<Speaker></Speaker>||:自指揮官強行突破之後，保全級別明顯提高了。
()<Speaker></Speaker>||:托卡列夫和格琳娜站在安檢站外的廣場邊緣，觀察著嚴密的防禦措施。+托卡列夫身著外套，擋住了身為人形的大部分特徵，但完全隱藏身份是不可能的。+格琳娜咬著嘴脣，眉頭緊鎖。
NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:情況比預想的還要糟……+那些掃描儀是最新型的人形識別裝置。+一旦你靠近，立刻會被識別出來。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:從技術上講，我現在的狀態屬於「未授權人形」，如果被發現……+格琳小姐，我可以躲在附近，由您獨自——
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:格琳娜堅決地搖了搖頭。
NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:不行，我需要你。+而且，分開行動太危險了。
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:她從口袋裡摸索了一下，但卻沒能找到什麼有幫助的東西。+最後只是掏出了一張綠色的卡片，不由得苦笑起來。
NPC_TT33(2)<Speaker>托卡列夫</Speaker>||:這是……？
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……是老闆給我的禮物——綠區的永久居住許可。+它能讓我在綠區能過上舒適的生活，但此時此刻，對我想要進入白區的目的毫無幫助。+你們前天是怎麼進去的？
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:前天……指揮官帶領我們攻入白區時，有幾個……我不認識但很熟悉的人形。+她們通過某種電子戰手段，干擾了安檢系統。
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:格琳娜抬起頭，眼中閃過一絲了然。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:是404……是啊，她們肯定會協助指揮官的行動。
NPC_TT33(2)<Speaker>托卡列夫</Speaker>||:您認識她們？
()<Speaker></Speaker>||:格琳娜點點頭，但隨即沮喪地嘆了口氣。
NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……但來到這邊之後，我還沒有見到過她們。+不光是她們，AR小隊，忤逆小隊，還有其他按理說不在IOP管轄內的人形……我都沒有找到。+就好像她們全都……消失了。
NPC_TT33(2)<Speaker>托卡列夫</Speaker>||:……可能她們也在尋找指揮官。+又或者……
()<Speaker></Speaker>||:她沒有說完，但格琳娜明白了她的暗示——她們可能已經被官方控制了。+想到這種可能性，格琳娜的臉色變得更加蒼白。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:不管怎樣，現在我們只能靠自己。+……我可能得再聯繫一下克魯格先生。
NPC_TT33(2)<Speaker>托卡列夫</Speaker>||:……您確定嗎？+克魯格先生已經明確表示過不想您捲入此事。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:他雖然嘴硬，但從未真正拒絕過我的請求。+何況……他對指揮官也是有感情的。
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:格琳娜拿出通訊器，走到一旁。
()<Speaker></Speaker>||:托卡列夫保持著警戒，但依然能聽到格琳娜的聲音。
()||<黑点1>:
()<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1><黑点2>:滴滴。+通訊接通。
NPC-Kyruger(0)<Speaker>克魯格</Speaker><通讯框>||<CGDelay>0.4</CGDelay>:
NPC-Kyruger(0)<Speaker>克魯格</Speaker><通讯框>||:<color=#00CCFF>格琳？</color>+<color=#00CCFF>不是讓你好好休息嗎？</color>
NPC-Kyruger(0);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:克魯格先生，我需要您的幫助。
NPC-Kyruger(0)<Speaker>克魯格</Speaker><通讯框>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:<color=#00CCFF>如果是關於指揮官的事，我昨天已經說得很清楚了——</color>
NPC-Kyruger(0);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:我只需要一個臨時的白區通行證，就這一次。
NPC-Kyruger(0)<Speaker>克魯格</Speaker><通讯框>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:<color=#00CCFF>白區？你現在在哪裡？</color>
NPC-Kyruger(0);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:我——
NPC-Kyruger(0)<Speaker>克魯格</Speaker><通讯框>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:<color=#00CCFF>你應該在回新蘇聯的飛機上，格琳，而不是在法蘭克福胡鬧。</color>
NPC-Kyruger(0);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:我不會停止調查的，克魯格先生。指揮官對我而言不僅僅是長官，他是我的——
NPC-Kyruger(0)<Speaker>克魯格</Speaker><通讯框>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:<color=#00CCFF>指揮官已經死了，格琳。</color>+<color=#00CCFF>現在立刻回家，別讓自己也陷入麻煩。</color>
NPC-Kyruger(0);NPC_Kalina_OL(4)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||<BGM>BGM_Empty</BGM><SE1>ClothingUp</SE1>:<size=50>指揮官沒有死！</size>
NPC-Kyruger(0);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||<BGM>BGM_23S_War_Sacrifice</BGM>:……如果您不幫我，我會想其他辦法。
NPC-Kyruger(0)<Speaker>克魯格</Speaker><通讯框>;NPC_Kalina_OL(4)<Position>0,-90</Position>||:<color=#00CCFF>格琳……指揮官不會希望你為此冒險的。</color>+<color=#00CCFF>聽我一次，好嗎？放下這件事，回家去。</color>
NPC-Kyruger(0);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||<CGDelay>0.7</CGDelay>:
NPC-Kyruger(0);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……感謝您多年來對我的照顧。+但這一次，我必須堅持自己的決定。
NPC-Kyruger(0)<Speaker>克魯格</Speaker><通讯框>;NPC_Kalina_OL(0)<Position>0,-90</Position>||:<color=#00CCFF>如果你執意……我會撤銷你的通行證。</color>+<color=#00CCFF>不是威脅，只是不想你再陷入危險。</color>
NPC-Kyruger(0);NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:我理解。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:再見，克魯格先生。
()<Speaker></Speaker>||<CGDelay>0.5</CGDelay>:
()<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:格琳娜掛斷通訊，深吸一口氣平復情緒，走回托卡列夫身邊。
()||<黑点1>:
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||<黑点2>:……他不會幫我們。
NPC_TT33(1)<Speaker>托卡列夫</Speaker>||:克魯格先生可能是對的。+指揮官……確實很在乎您的安全。
()<Speaker></Speaker>||:格琳娜露出一個苦澀的微笑。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:可是我不需要被保護，托卡列夫。+我需要的是真相，需要知道指揮官到底怎麼了。+如果指揮官真的犧牲了，我要親眼確認；如果指揮官還活著，我更不能停止尋找，我站在指揮官身邊。+這不是什麼衝動的決定，而是我深思熟慮的——
()<Speaker></Speaker>||<SE1>AVG_Motorcycle</SE1><BGM>BGM_Empty</BGM>:嗡嗡——+一輛黑色轎車緩緩駛近，打斷了格琳娜的話。
()<Speaker></Speaker>||<SE1>AVG_BaseDoor_Open</SE1>:車子停在他們面前，車窗緩緩降下，露出一張熟悉的面孔。
NPC-Havel(0)<Speaker>哈維爾</Speaker>||<BGM>GF_21summer_avg_Demon</BGM>:格琳娜小姐，真巧在這裡遇見你。+看起來，你似乎在為進入白區而煩惱？
()<Speaker></Speaker>||:哈維爾的臉上帶著禮節性的微笑，目光卻深不可測。
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:格琳娜愣住了，條件反射地往前一步，擋在托卡列夫前面。+但哈維爾的視線已經掃過她的肩膀，落在托卡列夫身上。
NPC-Havel(1)<Speaker>哈維爾</Speaker>||:以及……一個理應處於停機狀態的IOP戰術人形。+真是……有趣的組合。
()<Speaker></Speaker>||:托卡列夫繃緊身體，做好了應對任何突發狀況的準備。+格琳娜緊張地吞咽了一下，但仍然挺直腰板面對哈維爾。
NPC_Kalina_OL(0)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:哈維爾先生，我可以解釋——
()<Speaker></Speaker>||:哈維爾抬手打斷了她，嘴角勾起一個似笑非笑的弧度。
NPC-Havel(0)<Speaker>哈維爾</Speaker>||:不必了，格琳娜小姐。+我恰好要去白區處理一些事務。+如果你不介意，也許我可以順路帶你一程？
NPC_Kalina_OL(2)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:……欸？
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:格琳娜與托卡列夫面面相覷，彼此交換了一個眼神。+她們沒想到哈維爾會如此輕輕放下托卡列夫的事情，甚至主動提出幫助，令人揣摩不透他的目的。+……但這也可能是他們唯一能進入白區的機會。
NPC-Havel(0)<Speaker>哈維爾</Speaker>||:放心，我不會把你們交給任何人的。+只是單純地提供幫助而已。+你們沒有多少時間做決定，安檢很快就會注意到這邊的異常。
()<Speaker></Speaker>||:格琳娜深吸一口氣，做出了決定。
NPC_Kalina_OL(3)<Speaker>格琳娜</Speaker><Position>0,-90</Position>||:感謝您的好意，哈維爾先生。+我們接受您的幫助。
()<Speaker></Speaker>||<SE1>AVG_20Winter_Door_Car_Open</SE1>:哈維爾點點頭，車門自動打開。
NPC-Havel(0)<Speaker>哈維爾</Speaker>||:那就上車吧。+時間緊迫，不是嗎？
()<Speaker></Speaker>||<SE1>AVG_keyboardtype_sci</SE1>:格琳娜和托卡列夫走向車子，托卡列夫的不停掃描著車輛內部，評估可能的風險。+儘管仍舊不安，但她們別無選擇，只能踏上這輛車，前往白區——前往那個可能藏有真相的地方。
()<Speaker></Speaker>||<SE1>AVG_20Winter_Door_Car_Close</SE1><CGDelay>0.5</CGDelay>:
()<Speaker></Speaker>||<SE1>AVG_Moto_Run</SE1><CGDelay>0.7</CGDelay>:車門關閉，黑色轎車平穩地駛向了白區入口的檢查站。
()||<黑点1>:
