()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker>夏朵利茲</Speaker>||<BGM>BGM_Wake</BGM><common_effect>%%code=NPC_TV_15%%</common_effect><BIN>348</BIN>:……面對市民的遊行活動，政府選擇的消極對應策略進一步引發了不滿。
()<Speaker>夏朵利茲</Speaker>||<黑屏1>:今日，在新哈密爾區的抗議活動導致的暴力行動中，兩名柏林警察……
NPC-Light(0)<Speaker>萊特</Speaker>||<BIN>82</BIN><关闭蒙版>%%</关闭蒙版><黑屏2>:……
NPC-Light(0)<Speaker></Speaker>||<SE1>AVG_Door_Open_Close</SE1>:門開了。
NPC-Light(0)<Speaker>萊特</Speaker>||<SE1>AVG_footsteps_woodfloor</SE1>:晚飯我放在冰箱裡了。
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:哦。+在看什麼？
NPC-Light(0);NPC-Shadowless(8)<Speaker></Speaker>||:夏朵隨手將皮包丟在了沙發上，熟練地走向冰箱，從裡面拿出了早準備好的冰啤酒。
NPC-Light(0)<Speaker>萊特</Speaker>;NPC-Shadowless(8)||:新聞。
NPC-Light(0)<Speaker></Speaker>;NPC-Shadowless(8)||:夏朵抿著啤酒，用胳膊撐在了萊特的腦袋上，若有所思地看著電視屏幕。
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:我頭髮是不是有點翹？
NPC-Light(0)<Speaker>萊特</Speaker>;NPC-Shadowless(8)||:你不是戒酒了嗎？
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:下班後的冰啤酒裡是不含酒精的。
NPC-Light(0)<Speaker>萊特</Speaker>;NPC-Shadowless(8)||:倒是也沒關係，反正姐你一直都在健身。+但是，也要注意一下自己的安全問題。+前天的遊行發生暴動的時候，你也在現場吧？
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:你在教我做事？
NPC-Light(0);NPC-Shadowless(8)<Speaker></Speaker>||:夏朵敲了一下萊特的腦袋。
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:如果連這點風險都不願意擔，我就縮在辦公室裡寫通稿了。+跑新聞就是這麼回事，你要是真的擔心我，就早點辭了你那鬼工作來幫我的忙啊！+我隨時都可以幫你空出一個位置！
NPC-Light(0)<Speaker>萊特</Speaker>;NPC-Shadowless(8)||:……你明明知道那是不可能的。+我們已經討論過很多次這種問題了。
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:哼……
NPC-Light(0)<Speaker></Speaker>;NPC-Shadowless(8)||:一轉眼，夏朵已經坐到了沙發上，卻刻意跟萊特拉開了一段距離。
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:今天白天，你在療養院吧？
NPC-Light(0)<Speaker>萊特</Speaker>;NPC-Shadowless(8)||:沒有。
NPC-Light(0)<Speaker></Speaker>;NPC-Shadowless(8)||:萊特下意識地脫口回答，卻正對上夏朵篤定的眼神。
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:你以為你騙得過我？+我警告你，去跟凱文說，這個案子誰來負責都行，我不準你參與。
NPC-Light(0)<Speaker>萊特</Speaker>;NPC-Shadowless(8)||:為什麼？
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:太危險了。
NPC-Light(0);NPC-Shadowless(8)<Speaker></Speaker>||<黑屏1>:夏朵將手裡的啤酒放到了茶几上。
()<Speaker></Speaker>||<common_effect>%%code=NPC_TV_15%%</common_effect><BIN>348</BIN><黑屏2>:此時，電視中的新聞剛好播到了遊行暴動的畫面。
()<Speaker>夏朵利茲</Speaker>||:「伊登」是塊大蛋糕，政府和公司都在盯著它。+你才19歲，卷進這種事是嫌自己死得不夠早嗎？
()<Speaker></Speaker>||<SE1>Explode</SE1>:轟！+電視內，一陣爆炸的聲音傳出，正好卡在了兩人對話的空隙之間。
()<Speaker>萊特</Speaker>||:我們真的要討論誰的工作更危險嗎？
()<Speaker>夏朵利茲</Speaker>||:我沒跟你開玩笑。
()<Speaker>萊特</Speaker>||<黑屏1>:我也沒跟你開玩笑，姐姐。
NPC-Light(0)<Speaker></Speaker>||<BIN>82</BIN><关闭蒙版>%%</关闭蒙版><黑屏2><SE1>AVG_tele_disconnect</SE1>:萊特拿起遙控器，關掉了電視。
NPC-Light(0)<Speaker>萊特</Speaker>||:這是我作為官方人員對你的勸告：不要挖得太深了。+這不是媒體該深入的事情，點到即止，否則會惹禍上身的。
NPC-Light(0);NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:萊特！
NPC-Light(0);NPC-Shadowless(10)<Speaker></Speaker>||:夏朵叫住了站起身的萊特，臉色有些難看。
NPC-Light(0);NPC-Shadowless(10)<Speaker>夏朵利茲</Speaker>||:……你不用為媽媽的工作賭上性命。
NPC-Light(0)<Speaker>萊特</Speaker>||:這是我自己的選擇，姐姐。+我希望你能理解我……如果你不能。
NPC-Light(0)<Speaker></Speaker>||:他沉默了一下。
NPC-Light(0)<Speaker>萊特</Speaker>||:我會很遺憾。
()<Speaker></Speaker>||<黑屏1>:搖了搖頭，萊特轉身離開了客廳，回到了自己的房間內。+玻璃杯中的啤酒仍在冒著氣泡，但夏朵卻已經沒有了食慾。
