()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>420</BIN><narrator>:「未來號」洲際列車 F09車廂（餐車） 洗手間內 
()<Speaker>？？</Speaker>||<BGM>GF_EV9_Intermission</BGM>:<color=#00CCFF>你們二位，誰是那個秘密執勤的特務？</color>+<color=#00CCFF>還是說，你們兩個都是？</color>
AR18(4)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:……
()||<SE1>AVG_whitenoise</SE1>:柳德米拉一聲不吭地開啟了屏蔽器，洗手間瞬間成為了無服務區。
Erma(2)<Speaker>艾爾瑪</Speaker>||:……+特務？我不是特務……+你是嗎？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:……
AR18(2);Erma(2)<同时置暗><Speaker></Speaker>||:柳德米拉沒有理會艾爾瑪的問題。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:如果只是失憶的話，並不影響你生存。+到站就下去，以後再也不要登上這輛車。+特別是「柯爾特快車」，那個黑市沒你想的那麼簡單。以你的身家，她們讓你上車肯定是另有所圖。
AR18(2)<Position>0,70</Position>;Erma(1)<Speaker>艾爾瑪</Speaker>||:……失憶當然影響我的生存。+我不是第一次失憶，而是不停地失憶。+沒有維修師能解決我的問題，要想作為完整的自己活下去，必須解決記憶的問題。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(1)||:完整的自己麼？+這的確是休謨會做出來的麻煩事。
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>艾爾瑪</Speaker>||:你認識「媽媽」？！
AR18(2)<Position>0,70</Position>;Erma(2)<同时置暗><Speaker></Speaker>||<SE1>Rope</SE1>:柳德米拉將手槍從艾爾瑪身上挪開，並接回了她的胳膊。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:休謨博士相關的事情你不要再跟任何人提及，一個字都不要。+不然你面對的下一個人，可未必有我的好脾氣。
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>艾爾瑪</Speaker>||:所以你確實是蘇聯特務？+那你現在相信我說的話了？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:……你可能誤會了，我根本不需要信任你。
()||<SE1>Select</SE1>:柳德米拉從風衣下取出手槍，裝好彈匣。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:我有更緊急的事要做。+現在，你找個地方躲起來。
Erma(1)<Speaker>艾爾瑪</Speaker>||:……
()||:艾爾瑪咬著下嘴唇思考了片刻。
Erma(2)<Speaker>艾爾瑪</Speaker>||:我聽你的話躲起來，那你做什麼？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:我需要回到自己的車廂。
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>艾爾瑪</Speaker>||:從外面那些人中間衝過去？！
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:嗯。
AR18(2)<Position>0,70</Position>;Erma(1)<Speaker>艾爾瑪</Speaker>||:不行，這太危險了！
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(1)||:……這不是你該操心的事。
AR18(2)<Position>0,70</Position>;Erma(1)<Speaker>艾爾瑪</Speaker>||:我當然要操心！+你沒了我找誰問休謨博士的事！+……你又不準我找別人，那我只能找你。+你車廂是哪個？我跟你一起過去！
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:……+你裝過火控核心嗎？
()||:艾爾瑪沉默了幾秒。
Erma(1)<Speaker>艾爾瑪</Speaker>||:我不確定。
