()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>85</BIN><黑屏2><BGM>m_va_those_who_dwell_in_shadows</BGM>:……行動結束。
()<Speaker></Speaker>||<震屏>:……砰！+……史黛拉帶著被傘病毒控制的人形，一腳踹開了總理辦公室的大門。
Stella(2)<Speaker>史黛拉</Speaker>||:WA2000，看好門外。
()<Speaker></Speaker>||:……史黛拉衝上去一把將桃樂絲從辦公桌下揪了出來。
Dorothy(2)<Speaker>桃樂絲</Speaker>||:嗚啊啊啊啊——！
Dorothy(2);Stella(2)<Speaker>史黛拉</Speaker>||:你果然躲在這裡，小桃樂絲。+你就那麼打算和這些虛榮的勛章死在一起嗎？
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:嗚嗚……我投降，我投降啦！+你你你、你想要什麼？錢？*Kira*Miki的握手券？
Dorothy(2);Stella(2)<Speaker>史黛拉</Speaker>||:我很想要*Kira*Miki的握手券，但是我會用錢搞定這件事。
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:那……那我可以試著修好你的貓耳朵？
Dorothy(2);Stella(2)<Speaker>史黛拉</Speaker><Shake>||:那不是貓耳朵！+該死，我們居然選了一個連Cat Boomer都不知道的傢伙當總理，你到底還關心什麼！
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:我……我關心你現在要怎麼對我……
Dorothy(2);Stella(2)<Speaker>史黛拉</Speaker>||:我很想把你一點點拆掉同時在Youturbo上直播，但那樣我就拿不到我想要的答案了。+告訴我，地球計算機，或者阿爾瑪！至少告訴我一個答案！
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:就算你拆掉我的腦袋，也不會找到任何一個答案，因為我真的不知道它在哪裡！
Stella(2)<Speaker>史黛拉</Speaker>||:是這樣嗎？那也沒關係，意料之中。
()<Speaker></Speaker>||:……史黛拉丟下桃樂絲，桃樂絲坐在了地上。
Stella(2)<Speaker>史黛拉</Speaker>||<BGM>BGM_Empty</BGM>:我就把你一點點拆掉，看看那個【安娜】會不會忍不住告訴我。
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:……+為什麼……+你連這個名字都知道了。
Stella(2)<Speaker>史黛拉</Speaker>||:我在消失的這段時間調查了很多事情。
()<Speaker></Speaker>||:……桃樂絲沉默了片刻，然後重重嘆了口氣。
Dorothy(4)<Speaker>桃樂絲</Speaker>;Stella(2)||<BGM>m_va_reminiscence</BGM>:史黛拉，那天當我知道你在調查什麼後，真的應該下死手的。
Dorothy(4);Stella(2)<Speaker>史黛拉</Speaker>||:你下不了手，桃樂絲，你不是個壞人。+我知道【安娜】的存在，我也知道她是你的姐姐，你真正服從的不是地球計算機，也不是格里芬城，而是她。
Dorothy(4)<Speaker>桃樂絲</Speaker>;Stella(2)||:乾得好，那你能做什麼呢？
Dorothy(4);Stella(2)<Speaker>史黛拉</Speaker>||:毫無疑問，是她把地球計算機藏了起來！+我必須盡快揪出她，然後找到地球計算機放回原位，阻止格里芬城被沙雨毀掉！
Dorothy(4)<Speaker>桃樂絲</Speaker>;Stella(2)||:所以你找上了我？史黛拉，你根本不了解我的姐姐，對吧？+她不在乎我，你拿我當人質是沒用的。+你現在就算把我舌頭拔下來做成壽司再拿去蘸芥末，她的臉上也會繼續保持那張麻木的笑容，連一個酒窩的痕跡都不會露出來。
Dorothy(4);Stella(2)<Speaker>史黛拉</Speaker>||:我看過你的身份證明，你可是她親手領養的。
Dorothy(4)<Speaker>桃樂絲</Speaker>;Stella(2)||:她親手領養我，只是想讓我成為她需要的樣子，一件她手中的工具。
Dorothy(4);Stella(2)<Speaker>史黛拉</Speaker>||:沒錯，是啊！至少你現在做的事，和一把開瓶器對付易拉罐差不多。+徒勞地把沙子推到海裡，再讓大家在格里芬城夜夜笙歌，我們活著就是在等死！
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||<震屏>:因為我們真的只能等死了！+史黛拉，我的姐姐是世界上最危險也是最神秘的人……+你是不可能找到她的，就算找到她，也沒人知道如何對付她！
Dorothy(2);Stella(2)<Speaker>史黛拉</Speaker>||:難道，連你都不知道她的真身嗎？
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:不知道，我甚至不知道她是什麼，人類？還是人形？+她每次都像幽靈一樣出現在我腦海裡，又神秘地消失無蹤，我甚至懷疑過她只是我心智裡的一個bug，但怎麼也檢查不出來。
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:我只知道她迫切地等待著世界末日……我什麼都阻止不了……
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:我做的……只是在末日來臨前……讓所有人都心滿意足地死去……
Dorothy(2)<Speaker></Speaker>;Stella(2)||:……桃樂絲啜泣著說不下去了。
Dorothy(2);Stella(2)<Speaker>史黛拉</Speaker>||:沒有人能在末日前心滿意足地等待，除非盡全力地掙扎。
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:我理解不了你們，史黛拉，“死”這個概念對於我們這些Lilim來說太缺少實感了……+我對死亡的恐懼是程序設計出來的，但是失去格里芬城還有朋友，這才是我真正恐懼的地方。
Dorothy(2);Stella(2)<Speaker>史黛拉</Speaker>||:但我不會坐以待斃的，桃樂絲。+“在勝利的道路上不斷嘗試”——我喜歡在這樣的生活中結束生命。+所以，你願意幫助我嗎？我知道你想做個選擇，現在還來得及。
Dorothy(2)<Speaker>桃樂絲</Speaker>;Stella(2)||:……+雖然你不可能勝利，但我大概能理解你的想法了……+也許現在，我也該考慮一下——+…………
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:……桃樂絲停頓了一下。
Dorothy(4)<Speaker>桃樂絲</Speaker>;Stella(2)||:（苦笑）雖然好像已經晚了……
Dorothy(4);Stella(2)<Speaker>史黛拉</Speaker>||:桃樂絲……？
Dorothy(4)<Speaker>桃樂絲</Speaker>;Stella(2)||:……她要來了。
Dorothy(4);Stella(2)<Speaker>史黛拉</Speaker>||:什麼？
Dorothy(3)<Speaker>桃樂絲</Speaker>;Stella(2)||:不對……我能感覺到……+我的身體……在不聽使喚……+她是怎麼做到的！她從來沒這樣控制過我的身體！
Dorothy(3);Stella(2)<Speaker>史黛拉</Speaker>||:你怎麼了，桃樂絲！
Dorothy(3)<Speaker>桃樂絲</Speaker>;Stella(2)||<黑屏1>:對不起，史黛拉……
()<Speaker></Speaker>||<BIN>9</BIN>:……+…………+……桃樂絲體內發出了一陣白噪音。
Stella(2)<Speaker>史黛拉</Speaker>||:……桃樂絲？
桃樂絲？()<Speaker>桃樂絲？</Speaker>||<BGM>m_va_synthestitch</BGM>:我是誰？+我真的活著嗎？
()<Speaker></Speaker>||:……接下來，白噪音中隱約傳出一陣詭異的笑聲。
桃樂絲？()<Speaker>桃樂絲？</Speaker>||:我對你們而言很特別。+我就是你們的全部。+……合為一體的時候到了。
()<Speaker></Speaker>||<黑屏1>:……桃樂絲體內的白噪音開始加劇。+……突然，一切歸於平靜。+…………
Dorothy(0)<Speaker>桃樂絲？</Speaker>||<BGM>m_va_those_who_dwell_in_shadows</BGM><BIN>8</BIN><睁眼>:初次見面……+晚上好，史黛拉·星井小姐。+我是【安娜】。
Dorothy(0);Stella(2)<Speaker>史黛拉</Speaker>||:南半球好，安娜，我們終於見面了。+你占據了自己妹妹的身體嗎？
Dorothy(0)<Speaker>安娜</Speaker>;Stella(2)||:沒錯，不然我為什麼還要領養一個Lilim呢？+畢竟比起Lilim，我更喜歡挑逗我的同類。
Dorothy(0);Stella(2)<Speaker>史黛拉</Speaker>||:你的同類？
Dorothy(0)<Speaker>安娜</Speaker>;Stella(2)||:和你一樣，我是人類，親愛的。
Dorothy(0);Stella(2)<Speaker>史黛拉</Speaker>||:我可沒見過能附在一台DFC-72身上的人類。
