()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>322</BIN><BGM>BGM_Brain</BGM>:柏林市郊，廢棄的地下工廠前。
NPC-Machlian(7)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:……
NPC-Machlian(7)<Speaker></Speaker><Position>0,-50</Position>||:看著熟悉的大門又一次出現在面前，瑪赫蓮的臉色比起在車上的時候更加蒼白了些許。+心臟的每一下跳動都激烈地衝撞著她的胸腔，光是站在這裡，她就已經快要窒息了。
NPC-Machlian(7)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:……
NPC-Machlian(7)<Speaker></Speaker><Position>0,-50</Position>||:指揮官無言地將手放在了她的背上。
NPC-Machlian(6)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:……羅賓。
NPC-Machlian(6)<Speaker></Speaker><Position>0,-50</Position>||:僅僅只是這樣的一個小動作，便讓不安的瑪赫蓮平靜了許多。+她甚至覺得自己的呼吸變得順暢了起來。
NPC-Machlian(6)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:你的心跳得很快，瑪赫蓮。+……沒事嗎？
NPC-Machlian(6)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:心……跳？
NPC-Machlian(6)<Speaker></Speaker><Position>0,-50</Position>||:瑪赫蓮愣愣地摸了摸自己的胸膛。
NPC-Machlian(6)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:……羅賓，屍體的心臟會跳動嗎？
NPC-Machlian(6)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:啊？
AR15Mod(5)<Speaker>AR15</Speaker>;NPC-Machlian(6)<Position>0,-50</Position>||:你終於瘋了嗎？
AR15Mod(5);NPC-Machlian(5)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:……我是人類。+我的心臟會跳，我不是怪物。+我是人類。
AR15Mod(5);NPC-Machlian(5)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:……
NPC-Machlian(5)<Speaker></Speaker><Position>0,-50</Position>||:喃喃自語中，一股勇氣從她的心中涌了出來。+瑪赫蓮抬起頭，看著封閉的工廠大門，回頭看向了指揮官。
NPC-Machlian(5)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:我們走吧，羅賓。
NPC-Machlian(5)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:嗯。
NytoIsomer(7)<Speaker>丹德萊</Speaker>||:那麼，我要開門了。
()<Speaker></Speaker>||:丹德萊的話音剛落，眾人面前的大門在一陣轟鳴聲中，緩緩向兩側拉開。
RO635Mod(0)<Speaker>RO635</Speaker>||:走吧。+指揮官，你和瑪赫蓮請待在隊伍的中間。+SOP，你跟我在前面開路，15，拜託你殿後了。
AR15Mod(0)<Speaker></Speaker>||:AR15點了點頭，默默地跟在小隊的末尾。+在與獅鷲小隊擦肩而過的時候，她與帕羅莎交換了一下眼神。+一陣無言中，指揮官與AR小隊的人形們走進了地下基地的大門。
VP1915(0)<Speaker>帕羅莎</Speaker>||:……呼。
VP1915(0);Kolibri(0)<Speaker>蜂鳥</Speaker>||:發生什麼了？
VP1915(0)<Speaker>帕羅莎</Speaker>;Kolibri(0)||:什麼？
VP1915(0);Kolibri(0)<Speaker>蜂鳥</Speaker>||:別唬我，我可是看見了。+你剛才跟那個喜歡炸毛的粉頭髮對了下眼神吧。+你倆又什麼時候勾搭上了？
VP1915(0)<Speaker>帕羅莎</Speaker>;Kolibri(0)||:……別胡說八道了。+把無人機放出去，做好警戒。
VP1915(0);Kolibri(0)<Speaker>蜂鳥</Speaker>||:切。
VP1915(0)<Speaker></Speaker>||:蜂鳥悶悶不樂地走向了一邊。
VP1915(0)<Speaker>帕羅莎</Speaker>||:……
VP1915(0)<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:帕羅莎站在原地，低頭看向了AR小隊先前走過的地方。
()<Speaker></Speaker>||<BIN>202</BIN><回忆><黑屏2><BGM>BGM_Room</BGM>:……+指揮室內。
AR15Mod(0)<Speaker>AR15</Speaker>||:帕羅莎。
VP1915(0)<Speaker>帕羅莎</Speaker>;AR15Mod(0)||:……AR15？+有什麼事嗎？
VP1915(0);AR15Mod(2)<Speaker>AR15</Speaker>||:剛才瑪赫蓮說的那些，你信了幾分？
VP1915(0)<Speaker>帕羅莎</Speaker>;AR15Mod(2)||:你是說……關於工廠內部的事？+還是她從工廠逃脫的事？
VP1915(0);AR15Mod(0)<Speaker>AR15</Speaker>||:工廠內部有丹德萊把關，我沒什麼意見。+但是她說的她逃跑的事情，我怎麼聽都覺得奇怪。
VP1915(0)<Speaker>帕羅莎</Speaker>;AR15Mod(0)||:的確，太輕鬆了。
VP1915(0);AR15Mod(0)<Speaker>AR15</Speaker>||:還不止是這樣。+退一萬步說，就算她真的是無辜的。+但她最後跑到了哪？伯恩村。+那鬼地方我們已經證實了是帕拉蒂斯的另一個傳教點。+結果她到頭來根本就沒從人家的掌心跳出來過。
VP1915(0)<Speaker>帕羅莎</Speaker>;AR15Mod(0)||:而且你們之前在伯恩村行動的時候，帕拉蒂斯的反應也非常快，我不認為他們對瑪赫蓮的下落一無所知。
VP1915(0);AR15Mod(0)<Speaker>AR15</Speaker>||:果然，很可疑，對吧？
VP1915(0)<Speaker>帕羅莎</Speaker>;AR15Mod(0)||:你為什麼不去跟指揮官說？
VP1915(0);AR15Mod(0)<Speaker>AR15</Speaker>||:特效藥的事對指揮官很重要，我現在說什麼他也不會中止行動。+而且，他在對待瑪赫蓮的問題上跟我意見不太一樣。+我承認瑪赫蓮的表演有時候是挺能打動人，但這不代表我就能忘掉她身上的這些疑點。
VP1915(0)<Speaker>帕羅莎</Speaker>;AR15Mod(0)||:所以，你就來找我？+你有什麼想法嗎？
VP1915(0);AR15Mod(0)<Speaker>AR15</Speaker>||:丹德萊的掃描圖我看過了，沒什麼問題。+但是，裡面的地形太複雜了，我想以防萬一，如果出現什麼情況。+我需要你和你的小隊能第一時間趕到。
VP1915(0)<Speaker>帕羅莎</Speaker>||:原來如此……我明白了。
()<Speaker></Speaker>||:帕羅莎點了點頭，從戰術包裡取出了一個小巧的管子。
AR15Mod(2)<Speaker>AR15</Speaker>||:這是什麼？
VP1915(0)<Speaker>帕羅莎</Speaker>;AR15Mod(2)||:一種原始的戰術道具，是一種極特殊的粉塵，只有經過紫外線燈照明才能看見。+你進去的時候，沿途灑下這個，我就能知道你們行進的路線。+如果有什麼意外，我會追著你留下的痕跡第一時間趕到的。
VP1915(0);AR15Mod(0)<Speaker>AR15</Speaker>||:……還真的是很原始。
VP1915(0)<Speaker>帕羅莎</Speaker>;AR15Mod(0)||:但是很有效。+紫外線燈我也有多的，你也拿一份吧。
AR15Mod(0)<Speaker>AR15</Speaker>||<黑屏1>:好。
VP1915(0)<Speaker>帕羅莎</Speaker>||<黑屏2><关闭蒙版><BGM>BGM_Empty</BGM><BIN>322</BIN>:……
()<Speaker></Speaker>||:也許……AR15只是在杞人憂天而已。+他們的行動會非常迅速，也許都用不了十分鐘，指揮官便會折返。+但是……
VP1915(0)<Speaker>帕羅莎</Speaker>||<黑屏1>:……總覺得，有些不安。
()<Speaker></Speaker>||<黑屏2><BIN>324</BIN><BGM>BGM_Sneak</BGM>:在丹德萊掃描的地形圖的幫助下，指揮官一行並沒有繞太多的遠路。+在進入基地後的幾分鐘後，一行人便順利抵達了目標地點。+斷裂的電線，桌上的積灰，破碎的不明設備……每一件物品都露骨地彰顯著這個地方已經被拋棄的事實。
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:這裡好破舊哦。
RO635Mod(0)<Speaker>RO635</Speaker>||:確實看得出來撤離的時候很倉促，遺留了很多東西。+這些小型設備是幹什麼用的？
