()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>528</BIN><narrator><BGM>GF_2022_Summer_Battle_1</BGM><Night>:「未來號」洲際列車 F09車廂
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:一地狼藉之中，窸窸窣窣，似有人影在這裡閃爍。+在確認沒有被人注意到之後，瑪姬推著一輛尚且完好的零食小推車，從角落裡走了出來。
ColtWalker(2)<Speaker>瑪姬</Speaker>||:肉乾還是巧克力？
()<Speaker></Speaker>||:同樣從躲藏的地方冒出頭來，凱瑟琳看著瑪姬，臉上止不住地抽搐。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:現在哪有心情吃零食！
ColtWalker(1)<Speaker>瑪姬</Speaker>||:不然你想怎麼辦？
()<Speaker></Speaker>||:瑪姬直接坐到破爛的沙發上，撕開了一包餅乾，仰躺著彷彿身處天堂。+假如背景不是破敗的餐車的話。+艾爾瑪跟在瑪姬後面露出了頭，一副生人勿進的冷淡模樣。+凱瑟琳瞅了瞅艾爾瑪，忍不住從瑪姬推出來的小推車上磨出一包橄欖。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:……不然我們還是把她交出去吧。
ColtWalker(4)<Speaker>瑪姬</Speaker>||:然後被外面的軍隊幹掉？
Erma(0)<Speaker>艾爾瑪</Speaker>||:你們一定要當著我的面討論這個嗎？
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:但就算我們不這麼幹，那些軍隊也正在一節一節破壞車廂啊！+我們能撐到什麼時候？為什麼我們不跟著一起跑到1號車廂去？
ColtWalker(3)<Speaker>瑪姬</Speaker>||:目標太大容易被一鍋端。+只聽說過狩獵大象的，從來沒聽過狩獵螞蟻的好嗎？
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:……+那是因為大象比螞蟻值錢！
()<Speaker></Speaker>||:瑪姬白了她一眼。
ColtWalker(3)<Speaker>瑪姬</Speaker>||:我們現在能做的只有保持體力、精力，然後雙手合十……
ColtWalker(2)<Speaker>瑪姬</Speaker>||:開始祈禱教官小姐大獲全勝。
ColtWalker(2);NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:指望她的話……+這片木板是不是太小了點？+我感覺洪水已經要把我們淹沒了……
ColtWalker(1)<Speaker>瑪姬</Speaker>;NPC-Scalper(3)||:這不是我們經常經歷的事情嗎？+難道你覺得我們之前的木板就很大？
ColtWalker(1);NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:確實，我們不是在冒險就是在去冒險的路上。
ColtWalker(1)<Speaker>瑪姬</Speaker>;NPC-Scalper(3)||:唯一不變的就是變化。
ColtWalker(1)<Speaker>瑪姬</Speaker>||:唯一安全的就是追逐安全本身。
()<Speaker></Speaker>||:凱瑟琳深深地嘆了口氣。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:我命好苦。
ColtWalker(3)<Speaker>瑪姬</Speaker>||:誰讓我們攤上了那種主人呢。+最開始的簽沒抽好，一輩子都深受折磨。
ColtWalker(3);Erma(2)<Speaker>艾爾瑪</Speaker>||:……你們的主人是什麼人？
ColtWalker(2);NPC-Scalper(0)<Speaker>瑪姬&凱瑟琳</Speaker><同時點亮>||:無可奉告。
ColtWalker(2);Erma(1)<Speaker>艾爾瑪</Speaker>||:……+那告訴我，你知道的關於休謨博士的所有。
ColtWalker(4)<Speaker>瑪姬</Speaker>;Erma(1)||:……你現在能付得起報酬？
ColtWalker(4);Erma(0)<Speaker>艾爾瑪</Speaker>||:……掛柳德米拉帳上。
ColtWalker(1)<Speaker>瑪姬</Speaker>;Erma(0)||:噫，不生她氣了？
ColtWalker(1);Erma(0)<Speaker>艾爾瑪</Speaker>||:這是我和她之間的事，我會等她出現然後問個清楚。
Erma(0)<Speaker>艾爾瑪</Speaker>||:你先告訴我你知道的部分。
ColtWalker(3)<Speaker>瑪姬</Speaker>||<BGM>BGM_Empty</BGM>:唉……
()<Speaker></Speaker>||:瑪姬嘆了口氣。
ColtWalker(3)<Speaker>瑪姬</Speaker>||<BGM>GF_2022_Summer_AVG_2</BGM>:其實我也不太了解，畢竟又不是常客。+他確實來過我這裡，不過不是買家，而是賣家。+他那時候寄售的商品是一項有關人形的自研技術。+商品描述也很奇怪，反倒叫我很有印象……+……「有關人形的科學，以人形為研究對象」。+當時我看了覺得還挺有興趣的，就稍微翻了翻。
()<Speaker></Speaker>||:她沉吟了一會。
ColtWalker(3)<Speaker>瑪姬</Speaker>;Erma(0)||:我想想……好像有一段……+「如果是製造更強大的殺戮機器，那無需人的外形……」
ColtWalker(3);Erma(0)<Speaker>艾爾瑪</Speaker>||:「……人形除了物理性能，更優秀的理應是人性的升格。」
ColtWalker(3)<Speaker>瑪姬</Speaker>;Erma(0)||:對，就是這個。
ColtWalker(3);Erma(2)<Speaker>艾爾瑪</Speaker>||:這個研究究竟是什麼？
ColtWalker(3)<Speaker>瑪姬</Speaker>;Erma(2)||:我怎麼知道？我是社會工程師，又不是真的工程師。+但據我所知……這項研究中所有接受了實驗的人形。+最後都會變得瘋狂，直到心智融毀。
ColtWalker(3);Erma(2)<Speaker>艾爾瑪</Speaker>||:你把他說得好像是個恐怖瘋狂博士。
ColtWalker(4)<Speaker>瑪姬</Speaker>;Erma(2)||:難道不是嗎？
ColtWalker(4);Erma(1)<Speaker>艾爾瑪</Speaker>||:……我以為他是我的「媽媽」。
ColtWalker(3)<Speaker>瑪姬</Speaker>;Erma(1)||:人類是很喜歡扮演小遊戲的。+就像我們的主人一樣，希望我們喊她小姐。
ColtWalker(3);NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:明明她既不是貴族，也不是有錢人。
NPC-Scalper(3)<Speaker>凱瑟琳</Speaker>||:每次我這麼叫她，心裡都在嘀咕。
ColtWalker(1)<Speaker>瑪姬</Speaker>||:人類就是這樣，缺什麼才求什麼。+我們也是一樣。
ColtWalker(1);Erma(0)<Speaker>艾爾瑪</Speaker>||:你的意思是我缺一個「媽媽」？
ColtWalker(3)<Speaker>瑪姬</Speaker>;Erma(0)||:……
ColtWalker(3)<Speaker>瑪姬</Speaker>||:我的意思是你應該知道自己的身份，艾爾瑪小姐。
Erma(1)<Speaker>艾爾瑪</Speaker>||:……
()||:瑪姬站起來換了個姿勢，又坐了下去。
