()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>86</BIN><Night><火花><SE2>Alarm</SE2>:……公寓外。+姍姍來遲的消防隊和警方終於封鎖了現場，開始對火場進行緊急的撲滅。+斯塔西們悄悄從現場消失，將自己的影子藏在了不見光的角落中。+上一幕的演員退場，新人便登上了舞台。
()<Speaker>群眾A</Speaker>||<SE1>AVG_Crowd</SE1><BGM>BGM_Battle</BGM>:喂……快看！那個人！
()<Speaker>群眾B</Speaker>||:咦……夏朵？是夏朵利茲！
()<Speaker></Speaker>||:夏朵利茲蠻橫地跨過了封鎖，高舉著自己的記者證。
NPC-Shadowless(9)<Speaker>夏朵利茲</Speaker>||:我是柏林電視台的夏朵利茲！+請問誰是負責人！我想採訪關於這次火災的事！
NPC-Shadowless(9)<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1>:滴。+她的耳麥恰到時候地響了起來。
NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:喂？對，我是夏朵，嗯，我已經在現場了……現在？還是一片混亂。+我需要支援，對，攝影師。+十五分鐘？你跟我開玩笑嗎？+最多五分鐘！
NPC-Shadowless(8)<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:她關掉了耳麥，又看向了混亂的情景。+消防員們是不必考慮了，現在正是火災最棘手的節點，她不能去打攪他們。+警察？雖然是不錯的選擇……但是這段時間她跟警察打交道的結果都不是很愉快。+那麼……
NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:嗯？
NPC-Shadowless(8)<Speaker></Speaker>||:她敏銳的第六感在關鍵的時刻再次起了作用。
NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>||:……見鬼。
()<Speaker></Speaker>||<SE1>RunStep</SE1>:她三步並作兩步，直接上前抓住了人群中的一個警察。
NPC-Shadowless(9)<Speaker>夏朵利茲</Speaker>||:凱文！
NPC-Shadowless(9);NPC-Keven(0)<Speaker>J</Speaker>||:你怎麼在這！？+不，你怎麼發現我的！？
NPC-Shadowless(9);NPC-Keven(0)<Speaker></Speaker>||<BGM>BGM_Empty</BGM><黑点1>:警察打扮的J被夏朵拉著，兩人躲避著人群的視線，縮到了一個角落裡。
NPC-Shadowless(9)<Speaker>夏朵利茲</Speaker>||<关闭火花><黑点2><Night><BGM>BGM_Brain</BGM>:閉嘴！回答我！你怎麼在這？+斯塔西跟這件事是什麼關係？
NPC-Shadowless(9);NPC-Keven(0)<Speaker>J</Speaker>||:饒了我吧，小祖宗。+你想害我丟飯碗嗎？
NPC-Shadowless(9)<Speaker>夏朵利茲</Speaker>;NPC-Keven(0)||:我知道！我不會耽誤你太多時間的！
NPC-Shadowless(8)<Speaker></Speaker>;NPC-Keven(0)||:夏朵一把扯住了J的衣領，關掉了自己的錄音筆。+在混亂的現場，幾乎不再有人注意到這狹小的角落裡對峙的兩人。
NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>;NPC-Keven(0)||:我不會為難你……告訴我，萊特還好嗎？+他今晚沒回家，我感覺他不太對勁。
