()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>578</BIN>:夜色降臨，你和源櫻一起回到了洋房。
()||<BGM>Campaion-34</BGM><SE1>AVG_footsteps_woodfloor</SE1>:她露出神秘的笑容，前所未有地表現出強硬的態度，拉著你來到了浴缸前。
()||<SE1>Stop_AVG_loop</SE1>:你望著浴缸……上面垂吊著七八條黑乎乎的海帶樣物品。
NPC-Sakura(0)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:怎麼樣怎麼樣？很壯觀吧？
NPC-Sakura(0)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:……+你這是，在養海帶嗎？
NPC-Sakura(2)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:海……海帶？
()||:源櫻愣愣地看了一眼，臉色變得通紅。
NPC-Sakura(3)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:指揮官！這是膠片！
()||<SE1>AVG_footsteps_woodfloor</SE1>:你走近了一點，伸出手摸住那些黑色長條狀物品，上面隱隱約約有一些圖案。
()<Speaker>指揮官</Speaker>||<SE1>Stop_AVG_loop</SE1>:啊……這是你拍的？
NPC-Sakura(0)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:嗯！我想留下大家的回憶。+所以就偷偷借來了相機。
()||<SE1>ClothingUp</SE1>:你接過源櫻遞給你的一條膠片，忍不住把它長長地展開，透過浴室的白熾燈光，似乎能看見上面有很多人。
()<Speaker>指揮官</Speaker>||:……等等，這不是我在洋房第一次醒來見到你們的驚恐樣子嗎？
NPC-Sakura(0)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:嗯嗯，很可愛吧？
NPC-Sakura(0)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:可……愛？好吧居然有人這麼形容我……+這裡是練歌房，你和莉莉一起和聲的時候。+哈哈哈，這是羅梅羅搶多慧魷魚絲的畫面，咦，居然還有灰樹……
()||:你看著一張又一張的回憶，心裡某個地方似乎鼓了起來。
()<Speaker>指揮官</Speaker>||:櫻，你這些是送給我的嗎？+我……我很激動，也很喜歡，真的！
NPC-Sakura(5)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:哈？
NPC-Sakura(4)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:……不是。
NPC-Sakura(4)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||<BGM>BGM_Empty</BGM>:啊？+但是你拍了很多我的照片啊！+這張是我拉著你們訓練的時候，這張是我們一起吃飯的時候……+居然不是送給我的嗎？
NPC-Sakura(1)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||<BGM>BGM_Saga_AVG_Dusk</BGM>:這是想留給我們自己……
NPC-Sakura(1)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:……
NPC-Sakura(1)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:你相信我們的演出會成功嗎？
NPC-Sakura(1)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:當然！我對你們很有信心。
NPC-Sakura(1)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:我也這麼想，每一次訓練我都比過去更加確定了一點。+——我們的演出一定會成功。+就像，你也一定會回到自己的世界一樣。
NPC-Sakura(1)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:……是，是啊。
NPC-Sakura(1)<Speaker>源櫻</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:所以我覺得我們應該一起留下一些東西。+這樣以後就算你跟我們暫時分別了，我們也有東西可以證明。
