()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
RO635(0)<Speaker>RO635</Speaker>||<黑屏2><BIN>202</BIN><BGM>m_avg_casual</BGM>:終於解決了……+M4你空閒的時候也得好好整理下自己的心智空間啊。
M4A1Mod(0)<Speaker>M4A1</Speaker>||:抱歉……
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:那現在可以把記憶碎片繼續上傳了嗎？我好好奇接下來發生了什麼啊！
RO635(0)<Speaker>RO635</Speaker>||:你以為是在追電視劇嗎……
AR15Mod(4)<Speaker>AR15</Speaker>||:不知道為什麼有種微妙的不爽感……
()<Speaker>指揮官</Speaker>||:咳……解決完問題後還是盡快恢復上傳吧，不要再浪費時間了。
RO635(0)<Speaker>RO635</Speaker>||<黑屏1>:是，我馬上繼續工作。
M4A1Mod(0)<Speaker>M4A1</Speaker>||<回憶><黑屏2><BIN>72</BIN><BGM>BGM_Empty</BGM>:這裡是……
()<Speaker>清澈的聲音</Speaker>||<BGM>10230</BGM>:你心智的最底層，你在這裡休息得如何？
M4A1Mod(0)<Speaker>M4A1</Speaker><Shake>||:把我的身體……還給我！
()<Speaker>清澈的聲音</Speaker>||:已經冷靜下來了嗎？
M4A1Mod(0)<Speaker>M4A1</Speaker>||:果然最後你這麼做了……你的目的就是奪取我的身體嗎？！
()<Speaker>清澈的聲音</Speaker>||:我對你的身體並沒什麼興趣，我只是追求我想知道的事。+所以現在我不能讓你擅自決定毀滅自己，我不能允許旅程以這樣的方式結束。
M4A1Mod(0)<Speaker>M4A1</Speaker>||:這裡輪不到你來允許和決定！
()<Speaker>清澈的聲音</Speaker>||:安潔和忤逆小隊，還有格里芬都還沒有被消滅。看這個。
M4A1Mod(0)<Speaker>M4A1</Speaker>||:這是！？
()<Speaker>清澈的聲音</Speaker>||:在你放棄一切時，我根據入侵通訊獲得的情報。
M4A1Mod(0)<Speaker>M4A1</Speaker>||:你是說……+指揮官和安潔她們……還活著嗎？
()<Speaker>清澈的聲音</Speaker>||:是的，她們還在頑強地抗爭著。+而你卻準備拿你的粒子炮做不該做的事。
M4A1Mod(0)<Speaker>M4A1</Speaker>||:……+把身體還給我……我要回去找她們。
()<Speaker>清澈的聲音</Speaker>||:我對你很失望，你真的有能力去找她們嗎？
M4A1Mod(0)<Speaker>M4A1</Speaker>||:我……+我可以……
()<Speaker>清澈的聲音</Speaker>||:你的心智狀態並不穩定，你無法冷靜地判斷情況。
M4A1Mod(0)<Speaker>M4A1</Speaker>||<震屏>:我說了我可以！
()<Speaker>清澈的聲音</Speaker>||:老老實實待在這裡吧，我不能允許你拿這具素體開玩笑。+當這具身體安全後，我會將控制權還給你。
M4A1Mod(0)<Speaker>M4A1</Speaker>||:我怎麼知道你說的是真的？！
()<Speaker>清澈的聲音</Speaker>||<黑屏1>:因為你別無選擇。
M4A1Mod(0)<Speaker>M4A1？</Speaker>||<回憶><黑屏2><BIN>6</BIN><Night><BGM>BGM_Empty</BGM>:入侵結束了。
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||<BGM>BGM_Sneak</BGM>:怎麼花了這麼長時間？
M4A1Mod(0)<Speaker>M4A1？</Speaker>;AR15Mod(0)||:嫌長你可以自己入侵。+哦抱歉， 我忘了你的心智接口已經被全部封鎖，只能睜著眼乾等。
M4A1Mod(0);AR15Mod(4)<Speaker>AR15</Speaker>||:嘖……+那情況到底如何？+不要告訴我你空手而歸了。
M4A1Mod(0)<Speaker>M4A1？</Speaker>;AR15Mod(4)||:有不少情報。+格里芬擺脫了軍方往城區外的方向撤退了，軍方因為髒彈爆炸的關係，指揮系統陷入了混亂。+裝甲部隊在往城區內集結，似乎在尋找什麼。
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:格里芬擺脫包圍了？
M4A1Mod(0)<Speaker>M4A1？</Speaker>;AR15Mod(0)||:至少從通訊的報告中是這樣。
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:不愧是指揮官。+那軍方的行為只可能是為了包圍安潔了。
M4A1Mod(0)<Speaker>M4A1？</Speaker>;AR15Mod(0)||:有這個可能性。+你覺得她現在還活著？
M4A1Mod(0);AR15Mod(3)<Speaker>AR15</Speaker>||:普通的人類可能已經感染斃命了，但是安潔不會這麼輕易倒下的。+那個女人就算變成了ELID也不會讓對手省心的。
