()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<黑屏2><BIN>9</BIN>:……
()||<BGM>m_avg_labyrinth</BGM>:…………
()<Speaker>？？？</Speaker>||<白屏1>:又有新的犧牲品到來了嗎？
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<白屏2><BIN>197</BIN>:又是難民……看來曇花過幾天又要綻放了。+但是我猜這一次也不會有被選中的人出現。+……
AbandonedIsomer(0)<Speaker>？？？</Speaker>||:這樣的人是不存在的……
AR15Mod(2)<Speaker>AR15</Speaker>||:（這是異構體的記憶嗎？）
AbandonedIsomer(0)<Speaker>？？？</Speaker>||:運輸列車？是父親他們來了嗎？
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<黑屏1>:得趕緊打開隔離牆才行……
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<黑屏2><BIN>197</BIN>:列車進城了……+但我聽不到同伴的聲音……+難道除了我就沒有活著的人了嗎？
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<黑屏1>:還有別的列車，一定還有人活著……
()<Speaker>？？？</Speaker>||<黑屏2><BIN>203</BIN>:這裡也都不行嗎……
()<Speaker>？？？</Speaker>||<黑屏1>:她們還活著，但是意識似乎受損了，沒能撐過“傘”病毒嗎？
AR15Mod(2)<Speaker>AR15</Speaker>||<黑屏2><BIN>9</BIN>:（“傘”病毒？為什麼會提到這個詞？）
()<Speaker>？？？</Speaker>||<BGM>BGM_Empty</BGM>:那是當然，除了污染格里芬人形外，還用來幹了一大堆髒活，真是好用的“病毒”啊。
AR15Mod(5)<Speaker>AR15</Speaker>||<BGM>BGM_Reverse</BGM>:這個聲音……UMP45？
()<Speaker>OGAS</Speaker>||:嘖……剛才跑進來的老鼠嗎，果然應該早點收拾掉你。
()<Speaker>？？？</Speaker>||<黑屏1>:抱歉抱歉，打擾你胡說八道的雅興了。不過你的這些廢話，就算是相當有耐心的我也再也聽不下去了。
AR15Mod(2)<Speaker>AR15</Speaker>||<黑屏2><BIN>195</BIN>:唉？這裡是？
AR15Mod(2);UMP45Mod(0)<Speaker>UMP45</Speaker>||:幸虧你陪它囉嗦了這麼久，我才有機會從它製造的攻性防壁中逃脫出來。所以作為回報，我也來幫你一把。+這個空間是由不同的鏈接組成起來的，我們跳躍到了另外一條線路中，看起來可以暫時避開那個聲音了。
AR15Mod(0)<Speaker>AR15</Speaker>;UMP45Mod(0)||:……不解釋一下你為什麼會在這裡嗎？
AR15Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:總得有人幹一些善後的工作，不是嗎？+真是沒想到，M4的心智中藏了那麼能說的另一個心智，原來她平時不說話是因為光顧著和自己聊天了嗎？
AR15Mod(0)<Speaker>AR15</Speaker>;UMP45Mod(0)||:你剛才入侵M4的心智了？
AR15Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:看來你對M4心中另一個心智的存在並不驚訝。
AR15Mod(4)<Speaker>AR15</Speaker>;UMP45Mod(0)||:…………+你調查到哪一步了？+是帕斯卡要你調查的？還是指揮官？
UMP45Mod(0)<Speaker>UMP45</Speaker>||<SE1>AVG_footsteps_cave</SE1>:你還是和以前一樣有趣啊。好了，跟上來吧。
AR15Mod(0)<Speaker>AR15</Speaker>||:你要去哪？
UMP45Mod(0)<Speaker>UMP45</Speaker>||:你是來找回M4的對吧。+那個M4的心智和那些異構體鏈接著，但她沒有讓自己的心智回來，至少現在沒有。+是因為被困住了嗎？還是因為她在尋找什麼而不願回來？
