()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<黑屏2><BIN>81</BIN><BGM>m_avg_casual</BGM>:……+稍晚些時候，咖啡廳內。
GepardM1(6)<Speaker>獵豹M1</Speaker>||:……+好占地方啊。
GepardM1(6);M1903(2)<Speaker>春田</Speaker>||:是呀，沒想到指揮官和路易士會搞來這麼大一棵杉樹呢。
GepardM1(6)<Speaker>獵豹M1</Speaker>;M1903(2)||:……不明白，這到底有什麼用，還把地板弄得髒兮兮的。+……好多泥巴。
GepardM1(6);M1903(2)<Speaker>春田</Speaker>||:的確有些難收拾，還要稍微修剪一下才能使用。+不過，用這樣一棵樹來裝飾的話，一定可以做出相當漂亮的聖誕樹。
GepardM1(6)<Speaker>獵豹M1</Speaker>;M1903(2)||:用假樹也可以的吧……
GepardM1(6);M1903(2)<Speaker>春田</Speaker>||:雖然也不是不行……不過不覺得那樣很沒有意思嗎？+說起來，從早上開始你就在這裡呢，獵豹。+不會很無聊嗎？
GepardM1(6)<Speaker>獵豹M1</Speaker>;M1903(2)||:難得假期……我想悠閒地度過。+而且春田小姐沖的咖啡……很合我的口味。
GepardM1(6);M1903(2)<Speaker>春田</Speaker>||:這樣……非常感謝，要續杯嗎？
GepardM1(6)<Speaker>獵豹M1</Speaker>;M1903(2)||:拜託了……
GepardM1(6);M1903(2)<Speaker>春田</Speaker>||:嗯，打掃完之後，我還得去看看採買的情況，今天會很忙呢。+你接下來也一個人待著嗎？
GepardM1(6)<Speaker>獵豹M1</Speaker>;M1903(2)||:應該……沒有問題。+我一個人待著也挺好的。
GepardM1(6);M1903(2)<Speaker>春田</Speaker>||:好的，那就拜託你看店啦。
GepardM1(6)<Speaker>獵豹M1</Speaker>||<黑点1>:嗯……
NPC-Kalin(0)<Speaker>格琳娜</Speaker>||<黑点2>:春田小姐！+咦……春田小姐不在嗎？
GepardM1(6)<Speaker>獵豹M1</Speaker>;NPC-Kalin(0)||:格琳娜小姐……春田小姐的話，剛才去忙別的事情了。
GepardM1(6);NPC-Kalin(3)<Speaker>格琳娜</Speaker>||:這就頭疼了啊……
GepardM1(6)<Speaker>獵豹M1</Speaker>;NPC-Kalin(3)||:……格琳娜小姐看起來也很忙的樣子，是在做什麼事情嗎？
GepardM1(6);NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:我也在幫忙做聖誕晚會的準備哦，指揮官被路易士折騰得不輕，根本叫不起來。+所以現在暫時由我來負責統籌進度。
GepardM1(6)<Speaker>獵豹M1</Speaker>;NPC-Kalin(0)||:這樣……那找春田小姐是要做什麼呢？
