()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>82</BIN><BGM>m_avg_casual</BGM><SE1>AVG_doorknock_wood</SE1>:篤篤。輕快的敲門聲將M200驚醒了。+她匆忙結束了對自己心智的整理，小跑去打開宿舍的門。
M200(0)<Speaker>M200</Speaker>||:請進……欸？
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:嗨。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:你好，QBU88。請問有什麼事嗎？+難道是我有什麼通知沒收到……
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:倒也沒有啦。我可以先進去嗎？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||<黑点1>:好的，請進。
()<Speaker></Speaker>||<黑点2>:M200將QBU88迎進房間，關好了門。
M200(0)<Speaker>M200</Speaker>||:要喝點什麼嗎？
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:啊，有喝的！都是什麼？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:有紅茶、果汁、咖啡、牛奶、水果茶、薑茶、熱可可和綠茶。還有甜酒釀，這個要煮一下……
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:打住，打住，水果茶就可以了。+你是打算和春田一起去開飲品店嗎？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:不，只是學習沖泡各種飲料時買下的練習材料。+給，你的水果茶。
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:謝謝。+……好喝耶！這是什麼牌子的？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:是我自己買散料配的，你喜歡的話我給你帶一些吧。
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:謝謝！我喜歡這個酸甜的味道。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:所以，請問你來是……
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:剛才閃電不是發布了聚會的招募嗎？+我看到你有任務所以說不能去了。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:啊，是的。
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:我們看了後台的數據，你是在聚會招募發布後接的任務。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:……
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:你以前從來不拒絕聚會的吧？+我感覺這事挺奇怪的，聚會上有你不想見的人？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:啊，不是的！+只是有一些個人的煩惱……
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:什麼煩惱？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:啊……只是個人的思考，為這種無關緊要的小事麻煩別人不好的！+我自己可以處理的，沒關係。
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:不說也能處理，說了說不定能更早解決。+不要怕麻煩我，我來就是為了解決事件嘛。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||<黑点1>:嗯……謝謝你。事情是這樣的……
()<Speaker></Speaker>||<黑点2>:……+幾分鐘後。
QBU88(0)<Speaker>QBU88</Speaker>||:也就是說，你試圖採訪難民，但是被他們拒絕了。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:嗯……我想拍一些戰後的素材，做一個紀錄片備戰今年的慶祝晚會。+但是，我拍到的東西除了廢墟……就只有流離失所的人和他們悲傷的表情。
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:這不是理所當然的嗎？戰爭本來就是破壞的活動吧。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:不是的。我們是安保公司吧，88？+我們的戰鬥，難道不是為了保護更多的人，讓戰爭盡快結束、進入和平的時代嗎？
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:嗯……這麼說也沒錯啦。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:可是我們的戰鬥真的有意義嗎？+不管怎麼努力去擊敗敵人，還是會有流民和被捲入戰爭，無辜死去的人。+我們不是為了阻止戰爭而製造的人形，我們在進行戰爭……我們沒法結束戰爭。+而且，我們還在製造新的痛苦。
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:但是放任那些人衝過我們的防線的話，肯定會有更多人為此受苦啊。+我們的戰鬥是有意義的。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:這麼說也對……唉，說出來我就已經好很多了。+謝謝你，下次聚會我會去的！
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:那就好。+……等等，這樣你不就趕不上這次聚會了嗎？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:欸？雖然很遺憾，但是……
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:但是解決方案就放在面前啊。不過就是去擊殺目標敵人罷了，我們兩個人早點去，很快的！+我早就看那些廢棄機甲不爽了，讓它們在戰區裡多遊蕩兩天，不如早點把它們幹掉然後回來玩呢！
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:啊……嗯。+<color=#A9A9A9>我真的能這麼快就再次參加戰鬥嗎？</color>
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:你的任務地點是哪裡，讓我看看……+哦！3號戰區離這裡很近，走吧！
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:欸，現在立刻就動身嗎？！
QBU88(0)<Speaker>QBU88</Speaker>||:兵貴神速！
()<Speaker></Speaker>||<黑屏1><SE1>RunStep</SE1>:不需要配合他人的步伐，兩個人形飛快地跑向了目標地點……
()<Speaker></Speaker>||<黑屏2><BIN>98</BIN><BGM>BGM_Empty</BGM>:一小時後，三號戰區。
QBU88(0)<Speaker>QBU88</Speaker>||<BGM>BGM_Room</BGM>:這些廢棄機甲就是好搞啦，這樣就完成任務了吧？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:是的。
M200(0)<Speaker></Speaker>;QBU88(0)||:M200放下槍，看著周圍倒下的機械殘骸。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:還好，它們不是某個人類的座駕……
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:就算是，它們也是人類進攻用的東西吧。+奇怪……我怎麼找不到那片地方在哪兒了？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:88？你在找什麼？
QBU88(0)<Speaker>QBU88</Speaker>||:秘密。
()<Speaker></Speaker>||:說完，她便繼續在周圍搜尋起來。
QBU88(0)<Speaker>QBU88</Speaker>||<BGM>BGM_Empty</BGM>:嗯……嗯……找到了！+M200，來這邊。
M200(0)<Speaker></Speaker>;QBU88(0)||<BGM>GF_Memorial</BGM>:M200依言走過去，蹲下看QBU88指著的地方。+在殘垣斷壁之後，一片嬌美的玫瑰花靜靜地開放著。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:……咦？這裡怎麼會有花？
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:我記得三號戰區以前是黃區的植物培育所。+雖然被戰火基本犁平了，但是也有這種小花圃逃過一劫。+我第一次來的時候這兒還沒有花呢，研究員剛播下種子就被迫撤離了。+但是你看，現在也長得很好！
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:是因為我們守住了這裡，所以才能留下嗎？
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:是呀。只要我們的防線不後退，就會長出更多花的。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:……
M200(0)<Speaker></Speaker>;QBU88(0)||:M200全神貫注地望著這叢花。+在灰暗的天光下，在髒污的灰泥裡，它們是那麼脆弱，卻也是那麼鮮亮。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:在炮火犁過的地上，長出了新的生命……+我要把它拍下來！
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:拍吧拍吧，這裡很安全，隨便拍都可以。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:還會有其他地方能看見這樣的花圃嗎？
M200(0);QBU88(0)<Speaker>QBU88</Speaker>||:應該會吧……距離衝突點遠些的地方說不定還有這樣的花圃呢，用心找找總有。+要不我們再找找看？
M200(0)<Speaker>M200</Speaker>||:好！
()<Speaker></Speaker>||:M200拍著，QBU88找著，兩人走遍了大半個3號戰區。
QBU88(0)<Speaker>QBU88</Speaker>||<BGM>BGM_Empty</BGM>:啊，這邊有花，M2——欸？
M200(0)<Speaker>M200</Speaker>||:欸，你在叫……QBU88！！
()<Speaker></Speaker>||<BGM>BGM_Danger</BGM>:一架半埋在土裡的廢棄機甲不知何時開始行動了。+或許是因為殘留的機能還在運作，它一把抓住QBU88的身體，將她高高舉了起來！
QBU88(0)<Speaker>QBU88</Speaker>||:救……救命啊！！
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:糟糕……
