()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>8</BIN><BGM>BGM_Hello</BGM>:格里芬基地。
OTs14(0)<Speaker>OTs14</Speaker>||:今天指揮官告假，由我協助格琳娜小姐主持一下例會。
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:好耶——
OTs14(0)<Speaker>OTs14</Speaker>||:那麼，首先來對一下近期的工作進度吧。+最近我們沒有戰鬥任務，只負責基地內的工作即可。那麼，從我開始。
OTs14(0)<Speaker></Speaker>||:閃電開始了不算漫長的報告，每一份工作她都熟記於心，不需要事先寫稿，因而有機會看到每個人的表情。
OTs14(0)<Speaker>OTs14</Speaker>||:關於此前的地方警戒行動，我們需要一批有企業安保經驗的人形做特別行動工作……
()<Speaker></Speaker>||:AR小隊的各位認真地聽著，M200也在認真做筆記。
NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:關於最近後勤部的預算溢出問題，經過和春田小姐的討論，現在大概擬出了以下幾項方案……
()<Speaker></Speaker>||:KSVK、QBU88和Zas M76一邊聽一邊看自己手下的紙，應該是在等待報告工作。
OTs14(0)<Speaker>OTs14</Speaker>||:關於接下來這段時間的排班……
()<Speaker></Speaker>||:而M1911和Saiga……
OTs14(0)<Speaker>OTs14</Speaker>||:M1911，你對我的工作有什麼疑問嗎？
M1911(0)<Speaker>M1911</Speaker>||:我……
OTs14(0)<Speaker>OTs14</Speaker>||:你？
M1911(0)<Speaker>M1911</Speaker>||<震屏>:我受不了啦！！！！！
()<Speaker></Speaker>||:眾人形嚇了一跳，紛紛側目。
M1911(0)<Speaker>M1911</Speaker>||:加班！加班！加班！+最近一直都在加班！我都快變成物流公司的員工了！+睡衣派對也取消！員工旅遊也取消！大胃王比賽也沒了！+一點娛樂都沒有！這樣怎麼過得下去！
NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:呃……最近沒有戰鬥，不是好事情嗎……
M1911(0)<Speaker>M1911</Speaker>||:都這麼和平了！再不辦活動！我現在就心智解體給你們看——！！！
NPC-Kalin(0)<Speaker>格琳娜</Speaker>||:冷靜啊！！！
M1911(0)<Speaker></Speaker>||:M1911忽然被拉了一下，於是看向身邊不知何時坐正了，一臉正氣凜然的Saiga-12。+Saiga露出笑容，捏捏M1911的手掌。
M1911(0)<Speaker>M1911</Speaker>||:……
OTs14(0)<Speaker>OTs14</Speaker>||:我理解你想要表達自己的訴求。+但是，在例會上公然走神和大喊大叫是違背條例的。+下不為例。
M1911(0)<Speaker>M1911</Speaker>||:……太無聊了嘛。
()<Speaker></Speaker>||<黑点1><BGM>BGM_Empty</BGM>:M1911坐回了原位。+小小的騷亂後，例會有條不紊地結束了。
()<Speaker></Speaker>||<黑点2><BGM>m_avg_casual</BGM>:又過了兩分鐘，Saiga出現在例會會場的門前。
Saiga12(0)<Speaker>saiga12</Speaker>||:Saiga-12報到。
Saiga12(0);OTs14(0)<Speaker>OTs14</Speaker>||:請進。你知道我找你來的原因嗎？
Saiga12(0)<Speaker>saiga12</Speaker>;OTs14(0)||:報告，不知道。
Saiga12(0);OTs14(0)<Speaker>OTs14</Speaker>||:真的不知道嗎？我再給你一次機會哦。
Saiga12(0)<Speaker>saiga12</Speaker>;OTs14(0)||:呃……因為我剛才在雲圖裡打遊戲。
Saiga12(0);OTs14(0)<Speaker>OTs14</Speaker>||:你是精英，我當著大家的面給你留了面子，現在是你報答我的時候了。
Saiga12(0)<Speaker>saiga12</Speaker>;OTs14(0)||:你是說……
Saiga12(0);OTs14(0)<Speaker>OTs14</Speaker>||:我也不是不能諒解大家。+最近戰爭告一段落，我們也只是在做戰場清理這樣的小事，大家都感覺空落落的。
Saiga12(0)<Speaker>saiga12</Speaker>;OTs14(0)||:的確是這樣。
Saiga12(0);OTs14(0)<Speaker>OTs14</Speaker>||:我計劃舉辦一場聚會，你先來幫我參謀一下吧。
Saiga12(0)<Speaker>saiga12</Speaker>;OTs14(0)||:啊……我就知道。+聚會啊，那就要有吃喝，有玩的，食物的品類要齊全，誰都能找到愛吃的東西……
Saiga12(0);OTs14(0)<Speaker>OTs14</Speaker>||:而且要避免因為食性不同鬧矛盾。
Saiga12(0)<Speaker>saiga12</Speaker>;OTs14(0)||:<Size=25>食性不同，這是在說什麼動物嗎……</Size>
Saiga12(0);OTs14(0)<Speaker>OTs14</Speaker>||:我聽見了哦。只是方便的形容，不要在意太多。
Saiga12(0)<Speaker>saiga12</Speaker>;OTs14(0)||:那就是要分區吧。還得定一下入場的規矩，垃圾不能亂扔，吃完剩下的東西統一放置……
Saiga12(0);OTs14(0)<Speaker>OTs14</Speaker>||:的確需要一些規矩。+還有聚會的流程最好還是現在就有框架，剩下的等一會兒喊大家一起做。
Saiga12(0)<Speaker>saiga12</Speaker>;OTs14(0)||:讓大家都參與？
OTs14(0)<Speaker>OTs14</Speaker>||:這樣才有參與感啊。
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:兩人擬定了一個初步的計劃，將聚會的基本環節和禮儀規定發送出去。
()<Speaker>閃電</Speaker>||<BIN>72</BIN><黑屏2><BGM>GF_20HW_Scene_BPM82_loop</BGM>:各位，我想舉辦一個聚會，基本的流程如下。+有人想來幫忙嗎？結束後有特別的紀念禮品哦。
()<Speaker>QBU88</Speaker>||:<color=#00CCFF>有禮品？我來了！我可以負責的活兒很多！</color>
()<Speaker>Zas M76</Speaker>||:<color=#00CCFF>我可以負責流程計劃。</color>
()<Speaker>RO635</Speaker>||:<color=#00CCFF>難得的和平紀念呢，我也來吧。</color>
()<Speaker>M4 SOPMOD II</Speaker>||:<color=#00CCFF>我也要來！</color>
()<Speaker></Speaker>||:……+不少在基地裡待命的人形響應了這個計劃。+在閃電的引導下，基本框架很快敲定，人形們各自展開了行動。
()<Speaker>M200</Speaker>||:<color=#00CCFF>聚會的時間已經定下了嗎？</color>+<color=#00CCFF>抱歉，我剛好有任務……希望大家玩得開心。</color>
()<Speaker></Speaker>||:閃電望著M200的消息片刻，點開了QBU88的視窗。
()<Speaker>閃電</Speaker>||:QBU88，你在嗎？+我有一些事情想拜託你。
()<Speaker>QBU88</Speaker>||:<color=#00CCFF>我有空，不過是什麼事要找我？聚會的布景嗎？</color>
()<Speaker>閃電</Speaker>||:不是。M200今天看起來狀態不對，我想拜託你去問問她的狀況。
()<Speaker>QBU88</Speaker>||:<color=#00CCFF>可我和她也不熟……沒問題嗎？</color>
()<Speaker>閃電</Speaker>||:你和她的外表年齡相近，而且在我看來，你是最注重團隊精神的人，在這件事上會比他人更擅長。
()<Speaker>QBU88</Speaker>||:<color=#00CCFF>說的也是啦……</color>+<color=#00CCFF>那我去試試吧，聚會得大家熱熱鬧鬧地一起去才有意思。</color>
()<Speaker></Speaker>||<黑屏1>:<color=#00CCFF>通話結束</color>
OTs14(0)<Speaker>OTs14</Speaker>||<黑屏2><BIN>82</BIN>:那麼，接下來就是詳細的計劃階段了……+等指揮官回來之後要報備一聲。還有格琳娜小姐那邊……要做的事情還有很多啊。
()<Speaker></Speaker>||<黑屏1>:閃電放下紙筆，決定到預定的會場附近去看看。
()<Speaker></Speaker>||<BIN>138</BIN><黑屏2>:這裡已經有很多人在了，M1911和Zas M76商量著計劃，KSVK在主幹道旁劃線，似乎是想要設立額外的什麼東西。+閃電看了一圈，便和M16A1等人商量起細節來。
