()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>89</BIN><黑屏2>:……
SPS(0)<Speaker>謝爾久科夫</Speaker>||<BGM>BGM_Hello</BGM>:……指揮官？+突然叫我到這裡來開會是因為？
()<Speaker>指揮官</Speaker>||:我有一個棘手的任務交給你。
SPS(0)<Speaker>謝爾久科夫</Speaker>||:指揮官，請您詳細說明。
()<Speaker>指揮官</Speaker>||:半個小時後，我將召開一個會議——關於尋找美人魚行動的說明會。+你將和88式一起組成後勤救援組。+任務本身比較輕鬆，以大家的安全為首要目標。
SPS(0)<Speaker>謝爾久科夫</Speaker>||:感謝您的信任，我會全力完成任務！
()<Speaker>指揮官</Speaker>||:88式的情況比較特殊。+她並不具備海上作戰的能力。+因為游泳能力的缺失，加上對未知事物都會感到恐懼……
SPS(0)<Speaker>謝爾久科夫</Speaker>||:我明白了。
()<Speaker>指揮官</Speaker>||:考慮到你的專業能力，所以我就把她交給你了。
SPS(0)<Speaker>謝爾久科夫</Speaker>||:請放心交給我吧！
()<Speaker>指揮官</Speaker>||<黑点1>:你好好考慮下怎麼做吧。+我先去安排其他工作了。
SPS(0)<Speaker>謝爾久科夫</Speaker>||<黑点2><BIN>9</BIN>:指揮官對我委以重任，我不能辜負這份信賴。+這些天需要抓緊時間好好設計下針對88式的急救培訓……
SPS(0)<Speaker>謝爾久科夫</Speaker>||<黑屏1>:對未知的事物感到恐懼嗎？+嗯……就從大海初體驗訓練開始設計吧……
()<Speaker></Speaker>||<BIN>22</BIN><黑屏2><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<BGM>BGM_Moon</BGM>:當晚凌晨四點。+初步設計完急救培訓計劃的謝爾久科夫路過工廠，發現燈還亮著，以為是誰忘記關上了。+謝爾久科夫走進工廠，本來準備關上燈，卻發現了困得渾渾噩噩卻還強撐著的88式。
SPS(0)<Speaker>謝爾久科夫</Speaker>||:（88式？）+（這麼晚了還在這裡研究什麼嗎？）
()<Speaker></Speaker>||:謝爾久科夫悄悄走到88式的身後，看見了88式桌面上密密麻麻的設計圖紙和演算草稿。
SPS(0)<Speaker>謝爾久科夫</Speaker>||:（看來這次任務，她也很努力啊。）+（我也不會拖後腿的哦，88式。）
()<Speaker></Speaker>||<黑点1>:謝爾久科夫放輕腳步退了出去。
()<Speaker></Speaker>||<黑点2>:翌日凌晨兩點。+謝爾久科夫來到工廠門口，燈果然還是亮著的。+謝爾久科夫走進去，發現88式用手撐著腦袋睡著了。
()<Speaker></Speaker>||<黑点1>:謝爾久科夫輕輕放下點心就走了。
()<Speaker></Speaker>||<黑点2>:第三日早上六點。+謝爾久科夫來到工廠。
()<Speaker></Speaker>||<黑屏1>:88式躺在桌子上睡得正香，懷裡緊緊抱著不知道是什麼的配件。+謝爾久科夫輕輕嘆了口氣，看了看時間之後，轉身回去準備行李了。
