()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker>M4A1</Speaker>||<BIN>138</BIN><黑屏2><BGM>BGM_Room</BGM>:……
()<Speaker></Speaker>||:扣上了藤蔓式樣的腿環，M4又站在鏡子前仔細檢查了一遍妝容。
M4A1(5)<Speaker>M4A1</Speaker>||:嗯！+看起來很完美。
M4A1(5)<Speaker>M4A1</Speaker>||:（加油，M4！）+（……你可以的！）
M4A1(5)<Speaker></Speaker>||<黑屏1>:就像準備進入戰場，她給自己鼓舞著士氣，似乎就要大展身手。+隨後，堅定的目光落在了鏡子一旁，擺在桌面上的那張相片，裡面是四名神態各異的少女，其中就有M4靦腆的身影……
()<Speaker>M4A1</Speaker>||<黑屏2><黑屏1><BGM>BGM_Empty</BGM>:……+……要是有張全家福就好了。
()<Speaker></Speaker>||<黑屏2><BIN>139</BIN><BGM>BGM_Moon</BGM>:……
M16A1(1)<Speaker>M16A1</Speaker>||:哦，這可真是好酒啊！
M16A1(1)<Speaker></Speaker>||:M16將杯中之物一飲而盡，然後發出了舒爽的聲音。
M4A1(5)<Speaker>M4A1</Speaker>;M16A1(1)||:舞會還沒開始，可別把酒喝光了。
M4A1(5);M16A1(1)<Speaker>M16A1</Speaker>||:對我來說，拿到酒的那一刻，舞會就已經開始了。+不過我聽說會場上有專門的酒水，那這些是哪裡多出來的？
M4A1(5)<Speaker>M4A1</Speaker>;M16A1(1)||:看來你很喜歡。
M4A1(5);M16A1(1)<Speaker>M16A1</Speaker>||:嗯？
M4A1(5)<Speaker>M4A1</Speaker>;M16A1(1)||:咳咳！對了，舞會中間休息的時候，要不要到舞台這邊來？
M4A1(5);M16A1(1)<Speaker>M16A1</Speaker>||:你打算登台表演嗎？
M4A1(5)<Speaker>M4A1</Speaker>;M16A1(1)||:呃，那倒不會。
M4A1(5);M16A1(1)<Speaker>M16A1</Speaker>||:為什麼，我以為你已經準備細緻到可以拿出各種讓我驚喜的東西呢。
