()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>8</BIN><黑屏2>:……
()<Speaker>指揮官</Speaker>||<BGM>BGM_Dorm</BGM>:……好了，以上就是本次任務的相關情報。+大家按照分組先互相熟悉下吧。+散會！
Lewis(0)<Speaker>路易士</Speaker>||:（任務的目標是尋找美人魚的情報。）+（這種傳說中的生物一定很美麗吧……）
Lewis(0)<Speaker>路易士</Speaker>||:（咳咳，我不是為了看好看的美人魚才順便去執行任務的。）+（我是有任務在身的，一切以任務優先！）
Lewis(0)<Speaker>路易士</Speaker>||:（說起來任務的目的地是在海邊吧？這個天氣一定很曬……）+（看來一定要多帶點防曬用品……）+（對了，那個也一定要帶……）
()<Speaker></Speaker>||:……
Lewis(0)<Speaker>路易士</Speaker>||:（總之，還是先按指揮官說的熟悉下同組的夥伴吧！）
()<Speaker></Speaker>||:路易士在熱鬧討論起來的人形中尋找了一圈R93，沒想到R93居然獨自坐在角落。
Lewis(0)<Speaker>路易士</Speaker>||:你好，我是路易士。+我也是先鋒搜查組成員，這次行動請多指教哦~
R93(0)<Speaker>R93</Speaker>||:啊哈哈哈……+我居然被指揮官選中了……+嘿嘿真是不敢相信……
Lewis(0)<Speaker>路易士</Speaker>||:……你好！+聽得見我說話嗎……
R93(0)<Speaker>R93</Speaker>||:啊！+路易士……嗎？
Lewis(0)<Speaker>路易士</Speaker>||:對，我是路易士……+我們在這次行動中屬於同一組。
R93(0)<Speaker>R93</Speaker>||:不好意思，剛剛在想事情……+還請多多指教！
Lewis(0)<Speaker>路易士</Speaker>||:（粉色的頭髮真是好少女，綠色的眼睛又有點神秘……）+這次行動還是我第一次執行海上任務，請多指教哦~
()<Speaker></Speaker>||:R93和路易士寒暄完就開開心心地離開了。
Lewis(0)<Speaker>路易士</Speaker>||:……+很活潑的樣子……+看來是開朗健談的類型啊。
Lewis(0)<Speaker>路易士</Speaker>||<黑屏1>:這次的任務讓我越來越期待了嘛……
()<Speaker></Speaker>||<黑屏2><BIN>162</BIN><BGM>BGM_Empty</BGM>:……
()<Speaker>指揮官</Speaker>||:……接下來大家先去換好本次的作戰裝備吧。+換好之後直接前往指定地點執行任務。+我稍後來確認任務進展。
()<Speaker></Speaker>||:十五分鐘後。
Lewis(2)<Speaker>路易士</Speaker>||<BGM>BGM_Hello</BGM>:怎麼不見R93出來？+R93，你在嗎？
()<Speaker>Z-62</Speaker>||:R93好像已經先去執行任務了……
Lewis(2)<Speaker>路易士</Speaker>||:這樣啊，謝謝啦！
Lewis(2)<Speaker>路易士</Speaker>||<黑点1>:（居然錯過了R93的泳裝，有點遺憾啊！）+（希望今天有機會能看見……）
()<Speaker></Speaker>||<黑点2>:……
Lewis(2)<Speaker>路易士</Speaker>||:就在這裡好了，地形比較平坦，視野也很開闊。+而且還很適合放置遮陽傘！+我就在這裡開始偵查工作吧。
()<Speaker></Speaker>||:路易士從巨大的包裡認真翻找了一會，然後挨個掏出了防曬乳、防曬液、防曬油、防曬霜、防曬噴霧……+接下來路易士認真撐好了遮陽傘，不慌不忙地從包裡摸出最後一樣也是最重要的作戰道具——+魚竿！！！
()<Speaker>指揮官</Speaker>||:……路易士，你作戰準備做得很充分啊。
Lewis(2)<Speaker>路易士</Speaker>||:謝謝指揮官誇獎！
()<Speaker>指揮官</Speaker>||:這個魚竿是用來做什麼的？
Lewis(2)<Speaker>路易士</Speaker>||:報告指揮官，是用來釣魚的！
()<Speaker>指揮官</Speaker>||:……釣魚？
Lewis(2)<Speaker>路易士</Speaker>||:對啊，我們不是來尋找美人魚的線索嗎？+美人魚作為一種海洋生物，必定會經常在目擊證人匯報的這片海域中活動。+在黑暗的海底世界，還有什麼能比一些亮閃閃的東西更吸引呢——+比如說我的魚鉤！上面還有羽毛、貝殼、玻璃的裝飾！+當然，只靠這些是不可能的，我還放出了我的必殺器——+在格里芬人氣TOP1的男性人類偶像G的防水照片！+是個人…啊不人魚都會上鉤的。
()<Speaker>指揮官</Speaker>||:……+嗯，你分析得很到位。+先鋒搜查組目前工作進展沒有問題吧？
Lewis(2)<Speaker>路易士</Speaker>||:報告指揮官，先鋒搜查組目前進展順利！+R93已經先一步進入目標區域偵查了！+不過，我這裡有一點小問題……
()<Speaker>指揮官</Speaker>||:什麼問題？
()<Speaker></Speaker>||:路易士突然趴在地上，露出自己的背部。
Lewis(2)<Speaker>路易士</Speaker>||:我剛剛給自己擦防曬，可是怎麼都擦不好背……+指揮官能幫我擦一下嗎？
()<Speaker>指揮官</Speaker>||:……+待會R93上來了，你讓她幫你擦吧。
()<Speaker></Speaker>||:指揮官准備走開，前往下一個小組視察情況。+路易士突然死死抓住了指揮官的腳踝……
Lewis(2)<Speaker>路易士</Speaker>||:指揮官，根據我的心智雲圖計算，我要是被曬黑了，心智崩潰概率高達99%。
()<Speaker>指揮官</Speaker>||:……路易士，你放開我。
