()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>82</BIN><黑屏2>:……
()<Speaker></Speaker>||<SE1>AVG_doorknock_wood</SE1>:清晨，格里芬宿舍。
()<Speaker></Speaker>||<BGM>BGM_Hello</BGM>:被敲門聲吵醒的M870憤怒地大吼。
M870P(0)<Speaker>M870</Speaker>||:誰啊？！大早上的製造什麼噪音？+獎金掙得太多想被我罰款了嗎？！
()<Speaker></Speaker>||:M870惡狠狠地踹開被子起床，打開了門——+KSVK閃亮地出現在了面前。
KSVK(4)<Speaker>KSVK</Speaker>||:早上好，被命運選中的幸運兒啊。
M870P(0)<Speaker>M870</Speaker>||:KSVK，你最好給我一個合理的理由解釋你愚蠢的行為。+不然我就用巨額的罰單塞爆你的帽子！
KSVK(4)<Speaker>KSVK</Speaker>||:別生氣，M870，我們即將迎來一場罕見的風暴。+而在風暴來臨之前，沒有人能知道，自己會從風暴中收獲或者失去什麼。
M870P(0)<Speaker>M870</Speaker>||:在你還能發出聲音之前，麻煩你利索地說完。+要是不好笑的話，我就把你捆在汽車前面當喇叭。
KSVK(4)<Speaker>KSVK</Speaker>||:今天，所有的格里芬人形都將聚在一起，共度靈魂狂歡之夜！
M870P(0)<Speaker>M870</Speaker>||:我的耐心已經在亮黃燈了。
KSVK(4)<Speaker>KSVK</Speaker>||:在試膽大會上，恐懼追逐在每個人形的身後，而擺脫的唯一方法就是去嚇唬別人。+或許在天亮之前，沒有靈魂能夠找到回去的路……
M870P(0)<Speaker>M870</Speaker>||:過濾掉你的廢話，那麼剩下的訊息就是，今夜要舉辦試膽大會？+總算是聽見了一點有意思的東西了♪
KSVK(4)<Speaker>KSVK</Speaker>||<黑屏1>:聽說勝者能獲得一年份的氣泡水。+來吧，跟隨命運的指引，一起來加入吧！
()<Speaker></Speaker>||<Night><BIN>97</BIN><黑屏2><BGM>BGM_Empty</BGM>:……試膽大會正式開始後。+M870邊走邊摸了摸新安裝的監測裝置。
M870P(0)<Speaker>M870</Speaker>||:廢話多得和KSVK一樣，總之就是分成扮演組和試膽組，扮演組嚇到的人越多分就越高囉。+不過，居然是通過監測發出音量的分貝來判斷有沒有被嚇到嗎？+總感覺蠢蠢的……算了，這不就是格里芬的風格嗎？
()<Speaker></Speaker>||<BGM>BGM_stage5</BGM>:M870的目標鎖定在了附近瑟瑟發抖的人形身上。
M870P(0)<Speaker>M870</Speaker>||<黑点1>:哼哼，蠢蛋們，都跑遠點吧！+很快我就會追上你們，捕捉你們被嚇得魂飛魄散的蠢態了哈哈哈！
()<Speaker></Speaker>||<Night><BIN>1</BIN><黑点2><BGM>BGM_Empty</BGM>:……三十分鐘後。+M870叼著草百無聊賴地躺在樹枝上。
M870P(0)<Speaker>M870</Speaker>||:哼，真沒意思。+隨隨便便嚇唬一下，這些人形就把汽泡水全部交出來了。+嗝——
()<Speaker></Speaker>||:M870睥睨著空無一人的周圍。
M870P(0)<Speaker>M870</Speaker>||:這些蠢蛋，唯一的長處也就只剩跑得快了吧。+一聽見尖叫聲，就像在666號公路看見我的客車一樣飛快地消失了。
()<Speaker></Speaker>||<BGM>BGM_Sneak</BGM>:此時，WA2000恰好鬼鬼祟祟地從灌木叢中爬出，經過了樹下。
WA2000(4)<Speaker>WA2000</Speaker>||:她們都去哪了？怎麼蹲了半天也沒嚇到人……
()<Speaker></Speaker>||:WA2000叉腰站在樹下喘息。
WA2000(4)<Speaker>WA2000</Speaker>||:之前鬼屋活動的時候被指揮官聽見了我丟人的尖叫聲……+這次，我一定要用完美無缺的表現讓指揮官忘記上次的事……+不就是裝鬼嚇人嗎？很簡單的。
()<Speaker></Speaker>||:M870吐掉嘴裡的草，笑容越來越放肆。
M870P(0)<Speaker>M870</Speaker>||:是啊，裝鬼可是今天最簡單輕鬆的事了。+因為，大家都裝成鬼，我也不需要偽裝什麼了呢……
WA2000(4)<Speaker>WA2000</Speaker><Shake>||:什麼？等等，是誰在說話……
()<Speaker></Speaker>||:看著WA2000慌張地左顧右盼，M870努力憋住了笑意。
M870P(0)<Speaker>M870</Speaker>||:誒，你看不見我嗎？我一直在你的後面啊……
WA2000(4)<Speaker>WA2000</Speaker><Shake>||:你別瞎說……
()<Speaker></Speaker>||:WA2000僵硬地轉過身去……+M870抓住時機，縱身躍下……
M870P(0)<Speaker>M870</Speaker>||:我在這裡啊——！
WA2000(4)<Speaker>WA2000</Speaker>||<震屏>:<size=50>嗚啊啊啊啊啊啊啊啊鬼啊啊啊！</size>
()<Speaker>廣播</Speaker>||<BGM>BGM_Empty</BGM>:<color=#FFFF00>扮演組WA2000，出局！戰績：0！</color>
()<Speaker></Speaker>||:M870滿意地看著WA2000絕塵狂奔的背影。
M870P(0)<Speaker>M870</Speaker>||:噗嗤，真可惜沒有看見WA2000的表情啊。
()<Speaker></Speaker>||:正沉浸在自我滿足的M870突然被又一陣凄慘的尖叫聲拉回了現實。
M870P(0)<Speaker>M870</Speaker>||<黑点1>:看來有什麼小老鼠趁著正主不在，偷偷登上了我的舞台。
()<Speaker>G36C</Speaker>||<BIN>9</BIN><黑点2><BGM>BGM_NightOPS</BGM>:哇啊啊啊啊啊啊姐姐救我啊啊啊啊！
()<Speaker></Speaker>||:G36C丟下自己巨大的南瓜殼跑遠之後，PSG-1擦掉自己和傀儡身上的血漿從地上爬起來。
()<Speaker>PSG-1</Speaker>||<黑点1>:又增加了一個，看來我贏定了。
M870P(0)<Speaker>M870</Speaker>||<Night><BIN>1</BIN><黑点2>:用血漿來配合演戲嗎？哼哼……+蠢蛋果然是蠢蛋，即使超負荷使用心智，也只能想出這樣幼稚的方法嘛。
()<Speaker></Speaker>||:M870看著遠處的十字架裝飾，突然心生一計。+M870躲在PSG-1看不見的角落，然後捏著喉嚨發出陰森的聲音。
()<Speaker>M870</Speaker>||:<color=#DC143C>你……</color>+<color=#DC143C>難道你也是……我們的一員嗎？</color>
PSG1(2)<Speaker>PSG-1</Speaker>||:是誰？出來！
()<Speaker>M870</Speaker>||:<color=#DC143C>我也很想出來，可是我現在傷痕累累……</color>+<color=#DC143C>一嗅見你身上的血氣，我的身體就隱隱有發狂的徵兆，唯恐驚嚇到你。</color>
()<Speaker></Speaker>||:M870故意深深呼吸了一口。
()<Speaker>M870</Speaker>||:<color=#DC143C>嗯——你進餐後留下殘渣真的很香。</color>
PSG1(2)<Speaker>PSG-1</Speaker><Shake>||:……
()<Speaker>M870</Speaker>||:<color=#DC143C>我的同胞喲，你怎麼不說話了？</color>
PSG1(2)<Speaker>PSG-1</Speaker>||:我突然想起我還有些事……
()<Speaker>M870</Speaker>||:<color=#DC143C>在這樣悠閒的夜晚，是什麼樣的事讓你如此著急？</color>+<color=#DC143C>今夜可是萬聖節，獵物們都放鬆了警惕，正是飽餐一頓的時候啊……</color>
()<Speaker></Speaker>||:PSG-1打了個寒顫。
PSG1(2)<Speaker>PSG-1</Speaker><Shake>||:對、對啊，我突然想起我的獵物還沒放回倉庫……
()<Speaker>M870</Speaker>||:<color=#DC143C>別走啊！我的同胞，至少，在走之前幫我一個小忙吧。</color>
PSG1(2)<Speaker>PSG-1</Speaker>||:什麼小忙……？
()<Speaker>M870</Speaker>||:<color=#DC143C>你看見那邊的十字架了嗎？我看著就心裡煩悶，但我自己拆不動。</color>+<color=#DC143C>如果你能幫我拆掉它，我就把最精美的盛血酒杯送給你。</color>
PSG1(2)<Speaker>PSG-1</Speaker>||:……+酒杯你自己留著吧，我幫你。
()<Speaker></Speaker>||:PSG-1戰戰兢兢地走近十字架，十字架上懸掛的手銬血跡斑斑。
PSG1(2)<Speaker>PSG-1</Speaker>||:這上面的血跡……是你……我們的同胞的嗎？
()<Speaker>M870</Speaker>||:<color=#DC143C>對啊，這個手銬可是專門用來懲罰族類叛徒的。</color>+<color=#DC143C>所謂叛徒就是那些不好好捕獵，只知道渾水摸魚、敗壞名聲的吸血鬼。</color>+<color=#DC143C>當然，還有那些——</color>+<color=#8B0000>假冒吸血鬼之名的邪惡之徒。</color>
PSG1(2)<Speaker>PSG-1</Speaker>||<Shake>:那……原來被拷在這上面的叛徒去哪了？
()<Speaker></Speaker>||:趁著PSG-1被嚇得不敢動彈的時刻，M870輕輕走出陰影，貼近PSG-1耳邊。
M870P(0)<Speaker>M870</Speaker>||:當然是被清晨的第一縷陽光照到，就灰飛煙滅了呀♪+說起來，你身上好香啊，一點都沒有同胞的<color=#DC143C>血</color>腥氣呢……
()<Speaker></Speaker>||:PSG-1渾身一凜，下意識握緊了十字架。
M870P(0)<Speaker>M870</Speaker>||<BGM>BGM_Empty</BGM>:啊呀，你該不會也是·<color=#DC143C>叛·徒</color>·吧？
PSG1(2)<Speaker>PSG-1</Speaker>||<震屏>:啊啊啊啊啊啊啊啊！
()<Speaker></Speaker>||:PSG-1正欲拔出十字架防身，不料卻被M870搶先一步按住。+待PSG-1回過神來的時候，自己已經被拷在十字架上了。
()<Speaker>廣播</Speaker>||:<color=#FFFF00>扮演組PSG-1，出局！戰績：8。</color>
M870P(0)<Speaker>M870</Speaker>||<BGM>m_avg_casual</BGM>:哈哈哈哈，你還是很厲害嘛，可惜比我還差了一大截。
PSG1(3)<Speaker>PSG-1</Speaker><Position>0,200</Position>||:你、你……怎麼會是你！
M870P(0)<Speaker>M870</Speaker>||:難道你的小腦瓜還真期待著一個吸血鬼站在你面前？+真是傻得讓我笑到系上安全帶哈哈哈哈……
PSG1(3)<Speaker>PSG1</Speaker><Position>0,200</Position>||:……+我居然信了MDR的吸血鬼情報……+好了，既然你已經贏了，那可以放我下來了吧？
M870P(0)<Speaker>M870</Speaker>||<黑屏1>:那怎麼行呢？辛苦追到的獵物，當然要炫耀給大家啊！+你就乖乖呆在我的舞台上做我的戰利品吧♪
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2><黑屏1><BGM>BGM_Empty</BGM>:M870愉悅地走開，開始物色下一個目標。+沒有人注意到，G36C留下的南瓜殼不見了……
()<Speaker></Speaker>||<Night><BIN>4</BIN><黑屏2><BGM>BGM_Battle</BGM>:經過一番搜尋，正在四處尋找指揮官的MK23進入了她的視線。
M870P(0)<Speaker>M870</Speaker>||:雖然是個很輕鬆無趣的目標，不過眼下也找不到更有挑戰性的了，湊合一下吧。
()<Speaker></Speaker>||:M870鑽進了灌木叢中，正準備接近MK23，一隻手拉住了她。
KSVK(4)<Speaker>KSVK</Speaker>||:今夜的命運之子啊，看來你的狩獵進行得非常順利。
M870P(0)<Speaker>M870</Speaker>;KSVK(4)||:喂，你怎麼突然出現？想襲警嗎？！
M870P(0);KSVK(4)<Speaker>KSVK</Speaker>||:我只是看你放慢了步伐的步伐，眼看著就要被恐懼追上……
M870P(0)<Speaker>M870</Speaker>;KSVK(4)||:我會被超車？這可能是我今年聽過最好笑的笑話了。
M870P(0);KSVK(4)<Speaker>KSVK</Speaker>||:所以我想送給你一件禮物，它既是堡壘，也是囚籠。+究竟是成為守護你免遭恐懼的堡壘，還是將你和恐懼圍困在一起的囚籠，就看你了。
M870P(0)<Speaker>M870</Speaker>;KSVK(4)||:你是不是汽油喝多了，滿嘴跑皮卡呢？
M870P(0)<Speaker>M870</Speaker>||:別影響我執法了，再礙我的事，我連你也一起嚇！
()<Speaker></Speaker>||:KSVK突然從草叢中掏出一個巨大的南瓜殼套在了M870身上。
KSVK(4)<Speaker>KSVK</Speaker>||<BGM>BGM_Empty</BGM>:那麼，就祝你早日逃離這場恐懼的暴風雨。
M870P(2)<Speaker>M870</Speaker>||:啊——！這是什麼東西啊！+喂——你給我回來！
()<Speaker></Speaker>||:眼睜睜看著KSVK消失後，M870只能無奈地自己嘗試脫困。+然而南瓜殼的尺寸剛好卡在M870的脖子上，導致她被禁錮在其中動彈不得。
()<Speaker></Speaker>||<SE1>AVG_wind_grass</SE1>:恰有一陣晚風拂過，吹起了M870的髮絲。
M870P(2)<Speaker>M870</Speaker>||<BGM>BGM_Brain</BGM><Shake>:誰？！誰在我後面！？！
()<Speaker></Speaker>||:M870費力地向後轉動著身體。背後卻空無一人。
M870P(2)<Speaker>M870</Speaker>||:嗚——你、你們是不是想襲警？！+我警告你們，襲警可是要被開罰單的！
()<Speaker></Speaker>||:只有嗚咽的風聲回應她無力的威脅。
M870P(2)<Speaker>M870</Speaker>||:還、還要學狗叫的啊！
()<Speaker></Speaker>||:明亮的月光清晰地在地上映照出樹冠的影子，就像張牙舞爪的手一樣。
()<Speaker></Speaker>||<SE1>AVG_wind_grass</SE1>:M870吞了一口口水，身後的草叢突然傳來一陣窸窸窣窣的聲響，地上的影子也猛烈地搖晃起來——+就像是有什麼滿腹怨恨的怪物即將破開時空迎面撲來——
M870P(2)<Speaker>M870</Speaker><Shake>||:<size=50>哇啊啊啊啊啊啊啊啊——</size>+<size=50>救命啊啊啊啊啊啊！！！</size>
()<Speaker></Speaker>||:M870一邊慘叫一邊驚恐地跑了起來。+巨大的南瓜殼遮擋住了腳下的視野，M870很快就被絆倒在地。+M870無法站起來，只能在地上瘋狂地來回滾動著嚎叫著。
M870P(2)<Speaker>M870</Speaker>||<BGM>BGM_Empty</BGM><黑屏1>:啊啊啊啊啊啊啊啊啊！！！+來人啊啊啊啊啊啊救命啊啊啊啊啊啊！！！
()<Speaker></Speaker>||<黑屏2>:不知道過了多少個世紀，M870的視線中終於出現了幾雙腳。
MG3(4)<Speaker>MG3</Speaker>||<BGM>BGM_Hello</BGM>:噢喲，M870你的萬聖節裝扮好特別啊。
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||:叫得那麼慘就是因為穿得太過圓潤導致站不起來了？
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:剛剛是你在求救嗎……？
M870P(2)<Speaker>M870</Speaker>||:不要說風涼話了！快把我救出來啊！
