()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
NPC-Shadowless(9)<Speaker>シャドレス</Speaker>||<BGM>BGM_Room</BGM><黑屏2><BIN>97</BIN>:待って！
NPC-Shadowless(9)<Speaker></Speaker>||<SE1>RunStep</SE1>:見覚えのある人影が一瞬視界を過り、//nシャドレスは慌てて面会室から跳び出した。//nしかし、その影はもうどこにも見当たらなかった。
NPC-Shadowless(6)<Speaker></Speaker>||:……
()<Speaker></Speaker>||:シャドレスは空っぽの廊下に立ち、悔しそうに周囲を見回した。
()<Speaker>アシスタント</Speaker>||:シャ、シャドさん！+どうしたんですか、急に？+グレイ先生の印象を悪くしたらまずいですよ！
()<Speaker></Speaker>||:後ろからアシスタントの子が慌ててついてきて、//n息切れしながらシャドレスに文句を言った。+シャドレスは視線を戻し、アシスタントに向けて頭を横に振った。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:ごめん、さっき知り合いを見かけたような気がして――+先生はなにか言ってた？
NPC-Shadowless(8)<Speaker>アシスタント</Speaker>||:特に何も言ってませんけど……
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:そう、ズル賢い女ね。
NPC-Shadowless(8)<Speaker>アシスタント</Speaker>||<震屏>:シャドさん！
()<Speaker></Speaker>||:突然の言葉に、アシスタントは大きく目を見開いた。
()<Speaker>アシスタント</Speaker>||:なんでグレイ先生にそんなことを言うのですか？
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:エリー、一人前の記者になりたかったら、//n有名人の隠れた本当の姿に気づけるようになるべきよ。
NPC-Shadowless(8)<Speaker>アシスタント</Speaker>||:でも、グレイ先生はとてもいい人そうで……+それに、今格安の特効薬が必要とされているのも確かですし。+先生たちはそれをやってくれているんですから、//nみんなにとってもいいことじゃないですか？
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:彼女たちのいる場所に、個人の道徳観なんてなんの役にも立たないわ。+グレイ先生の陣営を批判するつもりはないけど、少なくとも先生本人はとても賢い人間よ。私たち記者の一番聞きたいことをよく知っている。+そして視聴者の好感を得るために何を言うべきか、熟知している。+彼女に今の地位と名声があるのは、決してその顔立ちだけではない。
NPC-Shadowless(8)<Speaker></Speaker>||:シャドレスは両手をコートのポケットに入れ、//nまるですべてを見透かしたように、鋭い視線で面会室の方を見た。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:「イズン」は確かに有効かもしれない……けど、その利益がきちんと分けられるまで、それを本当に必要としている者にとっては、手の届かないものになるでしょう。+エリー、これだけは覚えておきなさい。//n私たちメディアの仕事は、真実を掘り出し、それを復元すること。+だから私たちは目にしたもの、耳にしたものすべてを疑わなくてはいけない。+民衆に見せたいものだけを見せるのではなく、できる限り真実を見せるのよ。
NPC-Shadowless(8)<Speaker>アシスタント</Speaker>||:……暗いですね。+その、問題の捉え方というかなんというか。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:これが現実だからよ。+企業も政府も同じ穴の貉。+結局、私たちが信じられるのは、綺麗な見た目ではなく、自分自身になる。
NPC-Shadowless(8)<Speaker></Speaker>||:他のスタッフたちが機材を片付け、部屋から出てきたところを見ると、//nシャドレスは軽く手を振った。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:戻りましょう。
()<Speaker>アシスタント</Speaker>||:はい……
()<Speaker></Speaker>||:一行は何か喋りながら正門から出ていく。//nシャドレスはその一番後ろを歩いていた。//nそして、ふと立ち止まり、廊下の向こうを見つめた。
()<Speaker>アシスタント</Speaker>||:シャドさん？
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:……今いく。
()<Speaker></Speaker>||:取材チームが去った後、シャドレスが見つめた方向から、ライトが出てきた。
NPC-Light(3)<Speaker>ライト</Speaker>||:……相変わらず勘が鋭いな。
NPC-Light(3)<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1>:（ピッ）
NPC-Light(3);NPC-Ange(2)<Speaker>アンジェリア</Speaker><通讯框>||:<color=#00CCFF>ライト、今どこ？</color>+<color=#00CCFF>こっちは終わった。</color>
NPC-Light(3)<Speaker>ライト</Speaker>;NPC-Ange(2)||:はい、分かりました、今いきます。
NPC-Light(3)<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1><黑屏1>:通信機を閉じると、ライトは指で自分の頬っぺたを掻いた。+……気づかれていないよね？+少しの不安を胸に、彼はまた監視カメラの死角に消えた。
