()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>592</BIN><BGM>BGM_Saga_AVG_Day</BGM><SE1>AVG_AMB_Street</SE1>:森中央の空き地で、日に干されるコーヒー豆のように、褐色の露店が//nゾロゾロと並んでいた。+まさかこんな場所で蚤の市が開かれているとは、君は知らなかった。
()<Speaker>指揮官</Speaker>||:賑やかだね……
NPC-Lily(0)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||<SE1>Stop_AVG_loop</SE1>:うん！　ここは全然変わらないね。
NPC-Lily(9)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:あそこのスルメイカはとってもおいしいよ、//nたえちゃんとロメロに買ってあげようか？
NPC-Lily(2)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:わぁ、この手作りのぬいぐるみかわいい！
()||<SE1>ClothingUp</SE1>:人混みの中、リリィはあっちの店、こっちの店へと走り回る。
()<Speaker>指揮官</Speaker>||:リリィ、待ってくれ……
NPC-Lily(9)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:あれ？　あれは……フランシュシュ？
()||:リリィの指さす方向に、たこ焼きの屋台があった。//n屋台の看板には、応援バナーらしきものが貼られている。
()<Speaker>指揮官</Speaker>||:<color=#A9A9A9>フラン……よく見えない……</color>
()||<SE1>ClothingUp</SE1>:つま先立ちしてやっと、フランシュシュの応援バナーだと確認できた。//nこんなところにもフランシュシュのファンがいるなんて！君は感動を覚えた。
()<Speaker>指揮官</Speaker>||<BGM>BGM_Empty</BGM>:リリィ、フランシュシュの――
()||<震屏3>:いつの間にか、リリィがいなくなった。
()<Speaker>指揮官</Speaker>||<BGM>10394</BGM>:リリィ、どこだ？！　聞こえるか？
()||:返事はなく、君が変に慌てたせいで、おかしな目で見られただけだった。
()<Speaker>指揮官</Speaker>||:リリィなら、黙って一人でどこかへ行くことはないはずだけど……
()||<SE1>ClothingUp</SE1>:仕方なく、君は周りの露店に、リリィを見なかったかと尋ねまわった。
NPC-Ninja(6)<Speaker>花屋</Speaker><Position>0,-420</Position><Scale>1.6</Scale>||:ああ、その子なら……+厳つい男の人と一緒にいるところを見たわ。//n左目に痣があって怖そうな感じだったから、よく覚えてるわ。
NPC-Ninja(6)<Speaker>指揮官</Speaker><Position>0,-420</Position><Scale>1.6</Scale><同时置暗>||:なっ？！　……ふ、二人はどんな感じでした？
NPC-Ninja(6)<Speaker>花屋</Speaker><Position>0,-420</Position><Scale>1.6</Scale>||:さぁ、よく分からないわね。食べ物を買ってあっちの方に行ったわ。
NPC-Ninja(6)<Speaker>指揮官</Speaker><Position>0,-420</Position><Scale>1.6</Scale><同时置暗>||:分かりました、ありがとうございます！+<color=#A9A9A9>無事でいてくれ、リリィ……</color>
()||<黑点1><BGM>BGM_Empty</BGM>:
()||<黑点2><BIN>593</BIN><SE1>RunStep</SE1>:……
()||<BGM>BGM_Saga_AVG_Dusk</BGM>:並木道でリリィを見つけ、君はほっとする。
()<Speaker>指揮官</Speaker>||:リリィ！　ふぅ……びっくりさせないでくれよ。
()<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:……
()||:しかしリリィは何も言わなかった。
()<Speaker>指揮官</Speaker>||:怒ってるのか？　すまない、はぐれてしまって……
()||:君がしゃがんで、変顔でもしてリリィを喜ばせようとしたその時、//nリリィの目が涙でいっぱいなことに気づく。
()<Speaker>指揮官</Speaker>||:ど、どうしたんだ？誰かにいじめられたのか？
NPC-Lily(4)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:……
()||<SE1>AVG_21Winter_Ink_Drop</SE1>:ポタッと涙が手の甲に落ち、君が慌て出す。
()<Speaker>指揮官</Speaker>||<SE1>Stop_AVG_loop</SE1>:左目に痣がついてるやつか？　懲らしめてやる！
NPC-Lily(4)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:しーっ、静かにして……
()||:リリィの表情からして、その男はおそらく近くにいる。<c>A 大声で叫ぶ<c>B 静かに探す
()<Speaker>指揮官</Speaker>||<分支>1</分支>:おい、傷の男――
()||<SE1>ClothingUp</SE1><分支>1</分支>:君は大声で叫び、周りの注目を集めてしまった。//nリリィは君の服を掴んで、君を止めた。
NPC-Lily(4)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||<分支>1</分支>:指揮官、いいよ……
NPC-Lily(4)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||<分支>1</分支>:心配するな。こんなに人がいるんだ、どうこうされることはない。+それにたとえ何があったとしても、//n私がいる限り、リリィには指一本触れさせない。
()||<分支>2</分支>:君は周りを見渡し、人混みの中に一人の巨大な後ろ姿を見つけた。+というよりも……その男の体格では見つからない方がおかしい。
()<Speaker>指揮官</Speaker>||<分支>2</分支>:リリィ、君は安全なところで待っててくれ。
()||<分支>2</分支><SE1>AVG_footsteps_cave</SE1>:君の意図に気づいたか、リリィは君の服を掴んで、君を止めた。
NPC-Lily(4)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||<SE1>Stop_AVG_loop</SE1>:誤解だよ……+あの人はただ……お散歩に来ただけだよ。
()||:リリィは傷の男の方に指さして、そしてシッと口の前に指を立てた。+そして傷の男は、ふらっと一人でベンチに座り、なんだかとても寂しそうな表情を見せた。
()<Speaker>指揮官</Speaker>||:知り合いなのか？
NPC-Lily(1)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:うん、昔よく一緒にフリマに行ったり、ぬいぐるみを買ったり、//nパンを食べたりした……
NPC-Lily(1)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||:え？！
NPC-Lily(1)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:あの人は……リリィのパピィなの。
NPC-Lily(1)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||:<color=#A9A9A9>似てねぇ……</color>
NPC-Lily(1)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:リリィはマミィ似なんだ。でもリリィを育ててくれたのはパピィで……+顔は怖いけど、本当はとってもやさしい人なんだ！
()||<SE1>ClothingUp</SE1>:君は気まずく頷いた。
()<Speaker>指揮官</Speaker>||:すまない、泣いてるところを見てつい……+先に原因を訊くべきだったね。
NPC-Lily(9)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:え？リリィ泣いてないよ……
NPC-Lily(2)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:だってパピィに会えたんだもん、パピィと一緒にフリマを回れて、//nリリィはとっても嬉しかったよ。
()||:リリィは笑いながら、そっと君から視線を逸らした。
()<Speaker>指揮官</Speaker>||:じゃあ……パピィは君がリリィだって分かっているの？
NPC-Lily(1)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:えっと……さっきはリリィがこっそりパピィの後をついて歩いてただけで、//nパピィはずっと一人で考え事してた。+でもそれでいいの、もしもパピィと二人きりになったら、//nバレちゃうかもだから。
NPC-Lily(1)<Speaker>指揮官</Speaker><Position>70,-170</Position><Scale>1.21</Scale><同时置暗>||:……+じゃあ、なにも話してないの？
NPC-Lily(0)<Speaker>星川リリィ</Speaker><Position>70,-170</Position><Scale>1.21</Scale>||:うん。でも大丈夫、パピィに伝えたいことは、全部ステージで言ったから……
