()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>322</BIN><BGM>BGM_Brain</BGM>:ベルリン郊外、廃棄工場前。
NPC-Machlian(7)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||:……
NPC-Machlian(7)<Speaker></Speaker><Position>0,-50</Position>||:記憶にあるゲートが再び目の前に現れた。//n車の中にいた時と比べて、マハリアンの顔色がさらに白くなった。+心臓が跳ねる度、彼女の胸に強烈に突き当たる。//nただここに立っているだけでも、息が止まってしまいそうだ。
NPC-Machlian(7)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:……
NPC-Machlian(7)<Speaker></Speaker><Position>0,-50</Position>||:指揮官は無言で、彼女の背に手を置いた。
NPC-Machlian(6)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||:……ロビン。
NPC-Machlian(6)<Speaker></Speaker><Position>0,-50</Position>||:そのちょっとしたしぐさで、//nずっと不安だったマハリアンも大分落ち着けるようになった。+呼吸もだいぶ滑らかになった気がする。
NPC-Machlian(6)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:心拍数が上がっているよ、マハリアン。+……大丈夫か？
NPC-Machlian(6)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||:心.......拍数？
NPC-Machlian(6)<Speaker></Speaker><Position>0,-50</Position>||:マハリアンは不思議そうに自分の胸を確認した。
NPC-Machlian(6)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||:……ロビン、死体でも心臓が動くんですか？
NPC-Machlian(6)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:え？
AR15Mod(5)<Speaker>ST AR-15</Speaker>;NPC-Machlian(6)<Position>0,-50</Position>||:いよいよ頭おかしくなったの？
AR15Mod(5);NPC-Machlian(5)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||:……私は人間。+私の心臓は動いている。私はバケモノじゃない。+私は人間。
AR15Mod(5);NPC-Machlian(5)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:……
NPC-Machlian(5)<Speaker></Speaker><Position>0,-50</Position>||:そう呟くと、どこからか勇気が湧いてきた。+マハリアンは閉ざされた工場のゲートに顔を向け、指揮官に言う。
NPC-Machlian(5)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||:行きましょう、ロビン。
NPC-Machlian(5)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:ああ。
NytoIsomer(7)<Speaker>ダンデライオン</Speaker>||:じゃあ、開けるわね。
()<Speaker></Speaker>||:ダンデライオンがそう言うと、ゲートは轟音を上げながらゆっくりと開いた。
RO635Mod(0)<Speaker>RO635</Speaker>||:行きましょう。+指揮官とマハリアンは、隊の真ん中にいてください。+SOP IIは私と一緒に先頭を。AR-15、しんがりをお願い。
AR15Mod(0)<Speaker></Speaker>||:AR-15は頷くと、隊の一番後ろに立った。+そしてグリフォン小隊の横を通る時、AR-15はペロサと目線を交わした。+無言の中、指揮官とAR小隊は地下のゲートへと潜って行った。
VP1915(0)<Speaker>VP1915</Speaker>||:……ふぅ。
VP1915(0);Kolibri(0)<Speaker>コリブリ</Speaker>||:どうしましたの？
VP1915(0)<Speaker>VP1915</Speaker>;Kolibri(0)||:何が？
VP1915(0);Kolibri(0)<Speaker>コリブリ</Speaker>||:誤魔化さないでください、ちゃんと見えましたわよ。+さっきあの怖いピンク頭と目を合わせましたよね。+いつの間に仲良くなりましたの？
VP1915(0)<Speaker>VP1915</Speaker>;Kolibri(0)||:……バカなこと言わないで。+ドローンを出して警戒体勢を。
VP1915(0);Kolibri(0)<Speaker>コリブリ</Speaker>||:ちぇ、ですわ。
VP1915(0)<Speaker></Speaker>||:コリブリはつまらなさそうに立ち去った。
VP1915(0)<Speaker>VP1915</Speaker>||:……
VP1915(0)<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:ペロサ一人だけが、AR小隊の通った所を見つめていた。
()<Speaker></Speaker>||<BIN>202</BIN><回忆><黑屏2><BGM>BGM_Room</BGM>:……+司令室内。
AR15Mod(0)<Speaker>ST AR-15</Speaker>||:ペロサ。
VP1915(0)<Speaker>VP1915</Speaker>;AR15Mod(0)||:……AR-15？+何か用か？
VP1915(0);AR15Mod(2)<Speaker>ST AR-15</Speaker>||:さっきマハリアンの言ってたこと、どれぐらい信じてる？
VP1915(0)<Speaker>VP1915</Speaker>;AR15Mod(2)||:えっと……工場内部のことについてか？+それとも彼女が工場から逃げたした時のことか？
VP1915(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:工場内部はダンデライオンがスキャンしたから、特に言うことはないわ。+だけど、彼女の逃げた時の話は、どう聞いても変だと思って。
VP1915(0)<Speaker>VP1915</Speaker>;AR15Mod(0)||:確かに、彼女はあまりにも簡単に逃げ出せた。
VP1915(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:それだけじゃない。+一万歩譲って、仮に彼女が本当に無実だとしても、+彼女が最後に辿り着いたのはボーン村だ。+あそこは完全にパラデウスの活動拠点だった。+つまり、結局彼女はパラデウスから逃げ出せていない。
VP1915(0)<Speaker>VP1915</Speaker>;AR15Mod(0)||:しかもこの前、ボーン村で行動した時、パラデウスの反応も早かった。//n少なくとも、やつらはマハリアンの行方をまったく//n知らなかったわけではないと思う。
VP1915(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:やっぱり、怪しいよね？
VP1915(0)<Speaker>VP1915</Speaker>;AR15Mod(0)||:なんで指揮官に言わない？
VP1915(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:指揮官は特効薬のことで頭がいっぱいだから、//nなにを言っても作戦を中止してはくれないでしょう。+そもそもマハリアンに対する態度も、私とまったく違っていたし。+正直マハリアンの演技は確かに上手いと思うけど、//nそういう怪しいところを忘れていいわけじゃない。
VP1915(0)<Speaker>VP1915</Speaker>;AR15Mod(0)||:だから私に？+なにか考えでもあるのか？
