()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>578</BIN>:忙しい一日を終えて、君は洋館に戻った。+ここで暮らし始めてまだ数日だったが、この知らない世界の中で、//nここはもはや「我が家」と言える存在だった。
()||<SE1>AVG_footsteps_woodfloor</SE1>:温かい風呂に入って、体を休ませたい……+君が風呂場のドアを開けようとすると、
()||<SE1>Stop_AVG_loop</SE1><SE2>AVG_20Winter_Door_Open</SE2>:突然、ドアが自分で開いた――
NPC-Sakura(8)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale><GradientShow>1</GradientShow>||<BGM>m_wv_title</BGM>:しししししし指揮官――！？
NPC-Sakura(8)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale><GradientHide>1</GradientHide>||:なななななななんも見とらん――
()<Speaker>指揮官</Speaker>||:？
()||<SE1>AVG_20Winter_Door_Close</SE1>:パタンとまたドアが閉められ、黒い影が自分の前から消えた……+あれは、さくらだったよな？+どうかしたのか？//nもしかして、フランシュシュに何かあったのか？//nそれとも、他に自分の知らない何かが……+君はついて行くことにした。
()||<黑屏1>:
()<Speaker>指揮官</Speaker>||<黑屏2><BIN>9</BIN>:おい……さくら！+さくら！　さくら――
()||:いくら呼んでも反応がない。
()||<SE1>AVG_footsteps_woodfloor</SE1>:周りは真っ暗で、自分の呼吸と足音しか聞こえない。
()<Speaker>指揮官</Speaker>||<SE1>Stop_AVG_loop</SE1>:カリーナもケチだったけど、さすがに電気代までは……+うん？
()||:何か硬いものを蹴ったようだ。不思議な足ざわりがする。//n――もう一度踏んで確かめてみる。
()<Speaker>？？</Speaker>||<SE1>AVG_XXS_kick</SE1>:うっ――
()<Speaker>指揮官</Speaker>||:……
()||<SE1>ClothingUp</SE1>:しゃがんで、その物体を触ってみる。+なんとなくその正体に気づき、君はゆっくりと口を開く――
()<Speaker>指揮官</Speaker>||:さくら……君たちがゾンビなのは知っているが、一応私は人間なので……+こう頭が地面に転がっていると、その……//n明かりがあってもなくても怖いんだ……
()<Speaker>源さくら</Speaker>||:さくらやなかです……
()<Speaker>指揮官</Speaker>||:……じゃ明かりをつけるよ。
()<Speaker>源さくら</Speaker>||:まままま待ってください！　体！　体が来るとば待ってください！+ととととにかく、ほっといて！
()<Speaker>指揮官</Speaker>||:ダメだ。ちゃんと説明してくれないなら、このまま頭を持っていくぞ。
()<Speaker>源さくら</Speaker>||:じゃ、じゃあ……距離！距離ば取って話しましょう！
()<Speaker>指揮官</Speaker>||:なんで？
()<Speaker>源さくら</Speaker>||:……+し、指揮官さんのためです！
()<Speaker>指揮官</Speaker>||:うん？
()||<SE1>AVG_Creep</SE1>:しばらくすると、さくらの体が手探りでやってきて、君から頭を受け取った。
()||<SE1>Stop_AVG_loop</SE1><SE2>AVG_20Winter_Open_Light</SE2><黑屏1>:ついでに明かりもつけてくれた。
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||<BGM>BGM_Empty</BGM><黑屏2><BIN>578</BIN>:コホン……あ、あの、最近、ついとらんって、感じたことなかですか？
NPC-Sakura(10)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:……強いて言うなら、君たちと出会った時からずっと、//nついてないって思ってる。
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:……
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||<BGM>BGM_Saga_AVG_Dusk</BGM>:その通り！　これ以上運ば悪くするわけにはいかんです！
()||:さくらは苦笑いした。
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:本当は……元の世界に戻りたかですよね？
NPC-Sakura(10)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:もちろんだ。
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:だったら、ライブ失敗するわけにはいかんです！
NPC-Sakura(10)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:ああ、分かってる。だから頑張るさ。
NPC-Sakura(11)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:いいえ！　指揮官さんは分かっとらんです！+もし、もしずっとわたしと一緒におったら、大変なことになるかもしれん……
NPC-Sakura(11)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:どうしてそんなこと言うの？
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:わたしは……持っとらんけん……+頑張れば頑張るほど、悪い結果になるっちゃん。+指揮官さんにも、影響するかどうかわからんけど……+と、とにかく、指揮官さんにとって大事なことば台無しにしたくないけん！+やっけん、わたしから離れてください。
NPC-Sakura(10)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:……じゃあ他のみんなは？
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:……いつものことやけん、みんな慣れとる。+それにみんな……死んじゃってるし、大したことないって思っとるかも。+でも、指揮官さんは違う！　悪運はうつらん方がきっとよかけん……
NPC-Sakura(10)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:……別に私は、運に頼るような人間じゃないけどね。
NPC-Sakura(8)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:え？
NPC-Sakura(8)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:もしかしたら、私もさくらと同じ、持ってない人間なのかもしれない。+まぁ、戦争の中で生まれた人間は、みんな持ってないのかもね。
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:……
NPC-Sakura(10)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:だから、運なんて信じてないんだ。+もし私が運のいい人間だったら、そもそもこんな人生歩んでない。
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:指揮官さん……わたし……
NPC-Sakura(10)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:それでも、簡単に諦めたりはしない。+なぜなら、運がないからこそ、100%の努力で運を捕まえるしかないからね。+さくらと同じように、他人がどう思おうと、ライブがどう評価されようと。+さくらはいつも、一番頑張って練習してたじゃないか。
NPC-Sakura(8)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:えっと……見られ、てました？
NPC-Sakura(8)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:ああ、最初からずっと、君のことを見ていたよ。
NPC-Sakura(10)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:じ、実はわたしも……指揮官さんが元の世界に戻れたらよかなぁって……
NPC-Sakura(10)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:私もフランシュシュのライブを成功させたい。+だから、もう離れてくれとか言わないで。お互い持ってないんだから、//n変に不運が増すかもしれないぞ。
()||:ぷっとさくらは吹き出した。
NPC-Sakura(9)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:じゃあわたしたち、一緒に大変な目に遭いましょう！
NPC-Sakura(9)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:ああ。
NPC-Sakura(9)<Speaker>源さくら</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:そして一緒に頑張りましょう！
NPC-Sakura(9)<Speaker>指揮官</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:もちろん！
()||<黑点1>:さくらの笑顔につられて、君も思わず口元を緩めた。
