()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<SE1>AVG_Rain2</SE1><边框>2</边框><黑屏2><BIN>157</BIN><common_effect>%%code=CJ_rain%%</common_effect>:……冷たい雨が頬を打つ。+廃棄された異性体の中に紛れ、基地から脱出した自分が目を覚ます。
()<Speaker>□□□</Speaker>||<边框>2</边框>:……
()||<边框>2</边框><BGM>GF_21winter_avg_mahaline</BGM>:体の上に重なり合っていた異性体たちをどかすと、ゆっくりと立ち上がる。+目に見える限り全て、少女たちの死体でいっぱいだった。
()<Speaker>□□□</Speaker>||<边框>2</边框>:……私は？+マハ……リアン……
()||<边框>2</边框>:なんとか自分の名前は思い出せたが、様々な疑問が次々と浮かんできた。
NPC-Machlian(6)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<边框>2</边框>:私は……どこへ行けばいい？+私は……どこから……
()||<边框>2</边框>:ぼんやりしながら、死体の山から離れる。
NPC-Machlian(6)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<边框>2</边框>:普通の人として……生きる……
()||<边框>2</边框>:雨水が包帯を濡らし、傷口が疼く。
NPC-Machlian(5)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<边框>2</边框>:あの人たちを……助けて……
()||<边框>2</边框>:心の中で、奇妙な画面が現れる……
()||<闪屏><duration>10</duration><rate>20</rate><delay>30</delay><CG>317,328,169,157</CG></闪屏><边框>2</边框>:災難のような光景だった……
NPC-Machlian(5)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<边框>2</边框>:たすけ……たい……+あの人たちを……助けたい……
()||<边框>2</边框>:後ろからひそひそ声が聞こえた。
()<Speaker>ネイトの声1</Speaker>||<边框>2</边框>:一番新しいゴミは、全部ここ？
()<Speaker>ネイトの声2</Speaker>||<边框>2</边框>:ええ、お姉様。
()<Speaker>ネイトの声1</Speaker>||<边框>2</边框>:全員集めて、彼女を探し出しなさい。
()<Speaker>ネイトの声2</Speaker>||<边框>2</边框>:はい！
NPC-Machlian(7)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<边框>2</边框>:いや……いやだ……+戻りたくない……+あの人たちを……助けたい……
()||<边框>2</边框><SE1>RunStep</SE1><黑点1>:その一瞬の思いにしがみ付き、よろよろと走り出した……+走って……走って……走り続けた……+どれぐらい走ったのか、どこまで走ったのか。
NPC-Lilyan(0)<Speaker>？？？</Speaker>||<边框>2</边框><睁眼><BIN>269</BIN><关闭蒙版>:あれ？　お姉ちゃん、そんなに怪我して、大丈夫？
NPC-Machlian(7)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<边框>2</边框>:さ……触らないでください！
NPC-Lilyan(0)<Speaker>エリザ</Speaker>||<边框>2</边框>:怖がらないで！　エリザはエリザっていうの！+あなたのことを傷つけたりしないから……
NPC-Machlian(5)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<边框>2</边框>:……
NPC-Lilyan(0)<Speaker>エリザ</Speaker>||<边框>2</边框>:ひどい怪我……
NPC-Elijah(0)<Speaker>？？</Speaker>||<边框>2</边框>:エリザ、なにをしてるの？
NPC-Lilyan(0)<Speaker>エリザ</Speaker>||<边框>2</边框>:エリヤ様！　ここに助け欲しい難民がいるよ！
NPC-Elijah(0)<Speaker>エリヤ</Speaker>||<边框>2</边框>:馬鹿を言いなさい！　彼女は難民ではありません！+私たちの聖女様です！
NPC-Lilyan(0)<Speaker>エリザ</Speaker>||<边框>2</边框>:聖女？　聖女様なの？
NPC-Elijah(0)<Speaker>エリヤ</Speaker>||<边框>2</边框>:嗚呼、聖女様！　あなたこそ神の遣わし聖女様！
NPC-Machlian(6)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<边框>2</边框>:よ、よく分かりません……
NPC-Elijah(0)<Speaker>エリヤ</Speaker>||<边框>2</边框>:大丈夫、ひとまず私について来てください。+私は難民キャンプを経営しておりますが、あなたに救って欲しい方々が……
NPC-Machlian(5)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<边框>2</边框>:難民……救う……
NPC-Elijah(0)<Speaker>エリヤ</Speaker>||<边框>2</边框>:さぁ……ついて来て……
NPC-Lilyan(0)<Speaker>エリザ</Speaker>||<边框>2</边框>:やったぁ！　聖女様が来てくれた！
()||<边框>2</边框><黑屏1>:小さく温かな手が、自分の手を握った。+初めて会う人たちなのに、なぜかとても安心する。
