()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>160</BIN><BGM>BGM_Room</BGM>:少し前。+ガラテアサナトリウム。
()<Speaker></Speaker>||:レオーネの部屋のテレビでは、昨夜、郊外にある//nガラテアグループの薬品倉庫が襲撃された事件が報道されていた。+倉庫は完全に廃墟と化し、//n中に保管されていた研究成果もすべて水の泡となった……
NPC-Leone(0)<Speaker>レオーネ</Speaker>||:……+……本当にここまでやるなんて。+すでに警告したはずなんだけど。
()<Speaker></Speaker>||:目の前に置かれた試験管を見て、//nレオーネは不安そうに椅子の手すりを握りしめた。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:一つだけ分かって欲しいことがあるわ。+私は口先だけでグレイとやり合っているわけじゃないの。+実際に行動に移して、そしてこうやって無事帰ってきた。+だから、あなたの安全を保証する力もある。
NPC-Ange(7);NPC-Leone(0)<Speaker>レオーネ</Speaker>||:……+……もう言ったはずだけど、私はもう巻き込まれたくないの。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>;NPC-Leone(0)||:そういう事は、あなたの研究で死んだ連中に聞かせてあげてちょうだい。+今更「巻き込まれたくない」だの、「静かにして欲しい」だのを言えるほど、+この世界はそんなに甘くないわ。
NPC-Ange(7);NPC-Leone(0)<Speaker>レオーネ</Speaker>||:……
NPC-Ange(7)<Speaker>アンジェリア</Speaker>;NPC-Leone(0)||:あなたはとっくに渦の中にいる、しかも自ら望んで跳び込んできた。+だからあなたに「静観する」なんて選択肢はない。//n渦に身を任せるか、渦に引き千切られるか――+どっちにするかは自分で考えなさい。
NPC-Leone(0)<Speaker>レオーネ</Speaker>||:……だとしても、あなたに協力する理由はなに？+私が今こうなっているのも、すべてあなたのせいじゃない？
()<Speaker></Speaker>||:未だにギプスが外れていない腕を上げて、レオーネは嘲笑うように言った。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:それも同じ答えよ、あなたに選択肢はないから。+まさか、グレイなら協力しても問題ないと思っているわけ？
()<Speaker></Speaker>||:アンジェは試験管にあるガラテアグループのマークを見せつけた。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:あなたの安全を保証できるのは私たちだけ。+そんな事すら分からないようなら、今一度よく考えて。//nブレーメンで、あなたを捨て駒にしたのは誰？+あなたの右腕の怪我――//n直接手を下したのは私の部下だけど、その根本的原因はどこにある？
NPC-Leone(0)<Speaker>レオーネ</Speaker>||:……
()<Speaker></Speaker>||:ガラテアグループのマークを目にし、//nRPK-16の悪魔のような声がまた耳元で囁いた気がした。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:あいつはわざとあなたを陥れて、研究成果を手に入れようとした。+最初から、あなたはグレイに利用されていただけなの！//nそんなグレイが、今更あなたの命を保証すると思う？+どんなバカでもここまでくれば、分かるでしょ！
()<Speaker></Speaker>||:もう一度、アンジェはテレビの方を指さした。//nニュースはまだ倉庫の事件を報道していた。
NPC-Leone(0)<Speaker>レオーネ</Speaker>||:……+……あなたは、どうやって私を守るの？
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:今、部屋の外にはシュタージがいる。+あなたさえ頷けば、今からこの国の最も優れた警察部隊が、//nあなたの安全を保証してくれる。+……ブレーメンの時でさえ私はあなたを殺さなかった。//n約束はちゃんと守るわ。
NPC-Leone(0)<Speaker>レオーネ</Speaker>||:……
()<Speaker></Speaker>||:レオーネの額から汗がにじみ出た。明らかに、彼女は激しく迷っている。+暫くして、何かを決心したかのように、レオーネが頭を上げた。
NPC-Leone(0)<Speaker>レオーネ</Speaker>||:なにを知りたい？
NPC-Ange(7)<Speaker>アンジェリア</Speaker>;NPC-Leone(0)||:……あなたの研究よ。あなたは何を研究していた？+グレイは何を欲しがっていた？　彼女は何をするつもり？
NPC-Ange(7);NPC-Leone(0)<Speaker>レオーネ</Speaker>||:研究の内容なら簡単よ……コーラップス粒子は一種の特殊な物質として、//n植物と奇妙な共通性を持っている。+「エピフィラム」は媒体としてコーラップス粒子をを吸収し、//n一定の期間を経て爆発するようになっている。+爆発するまでの間は、エピフィラムからコーラップス反応を検知することができない。少なくとも、既存の技術で検知する方法はない。+だから私の研究内容は、エピフィラムの爆発周期と外部による影響の関係性、//nつまり、エピフィラムの爆発を制御可能なものにすること。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:そうすれば……コーラップス粒子で満ちたエピフィラムを、//nどんな場所にも送り込めるようになると？
()<Speaker></Speaker>||:アンジェの背筋が凍った。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:それがグレイの目的？　あいつはどこでエピフィラムを爆発させるつもり？+テロを起こして、街を破壊して、どんなメリットがあるというの？
NPC-Ange(7);NPC-Leone(0)<Speaker>レオーネ</Speaker>||:もちろんただ破壊するためじゃない！+小さな範囲内でコーラップス粒子を放出して、//n放射線病患者の数を増やしているの。+そしてグループの薬を売り出して、民衆の心を掴んで……//n人々を自分に依存するように仕向けている。+最後はなにをするつもりなのかは知らない。//nけど、彼女はそれをうまくやっている。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>;NPC-Leone(0)||:なるほど……+ここでまた大型のテロが起きたら、きっと暴動が起きるはず。//nそうすれば、ドイツでのロクサット主義は完全に破綻する……+やってくれたわね、ウィリアム。
NPC-Ange(7);NPC-Leone(0)<Speaker>レオーネ</Speaker>||:私は彼女の行動に直接関わっていない。+けど、いくつかの場所は知っている、//nそれらの場所に完成品を送れと指示されたことがあるから。+場所は全部ベルリンの市内。+詳しいことは知らないけど、場所だけならリストアップすることができる。//nそうすれば、グレイの計画の実行場所を知ることができるかもしれない。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>;NPC-Leone(0)||:……+……ダメね、間に合わないわ。+グレイが急いで私を消そうとしてたから、きっと今が計画の肝心の時。+いつ動き始めてもおかしくないわ！
NPC-Ange(7);NPC-Leone(0)<Speaker>レオーネ</Speaker>||:私の知っていることは本当にこれだけなの！
NPC-Ange(7)<Speaker>アンジェリア</Speaker>;NPC-Leone(0)||:大丈夫……直接、あいつのところに行けばいいだけの話。
NPC-Ange(7);NPC-Leone(0)<Speaker>レオーネ</Speaker>||:え……！+正気なの？
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:賭けてみる価値はあるわ。
()<Speaker></Speaker>||<SE1>Rope</SE1>:アンジェは立ち上がり、両手を握りしめた。+そして何かを思い出したかのように、//n上着のポケットから一枚の名刺を取り出した。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:……しかも、誘ったのはあっちだから。
NPC-Leone(0)<Speaker>レオーネ</Speaker>||:……+……本当に、守ってくれるよね？
()<Speaker></Speaker>||:レオーネは不安そうにアンジェを見た。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:安心して。
()<Speaker></Speaker>||:アンジェはグレイの名刺をポケットに戻した。
NPC-Ange(7)<Speaker>アンジェリア</Speaker>||:必ず守ってみせるわ。
()||<黑屏1>:
