()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<BIN>563</BIN><黑屏2><BGM>BGM_Scar_Shenzhizi</BGM>:サモのメンタル内。+いつものように、サモは自分の席に座った。//n他7脚の椅子にも、すでに全員が座っている。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:あの懐かしい感じ……
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:……あの子には、わたしたちに関する記憶がある。
()<Speaker>？？</Speaker>||:誰の……
()<Speaker>？？？</Speaker>||:13年も経って……やっと……+自分が誰なのか知ることができるの？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:……おそらく。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:あの子の記憶は、全部で7個ある。+わたしたちは他人に身分を明かすことができないから、//nあの子も詳しくは何も知らない。+唯一確定できたのは、コーチングの記憶だけ。
NPC-SCAR-H(1)<同时置暗><Speaker>？？？</Speaker>||:コーチング？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:わたしたちの中の誰かが、あの子に爆弾の解除と……射撃を教えた。+記憶の中で、「わたし」は自分の持っていた銃が確認できた。
NPC-SCAR-H(1)<同时置暗><Speaker>？？</Speaker>||:誰の？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:ユーラ。
()||<SE1>AVG_Applause</SE1>:拍手が起きる。
()<Speaker>？？</Speaker>||:おめでとう、自分の記憶を取り戻せた。
()<Speaker>？？？</Speaker>||:おめでとう、キミの名は、ユーラ。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:……ユーラ、か？
()<Speaker>？？？？</Speaker>||:また一つ、前へ進めた。
()<Speaker>？？？</Speaker>||:そう、とても大きな一歩。
()<Speaker>？？</Speaker>||<黑点1>:ユーラ、自分の名前を取り戻した。おめでとう。
()||<BGM>BGM_Empty</BGM><黑点2><BIN>9</BIN>:……
()||<黑屏1>:
()||<睁眼><BIN>548</BIN><BGM>GF_21winter_avg_mahaline</BGM><SE1>AVG_Knock</SE1>:（ドンドンドン）+ドアのノック音が、サモをメンタルから呼び覚ます。
NPC-Cheryl(0)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:大丈夫、配達だから……
()||<SE1>RunStep</SE1>:シェリルは配達を受け取りに出た。
()<Speaker>シェリル</Speaker>||:バッテリーを買ったのよ、今日取り換えてあげるつもりだったの。+そうすればもっと長持ちするかなって……
()<Speaker>サモ</Speaker>||:……
NPC-Cheryl(0)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:まぁ、買ったとは言っても中古のものだけど、//n少なくとも今よりは少しマシになると思うわ。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:……+話したいことがある。
NPC-Cheryl(0)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:なに？
()||<SE1>AVG_Cloak_Whoosh</SE1>:サモは黙ってシェリルの隣に座った。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:14年前の12月1日。+キミを助けた人形の名前は、ユーラ。
NPC-Cheryl(3)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:ユーラ……+それが本当の名前なの？+じゃあ、これからはユーラお姉さんって呼んでいい？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:……ダメ。
NPC-SCAR-H(1)<同时置暗><Speaker>シェリル</Speaker>||:なんで？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:だって……キミを助けたのは「ユーラ」だけど、+わたしがその「ユーラ」なのかどうかは分からない。
NPC-Cheryl(2)<Speaker>シェリル</Speaker><Position>0,-100</Position>||<BGM>BGM_Empty</BGM>:どういうこと？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>;NPC-Cheryl(2)<Position>0,-100</Position>||<BGM>m_avg_labyrinth</BGM>:……もう13年も過ぎたし、機密じゃなくなっているのかもね。+わたしはね、昔、軍人だったの。
NPC-Cheryl(0)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:……それなら大体、察してたわ。あの事件は最後、軍が処理したって//n聞いたから。+家に戻ってから、お父さんとお母さんも守秘義務契約をさせられてたし……//n事件に関する詳しいことも、後から自分で調べて分かったの。
()||<SE1>AVG_20Winter_Book</SE1>:サモは一枚の紙を取り出し、黒いペンで8人分の小人を描いて、//n続けて赤いペンでもう一人特別な小人を描いた。
()||:描き終わった後、サモは赤いペンで//n黒い小人を一人ずつ、計7人分、線で消していった。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:わたしはとある特殊部隊に所属していた。//nそして、とある任務の執行中、隊長に裏切られた。+小隊のメンバーも全員隊長に殺されて……なぜか、わたしたちの記憶が//n全部ごちゃ混ぜになって、わたしのメンタルに入ってきた。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:だから……自分が誰なのかわからない。+キミのおかげで、その中の一人の身分を確定することができた。+みんな感謝している。
NPC-Cheryl(3)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:いやそんな！　当たり前のことじゃない！//nユーラお姉さん、実はずっと前から――
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:だから、ここを離れることにした。+全員で決めた。
NPC-SCAR-H(1)<同时置暗><Speaker>シェリル</Speaker>||:……え？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:13年前、わたしたちは隊長が死んだのを見た。//nもうそのまま消えていなくなると思っていた。+でも今日また、彼女と会った。+彼女はまだ生きている、そして昔よりもずっと強くなっている。+名前は、エリアナ。
NPC-SCAR-H(1)<同时置暗><Speaker>シェリル</Speaker>||:……
NPC-Cheryl(2)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:だから今日はゴミの中に突っ込んで隠れてたの？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:うん……
NPC-Cheryl(0)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:でも、記憶は一人だけじゃないんでしょ？//nもしかしたら、彼女が探しているのはあなたじゃないかもしれないし、//nそもそも何か勘違いしているのかも……+時間はいくらでもあるから、ゆっくり記憶を整理すれば、//nいつか全部はっきり分かってくるよ。
()||:シェリルは少し息を整え、両手でサモの手を掴んだ。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:そこが問題なの。+時間がない……
NPC-SCAR-H(1)<同时置暗><Speaker>シェリル</Speaker>||:ど、どういうことなの？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||<BGM>GF_21summer_intro_DemonVariation</BGM>:彼女は今も、わたしを殺そうとしている。
()||<SE1>Rope</SE1>:赤いペンと、最後に残った黒い小人の距離はわずかだった。
()<Speaker>シェリル</Speaker>||:じゃあ、あたしたちはどうすればいいの？
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:あたしたち？
NPC-SCAR-H(1)<同时置暗><Speaker></Speaker>||<SE1>ClothingUp</SE1>:サモはそっと立ち上がる。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:もともとキミには関係のないこと。わたしがここを離れるだけの話。
NPC-SCAR-H(1)<同时置暗><Speaker>シェリル</Speaker>||<SE1>AVG_Cloak_Whoosh</SE1><震屏3>:そ、そんな……+関係ないわけないでしょ！　今のあんたはあたしの人形、//nあたしの個人財産なの！　あたしの許可がなければ誰も、//nあんたをどうこうすることはできないわ！
()||:全力で手足をブンブンと振り回しながら、見えない敵と//n戦うような動作をするシェリルの姿を見て、サモは失笑した。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:……気持ちだけ受け取っておくよ。//nでも、エリアナはキミの一言で止まるようなやつじゃない。
NPC-Cheryl(1)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:見くびらないでよね！+14年前からずっと、あたしは今日という日のために準備してきたんだから！
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:それが液体窒素スプレーなの？
NPC-Cheryl(1)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:それだけじゃないわよ！//nあたしは銃砲所持許可証も持っているんだから！
()||<SE1>AVG_lifttable</SE1>:そう言いながら、シェリルは部屋の中を漁り始めた。+金属バット、スタンガン、防犯スプレーなどなど……//n様々な護身用の武器が部屋から出てきた。
NPC-SCAR-H(1)<Speaker>サモ</Speaker>||:別にいいよ、片付けが大変になるだけだから……
NPC-SCAR-H(1);NPC-Cheryl(0)<Speaker>シェリル</Speaker><Position>0,-100</Position>||:これ全部ちゃんと使ったことあるから！//n見た目はショボいかもしれないけど、ちゃんと役に立つから！
