()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BGM>BGM_AuguriesofInnocence</BGM><BIN>787</BIN><黑屏2><CGDelay>0.5</CGDelay>:
()<Speaker></Speaker>||<narrator>:■アーカイブ■ PACC78493721879619解析中……
()<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1>:（ピッ）+録音が再生され始めた。
()<Speaker>警察</Speaker>||:<color=#00CCFF>はい、こちらワシントン警察です。</color>+<color=#00CCFF>何かございましたか？</color>
()<Speaker>怒る男</Speaker>||:<color=#00CCFF>娘が前妻に連れ去られた！</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>はい、申し訳ございませんが、まずは落ち着いて、娘さんについて//n詳細を教えてください。</color>
()<Speaker>怒る男</Speaker>||:<color=#00CCFF>名前はサナ、まだ6歳なんだ！　あの女がサナを連れ去った！</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>「あの女」というのは、前妻の方のことでしょうか？//nお名前と、前妻さんについて詳しく教えてください。</color>
()<Speaker>ション・ロドリゲス</Speaker>||:<color=#00CCFF>僕はション、ション・ロドリゲス。</color>+<color=#00CCFF>前妻の名前はマーシャ、離婚したのは2か月前のことだ。//n離婚裁判で親権は僕が持つことになった。</color>+<color=#00CCFF>だが今日、あの女は僕が外出している隙にサナを連れ去った！</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>サナさんを連れ去ったのがマーシャさんである証拠はありますか？</color>
()<Speaker>ション・ロドリゲス</Speaker>||:<color=#00CCFF>ある！　家の防犯カメラに映っていた！　あの女が来たところが！</color>+<color=#00CCFF>そして二人で一緒に家を出たところも！</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>母親と一緒に映っている防犯カメラの映像がある、ということで//nよろしいですか？</color>
()<Speaker>ション・ロドリゲス</Speaker>||:<color=#00CCFF>そうだ。</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>事情は了解しました。とりあえず、身分証明書と、離婚の事実が//n確認できる書類を準備して、最寄りの警察署に来てください。</color>
()<Speaker>ション・ロドリゲス</Speaker>||:<color=#00CCFF>娘を探してくれないのか？</color>+<color=#00CCFF>マーシャが新ソ連行きの飛行機チケットを取ったことは知っている、//nサナを連れて海外に行く気だ……</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>申し訳ございませんが、民事不介入の原則で、現時点で警察はまだ//n動くことはできません。</color>+<color=#00CCFF>親権の行使に関する問題は、司法のつかさどる範囲です。//n警察としては、証拠の提供に協力することぐらいしかありません。</color>
()<Speaker>ション・ロドリゲス</Speaker>||:<color=#00CCFF>……</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>ちなみにもう一つ確認しますが、サナさんかマーシャさんから、//n何かメッセージなどは残されていませんか？</color>
()<Speaker>ション・ロドリゲス</Speaker>||:<color=#00CCFF>離婚以来、マーシャと直接連絡したことはほどんどない。サナは……</color>+<color=#00CCFF>書置きを残していた。</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>書置きの内容はどういうものでしょうか？</color>
()<Speaker>ション・ロドリゲス</Speaker>||:<color=#00CCFF>「お母さんにはもうなにもないから、お母さんと一緒にいる」とだけ。</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>その内容だと、やはり警察はこれを事件とすることは//nできないと思います。ここはまず司法の方に//n問い合わせるべきかと――</color>
()<Speaker>ション・ロドリゲス</Speaker>||:<color=#00CCFF>なにふざけたこと言ってるんだ！　サナはまだ6歳だぞ！//nこんな書置き、あの女が書かせたに決まってるだろ！</color>+<color=#00CCFF>あの女がサナの面倒を見れるわけないんだ！　仕事のことしか//n頭にない人間なんだ！　子供のことに時間をかけるわけないだろ！</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>申し訳ありませんが、ここはいったん冷静に――</color>
()<Speaker>ション・ロドリゲス</Speaker>||:<color=#00CCFF>冷静でいられるか！　娘が悪魔にさらわれたんだぞ？！</color>+<color=#00CCFF>サナはまだ6歳なんだ、あの女と一緒にいて、未来なんかあるわけない！</color>+<color=#00CCFF>ましてや新ソ連だ！　そんな国で子供がまともに育つと思うか！</color>
()<Speaker>警察</Speaker>||:<color=#00CCFF>申し訳ございませんが、ここはひとまず落ち着いて、最寄りの警察署に——</color>
()<Speaker></Speaker>||<黑屏1><SE1>AVG_21Winter_Phone_Crash</SE1>:（ドン）+重い音と共に、通話は切られた。
