()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker>指揮官</Speaker>||<黑屏2><BIN>221</BIN><BGM>BGM_Sneak</BGM>:カリーナ、現在の状況は？
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||:機甲は突入後……エレベーターシャフトの方へと前進しています。//nどうやら、基地の下層に入るつもりみたいですね。
()<Speaker>指揮官</Speaker>||:モルスカヤズヴィズダーの所在地か……+こっちは人手が足りない、アンジェに何とかしてもらおう。+入口の状況は？
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||:軍の後続装甲部隊が、爆発によってできたバリケードを//n乗り越えようとしています。敵が入ってくるのは時間の問題でしょう。+反撃しますか？
()<Speaker>指揮官</Speaker>||:私たちの小隊は残り僅かだ。もう無駄にはできないよ。+クソッ、基地内に退避するしかないのか？
NPC-Jason(1)<Speaker>K</Speaker>||:退避するわけにはいかない。奴らが外にいる限り、手立てはある。
()<Speaker>指揮官</Speaker>||:続けて。
NPC-Jason(1)<Speaker>K</Speaker>||:通信設備はまだあるか？
()<Speaker>指揮官</Speaker>||:遠距離通信は全てダメになってる。
NPC-Jason(1)<Speaker>K</Speaker>||:短距離で十分だ。//n基地からそう遠くないところに、ヴィンペルが控えているのは知ってるな？
()<Speaker>指揮官</Speaker>||:知ってるさ。奴らは手伝ってくれるのか？
NPC-Jason(1)<Speaker>K</Speaker>||:どう交渉するかによるな。+通信設備を貸せ。//n周波数73.975、ホッピング毎秒111、暗号形式第12号だ。
()<Speaker>指揮官</Speaker>||:彼に渡して。
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||:調整できました。+……本当に応答するんでしょうか？
NPC-Jason(1)<Speaker>K</Speaker>||:まずは繋がることを祈ろう。+こちら「カスケード」、応答願う。
()<Speaker></Speaker>||<SE1>AVG_whitenoise</SE1>:……+無線から聞こえてくるのは、ホワイトノイズばかりだ。
NPC-Jason(1)<Speaker>K</Speaker>||:繰り返す、こちら「カスケード」、応答願う。
()<Speaker></Speaker>||:……
NPC-Kalin(9)<Speaker>カリーナ</Speaker>||:反応ないですね……
()<Speaker></Speaker>||:Kは焦っている様子のカリーナを一目見て、再び無線を握りしめた。
NPC-Jason(1)<Speaker>K</Speaker>||:繰り返す、こちら「カスケード」。//nヴィンペル第4分隊コバルト13チームの協力を要請したい、応答を願う。+識別コードDINV-RTSA-1239。//nこれは緊急通信だ、即座に応答願いたい。
