()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>655</BIN><narrator>:親愛なるブラックウェルヘ。今はまだ「聖杯」を再起動させる//nベストタイミングではないと思いますが、状況が状況です。+すべての準備を終えてからと、ずっと思っていましたが、今となっては、もう他に選択肢はありません。正直、過去の自分が憎いです。もしあの時、もっと妥協して、もっと円滑にしていたら、遺跡署の連中に難癖を付けられることもなかったでしょう……+私はもうアメリカに戻ることはできません。外国人である私が、病院でデキサメタゾンの注射を受けるためには、3日も待たなければなりません。+すべては過去の自分が弱かったせいでしょう。技術的には実行可能と証明されていたのに、私にはそれを実行する勇気がなかった……+だから、今、決心しなければならなくなった。過去の名前は捨てました。//n今の私は、「ヘラ」です。+眠りについたサナも、いつかまた立ち上がる日が来るかもしれません。+2051年、マイトナー、モスクワにて。
()||<黑屏1>:
()<Speaker></Speaker>||<SE1>AVG_Gunfire</SE1><黑屏2><BIN>99</BIN><narrator>:2051年春、第三次世界大戦勃発から7年。+コーラップス放射線が多くの土地を汚染し、戦争もあり、//n世界の人口は激減した。+戦火に焼かれた焦土に、何時また緑が生え茂るのか、誰にもわからなかった。
()||<黑屏1>:
()<Speaker></Speaker>||<BGM>GF_EV9_Intermission</BGM><黑屏2><BIN>480</BIN>:太平洋南西、イエローエリア諸島。
()<Speaker></Speaker>||<SE1>AVG_wind_grass</SE1>:緑色の砂結晶が、べたついた海風に巻き上げられては、//n分厚い軍靴に踏みつけられる。+ぬかるみに軍靴の底がやや食い込んで、緑の砂結晶が混ざった泥に足を取られながらも、アレキサンダーは重たい足を上げ、前へ一歩進む。背中の無線通信機のランプが、緑、赤と交互に点滅していた。
NPC-Alexander(0)<Speaker>アレキサンダー</Speaker><Position>0,60</Position>||:パン、レンジャーの輸送車に動きはあるか？
NPC-Alexander(0)<Position>0,60</Position>;NPC-Pan(0)<Speaker>パン</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>チッ——相変わらずはっきりと見えねぇが。</color>+<color=#00CCFF>まだ停まってるんじゃねぇのか？　あの蜃気楼みたいな塊が輸送車なら。</color>
NPC-Alexander(0)<Speaker>アレキサンダー</Speaker><Position>0,60</Position>;NPC-Pan(0)||:ちゃんと見張ってろ、何かあったらすぐ報告を。
NPC-Alexander(0)<Position>0,60</Position>;NPC-Pan(0)<Speaker>パン</Speaker><通讯框>||:<color=#00CCFF>分かってるよ！</color>+<color=#00CCFF>ったく、さっさと終わらせてモスクワに帰りてぇ。</color>
NPC-Alexander(0)<Speaker>アレキサンダー</Speaker><Position>0,60</Position>||:そんなこと言って小隊長に聞かれたら、また鼻を蹴られるぞ。
()<Speaker></Speaker>||:通信チャンネルから他の兵士の笑い声が微かに聞こえてくる。
NPC-Pan(0)<Speaker>パン</Speaker><通讯框>||:<color=#00CCFF><size=50>笑ってんじゃねぇよ！</size></color>+<color=#00CCFF>あんな戦場に出たことすらないやつが小隊長とは、//n士官学校卒業のエリートとは偉いもんだな！</color>+<color=#00CCFF>俺達なんか使い捨ての弾避け程度にしか見られてねぇだろうよ。</color>
NPC-Alexander(0)<Speaker>アレキサンダー</Speaker><Position>0,60</Position>;NPC-Pan(0)||:今はそんな話してないだろ。
