()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>86</BIN><Night><火花><SE2>Alarm</SE2>:……マンションの外。+遅れてやってきた警察と消防隊はようやく現場を封鎖し、消火作業を始めた。+シュタージたちはひっそりと現場から離れ、身を影に隠した。+一幕が終わり、また新しい役者たちが舞台に上がる。
()<Speaker>群衆A</Speaker>||<SE1>AVG_Crowd</SE1><BGM>BGM_Battle</BGM>:おい……見ろ、あいつだ！
()<Speaker>群衆B</Speaker>||:え……シャド？　シャドレスさんだ！
()<Speaker></Speaker>||:シャドレスは無理やり封鎖のテープを乗り越えると、//n自分の取材許可証を高く掲げた。
NPC-Shadowless(9)<Speaker>シャドレス</Speaker>||:ベルリンテレビのシャドレスです！+責任者はどなたですか？　今回の火事について取材をさせてください！
NPC-Shadowless(9)<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1>:（ピッ）+ちょうど同じタイミングで、シャドレスのヘッドマイクから声がした。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:もしもし、シャドよ。ええ、もう現場にいるわ……//n今？　まだ混乱しているみたいだけど、スタッフをこっちに回して欲しいの。+そう、カメラマン。+十五分？　冗談言わないで！+五分で来なさい！
NPC-Shadowless(8)<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:マイクの電源を切ると、また目の前の混乱に目を向けた。+消防士への取材はNGだ。//n今は火事の一番の山場、邪魔をするわけにはいかない。+警察なら？　悪くない選択かもしれないけど……//nこの間の警察とのやり取りはあまり愉快なものじゃなかった。+なら……
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:うん？
NPC-Shadowless(8)<Speaker></Speaker>||:シャドレスの鋭い勘がまた働いた。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>||:……まさか？
()<Speaker></Speaker>||<SE1>RunStep</SE1>:そう呟いて、シャドレスは人込みの中から一人の警察官を引っ張り出した。
NPC-Shadowless(9)<Speaker>シャドレス</Speaker>||:ケヴィン！
NPC-Shadowless(9);NPC-Keven(0)<Speaker>J</Speaker>||:お前なんでここにいる！？+じゃなくて、どうやってオレを見つけた！？
NPC-Shadowless(9);NPC-Keven(0)<Speaker></Speaker>||<BGM>BGM_Empty</BGM><黑点1>:警察官に変装していたJはシャドレスに引っ張られて、//n人目のつかない所へ移動した。
NPC-Shadowless(9)<Speaker>シャドレス</Speaker>||<关闭火花><黑点2><Night><BGM>BGM_Brain</BGM>:うるさい、答えて！　どうしてあなたがここにいるの？+シュタージとこの件の関係は？
NPC-Shadowless(9);NPC-Keven(0)<Speaker>J</Speaker>||:勘弁してくれよ、お姉様。+オレを免職させるつもりか？
NPC-Shadowless(9)<Speaker>シャドレス</Speaker>;NPC-Keven(0)||:そんなの分かっている！　あまり時間は取らないわよ！
NPC-Shadowless(8)<Speaker></Speaker>;NPC-Keven(0)||:シャドレスはJの襟を掴むと、自分のボイスレコーダーを閉じた。+混乱した現場の中で、彼ら二人に注目する者はいなかった。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>;NPC-Keven(0)||:無茶なことは言わないから教えて……ライトは大丈夫なの？+今夜帰って来なかったから、様子がおかしい。
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:……
NPC-Shadowless(8);NPC-Keven(0)<Speaker></Speaker>||:それを聞いたJは口ごもり、なにを言ったらいいか分からない様子だった。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>;NPC-Keven(0)||:……昨日喧嘩したの。
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:えっと……それ、オレが責任をとるの？
NPC-Shadowless(6)<Speaker></Speaker>;NPC-Keven(0)||:シャドレスは踵でJの足を思いっきり踏んだ。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>;NPC-Keven(0)||:いつものことよ……ただ今回はいろいろ考えた。+だからライトに言葉を伝えてくれないかしら？
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:君たち姉弟の問題にオレを巻き込まないでくれるかね……
NPC-Shadowless(8);NPC-Keven(0)<Speaker></Speaker>||:足を踏まれた痛みでつい表情が歪むJだったが、内心はそれを気楽に思った。+苦痛の表情のせいで、少なくとも今は何かのキャラを演じる必要はない。//nそもそもシャドレスの勘は鋭いから、嘘をついたところですぐにバレてしまう。
NPC-Shadowless(9)<Speaker>シャドレス</Speaker>;NPC-Keven(0)||:黙らっしゃい！　茶化さないで！+そもそもあの子がシュタージに入ったのはあなたのせいじゃない！
NPC-Shadowless(8)<Speaker></Speaker>;NPC-Keven(0)||:シャドレスは用心深く周囲を確認した。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>;NPC-Keven(0)||:……いろいろ考えて、ライトの言ってたことは間違ってないかもって思ったの。+ライトが決めたことなら、応援してあげたい……家族なんだから。+ずっと支えていきたい。
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:……
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>;NPC-Keven(0)||:そんなところよ。
NPC-Shadowless(8)<Speaker></Speaker>;NPC-Keven(0)||:シャドレスはJを放すと、片手で髪をかき上げ、//n何事もなかったかのように目を逸らした。+これは周囲を警戒しているのか、それともただの照れ隠しなのか、//nJには分からなかった。
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:……伝えておくぜ。
NPC-Shadowless(8)<Speaker>シャドレス</Speaker>;NPC-Keven(0)||:ありがとう……今度うちにご飯食べに来てよ。+久しぶりに。
NPC-Keven(0)<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:Jの返事を貰うと、シャドレスは少し笑った。//nそして軽く会釈すると、すぐに走り去った。+彼女自身が言ったように、あまり時間はかからなかった。
NPC-Keven(0)<Speaker>J</Speaker>||<BGM>BGM_Wake</BGM>:ライトめ……
NPC-Keven(0)<Speaker></Speaker>||:すぐに仕事モードに入り、周辺の目撃者に取材を始めたシャドレスを見てから、Jは火の勢いが収まってきたマンションの方を見た。+……こりゃ入ってみないとな。
NPC-Keven(0)<Speaker>J</Speaker>||:すんません！　通してください！+警察です！
()<Speaker></Speaker>||<SE1>RunStep</SE1><黑屏1>:偽造の警察手帳を取り出し、Jは人込みの中に潜り込んだ。
