()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<BIN>357</BIN><黑屏2><BGM>GF_EV9_Story</BGM>:……ベルリン市内。+装置が解除され、建物のドアがゆっくりと開いた。+暗い室内で、いくつかの小さな灯りが自動的についた。+（ザッ）+入口のところに、一人の男のホロ映像が映し出された。
NPC-Griffin(0)<Speaker>？？？</Speaker><通讯框>||:<color=#00CCFF>初めまして、指揮官。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:初めまして、サー。
NPC-Griffin(0)<Speaker>？？？</Speaker><通讯框>||:<color=#00CCFF>少し緊張しているようだな。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:……グリフィンの指揮官なら誰でもあなたに会えるわけではありませんから。+それにあなたについての噂も色々と聞いております。
NPC-Griffin(0)<Speaker>グリフィン</Speaker><通讯框>||:<color=#00CCFF>噂はただの噂にすぎない。</color>+<color=#00CCFF>今の私は、ただの老人だ。取るに足らない後方の仕事しかできないのだよ。</color>+<color=#00CCFF>どうぞ私のことを普通の年長者だと思ってくれて構わない。//n指揮官、我々の間の距離は、君の想像よりもずっと近い。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:いや、そういうわけには……なにしろサーは……
NPC-Griffin(0)<Speaker>グリフィン</Speaker><通讯框>||:<color=#00CCFF>私のことは「グリフィン」でいい。</color>+<color=#00CCFF>プライベートの場だ、お互いもう少し親しくなろうではないか。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:あ……はい、グリフィン……さん。
NPC-Griffin(0)<Speaker>グリフィン</Speaker><通讯框>||:<color=#00CCFF>フフッ。</color>+<color=#00CCFF>記念すべき初対面であるにも関わらず、こんな形で申し訳ない。</color>+<color=#00CCFF>あまり不快を感じていないといいが。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:いいえ、もちろんそんなことありません。
NPC-Griffin(0)<Speaker>グリフィン</Speaker><通讯框>||:<color=#00CCFF>その度量に感謝しよう。</color>+<color=#00CCFF>君についての噂は、色々と聞いている。</color>+<color=#00CCFF>君のようにいくつも戦場をくぐってきた者ともなれば、//n拭い切れない血気や殺気を纏うのだろうと思っていた。</color>+<color=#00CCFF>だが見たところ、実際の君は、穏便で礼儀正しい若者のようだ。</color>
NPC-Griffin(0)<Speaker>指揮官</Speaker><通讯框>||:私の経歴は、まだあなたの十分の一にも届いていません。+そして私は、自分の敵と同じようにはなりたくありませんので。
NPC-Griffin(0)<Speaker>グリフィン</Speaker><通讯框>||:<color=#00CCFF>そうか。すまない、少々お喋りが過ぎたようだな。</color>+<color=#00CCFF>私はただ、君に会えて嬉しかっただけだ。</color>+<color=#00CCFF>クルーガーの目に狂いはない故、私もつい使える人材に愛着を持ってしまう。</color>+<color=#00CCFF>悪い癖だ。どうか許して欲しい。</color>
