()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>466</BIN>:……+残存的影像虽然只有一瞬，但那已经足够。
Erma(6)<Speaker>艾尔玛</Speaker>||<BGM>GF_21winter_avg_mahaline</BGM>:……所有的虚幻事物必有现实依托，那间房屋就算有变形，但应该能找到些什么。
()||:透过客厅看向窗外的风景，远处的河流、河对面的岛屿形状，艾尔玛能够判断房屋是在耶拉金岛的对面。+加上距离涅瓦河口的距离、街区上的店铺位置、向日葵花丛的朝向……
()||<黑屏1>:很快，艾尔玛锁定了一个坐标。
()||<黑屏2><BIN>534</BIN><narrator>:圣彼得堡 夏园
()||<SE1>AVG_engine_speedup</SE1>:咻——一辆辆汽车从艾尔玛的面前疾驰而过。虽然确实一切都如她所料，但真正站在出现在心智中的那座花园前时，艾尔玛激动的心情还是难以言喻。
Erma(4)<Speaker>艾尔玛</Speaker>||:……+这就是记忆里的那座花园吗……
()||<SE1>AVG_Cloak_Whoosh</SE1>:警惕地环视四周，确认没有人注意自己后，艾尔玛拢了拢斗篷帽，朝着大门走去。+这件斗篷对于艾尔玛有些过于宽大，但它静静躺在人形博览会仓库中标记着“艾尔玛”的箱子里。+艾尔玛猜测这或许是属于某个对自己很重要的人的东西。
Erma(5)<Speaker>艾尔玛</Speaker>||:到了……
()||:和记忆中不一样的是，屋前的向日葵有些没精打采，应该是近日来没人打理的原因。
NPC-Oldartist(0)<Speaker>？？？</Speaker>||:你是……？
()||<SE1>ClothingUp</SE1>:一个阴郁的老太太拍了拍艾尔玛的肩膀。
Erma(5)<Speaker>艾尔玛</Speaker>||:……我是艾尔玛，这里应该是我曾经的住处。
Erma(5);NPC-Oldartist(0)<Speaker>老太太</Speaker>||:嗯？我是这里的管家……+啊，你是几年前那个租客带着的人形小姑娘！你主人呢？后来还欠我好几个月房租都没有付……+现在这座花园已经被主人收回来了。
Erma(6)<Speaker>艾尔玛</Speaker>;NPC-Oldartist(0)||:……她失踪了。
Erma(6);NPC-Oldartist(0)<Speaker>老太太</Speaker>||:哎，没有主人的人形是很难生存的，你要不要留下来帮我做点活计？
Erma(6)<Speaker>艾尔玛</Speaker>;NPC-Oldartist(0)||:我会想办法还清您的债务的……+但是，现在我还在寻找主人，请再宽限一段时间，等我有了线索……
Erma(6);NPC-Oldartist(0)<同时置暗><Speaker></Speaker>||:老太太的眼神稍微柔和了些。
Erma(6);NPC-Oldartist(0)<Speaker>老太太</Speaker>||:哎，算了算了，也不是很多。+你一个没有主人的人形，也没什么钱。
Erma(5)<Speaker>艾尔玛</Speaker>;NPC-Oldartist(0)||:感谢您的体谅。+您之前说到的债务，能告诉我主人留下的签名是什么吗？
Erma(5);NPC-Oldartist(0)<Speaker>老太太</Speaker>||:我没记错的话，你主人留下的姓氏是休谟，他付钱非常小心谨慎，从来都是现金支付。
Erma(5)<Speaker>艾尔玛</Speaker>;NPC-Oldartist(0)||:谢谢您……+最后想请问下……主人有在房子中留下什么东西吗？
Erma(5);NPC-Oldartist(0)<Speaker>老太太</Speaker>||:没有，什么都没有，反常地干净整洁，像是请了专人来打扫过。
Erma(6)<Speaker>艾尔玛</Speaker>||:……+明白了……
()||<黑屏1>:在反复谢过老太太后，艾尔玛离开了小屋。
()||<黑屏2><BIN>534</BIN><Night><BGM>BGM_Empty</BGM><SE1>AVG_House</SE1>:……艾尔玛回到了自己的心智空间，那里已经从简单的“夏园”系统展开成了一座真正的花园。+大门门上挂着一把锁。
Erma(0)<Speaker>艾尔玛</Speaker>||:……+艾尔玛·休谟。
()||<SE1>AVG_File_Put</SE1><SE1>AVG_20Winter_Gate_Close</SE1>:铜锁掉落，大门应声而开。
()||<SE1>AVG_wind_grass</SE1>:和现实中的花园不太一样，出现在艾尔玛心智中的花园正开放着各种鲜艳的花，晚风中暗香浮动。+踏上绿草铺就的小径，艾尔玛走到了摆放着茶点的园中小桌前，上面放着的咖啡刚喝了一半。
Erma(1)<Speaker>艾尔玛</Speaker>||:……我应该试试其他的锚点。
()||<SE1>ClothingUp</SE1>:艾尔玛伸开左手，里面安静地放着一堆钥匙。+这是她输入素体上所有的加密文字后，它们在这里化成的形态。+艾尔玛随机挑起了一把钥匙，花园中随即浮出了一间房，门口的铭牌上写着几个字——+“柯尔特快车”。
()||<黑屏1>:
