()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>420</BIN><narrator>:“未来号”洲际列车 F09车厢（餐车） 洗手间内 
()||<BGM>GF_EV9_Intermission</BGM>:十分钟之前，洗手间悄悄挂上了暂停使用的牌子。+但里面居然有人，而且不止一个。+高个子人形的枪口正抵着矮个子的少女人形。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||<SE1>Select</SE1>:……解除你的伪装。
Erma(4)<Speaker>艾尔玛</Speaker>||:……
()||<SE1>AVG_Cloak_Whoosh</SE1>:艾尔玛摘下了头上的斗篷。
Erma(0)<Speaker>艾尔玛</Speaker>||:……
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(0)||:……+我指的是身份。+你到底是谁？上车是什么目的？
Erma(0)<Speaker>艾尔玛</Speaker>||:……是你二话不说把我拖来洗手间的。+……结果你问我是谁？+现在的抢劫犯这么嚣张了吗？
()||:柳德米拉懒得废话，决定直接骇入对方。
()||<SE1>AVG_21Winter_Error</SE1>:叮——
AR18(4)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:……居然无法骇入，果然是你。
Erma(0)<Speaker>艾尔玛</Speaker>||:……那你说我是谁？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||<黑点1>:……梅花3，你还要继续演戏吗？
()||<黑点2><BIN>527</BIN>:与此同时 柯尔特快车内
()||<SE1>AVG_Cloak_Whoosh</SE1>:柳德米拉对面的黑影突然倾身过来，一把抓住柳德米拉。
Erma(8)<Shake>0.1</Shake><Speaker>梅花3</Speaker>||<SE1>Rope</SE1>:——你放手！
AR18(2)<Position>0,70</Position><Speaker>黑桃A（柳德米拉）</Speaker>||:……
Erma(8)<Speaker>梅花3</Speaker>||:你再不放手，我报警了！
ColtWalker(5)<Speaker>红桃Q</Speaker>||:嗯？客人？+梅花3客人，请你冷静一点。+关于艾尔玛·休谟，我们这里确实没有任何相关的交易记录。
Erma(8)<Shake>0.1</Shake><Speaker>梅花3</Speaker>||:不可能，这里一定有我要的信息。
ColtWalker(5)<Speaker>红桃Q</Speaker>||:客人，胡搅蛮缠不利于交易的哦——
Erma(8)<Speaker>梅花3</Speaker>||:……
()||<黑点1>:梅花3似乎突然冷静了下来。
()||<黑点2><BIN>420</BIN>:此时另一边，餐车洗手间内。
()||<SE1>AVG_Cloak_Whoosh</SE1>:柳德米拉稍一施力，卸除了艾尔玛的一条手臂。
Erma(0)<Speaker>艾尔玛</Speaker>||:……我已经按你说的，不在“柯尔特快车”内说话了。+能把我的手臂装回去了吗？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(0)||:……你为什么要找艾尔玛·休谟？+你跟姓休谟的人是什么关系？
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>艾尔玛</Speaker>||:……你认识艾尔玛·休谟？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:休谟不是一个常见姓氏。
AR18(2)<Position>0,70</Position>;Erma(0)<Speaker>艾尔玛</Speaker>||:……你不认识艾尔玛·休谟，但你认识姓休谟的人。+那么你的这份信息可以交易吗？
AR18(2)<Position>0,70</Position>;Erma(0)<同时置暗><Speaker></Speaker>||:柳德米拉愣了一下，此时面前的少女极为狼狈，她的一条胳膊被卸除，而额头暴露在自己的枪下，除了心智以外，目前没有任何特殊的地方，武力看起来远在自己之下。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(0)||:……有些问题我不想重复。
