()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>587</BIN><SE1>AVG_AMB_waves_and_seagulls_oneshot</SE1>:空闲的夜，你靠在窗边的躺椅，感受着深夜的凉风习习吹在脸上。+你慵懒地伸展着僵硬的身体，睡意跟着一点点蔓延上来。
()<Speaker>指挥官</Speaker>||:今晚早点休息好了。
()||<SE1>AVG_Bite</SE1>:嘎吱嘎吱——+尖锐的噪音打断了你的惬意时光，似乎是从门外传来的。
()<Speaker>指挥官</Speaker>||:谁？
()||:……+没有人回应，是幻听了吗？+你站在门前，又凝神细听了一会。
()<Speaker>指挥官</Speaker>||<SE1>Stop_AVG_loop</SE1>:好像真的听错了……
()||<controll_shake>%%type_id=2%%duration=1%%delay=0.1%%range=8</controll_shake><黑屏2>0,5</黑屏2><SE1>AVG_Door_Hit</SE1>:砰——+上一秒还纹丝不动的门猛地砸到你的脸上，痛击了你的鼻梁和额头。
()<Speaker>指挥官</Speaker>||:呃啊——
NPC-Tae(0)<Speaker>山田多惠</Speaker><GradientShow>2</GradientShow><Position>0,-290</Position><Scale>1.3</Scale>||<BGM>m_wv_title</BGM>:吼……啊……（疑似在问好）
()||:你痛苦不堪地倒在地上，一只手捂住额头，一只手捂住了鼻梁。
()||<SE1>Rope</SE1><黑点1>:而肇事者若无其事地走到你的面前，揪起了你后背的衣服，开始拽着你向门外走去。
()<Speaker>指挥官</Speaker>||<黑点2><BIN>578</BIN>:多惠……你、你要带我去哪？
NPC-Tae(0)<Speaker>山田多惠</Speaker><Position>0,-290</Position><Scale>1.3</Scale>||:唔……啊……（含含糊糊地说了什么）
NPC-Tae(0)<Speaker>指挥官</Speaker><Position>0,-290</Position><Scale>1.3</Scale><同时置暗>||:你在说什么？
()||:来了佐贺几日，你依然无法正常和山田多惠进行沟通交流，只能全靠猜测。+你看着漆黑的走廊和敞开的大门外危机四伏的夜色，心里骤然涌起一股不安。
()<Speaker>指挥官</Speaker>||:<color=#A9A9A9>月黑风高夜……</color>+<color=#A9A9A9>她该不会是要把我……</color>
NPC-Tae(0)<Speaker>山田多惠</Speaker><Position>0,-290</Position><Scale>1.3</Scale>||:啊啊……呃……（好像在提醒你注意什么）
NPC-Tae(0)<Speaker>指挥官</Speaker><Position>0,-290</Position><Scale>1.3</Scale><同时置暗>||:什么？
()||<黑点1><controll_shake>%%type_id=2%%duration=1%%delay=0.1%%range=13</controll_shake>:你话音未落，就已经明白了她想说什么。+咚咚咚——接连不断的楼梯硌得你眼前阵阵发黑，只能任由山田多惠将你拖向未知的前方。
()||<黑点2><BIN>605</BIN>:夜晚的街道是寂静无声的，只有路灯睁着昏沉的眼睛，迷惘地注视着来往的过客。+你不知道多惠拖着你走了多远，但你决定在你的裤子被彻底磨破之前，站起来。
()<Speaker>指挥官</Speaker>||:我自己走吧……
NPC-Tae(0)<Speaker>山田多惠</Speaker><Position>0,-290</Position><Scale>1.3</Scale>||:啊……
()||:山田多惠终于松开了你，你狼狈地从地上爬起来，拍了拍身上的泥土砂砾。
()<Speaker>指挥官</Speaker>||:多惠，这深更半夜的，你带着我在外面转悠什么？
NPC-Tae(3)<Speaker>山田多惠</Speaker><Position>0,-290</Position><Scale>1.3</Scale>||:呃……啊啊啊……唔啊……（语气着急地说了很多）
NPC-Tae(3)<Speaker>指挥官</Speaker><Position>0,-290</Position><Scale>1.3</Scale><同时置暗>||:……
()||:还是一个字也听不懂。+不过，你认为她会选择在这个时间将你强行拖拽出来，一定是有重要的原因。+你想要弄清背后的缘由。
()<Speaker>指挥官</Speaker>||:……嗯，我大概明白了，你带路吧。
NPC-Tae(4)<Speaker>山田多惠</Speaker><Position>0,-290</Position><Scale>1.3</Scale>||<黑点1>:啊……唔啊！（高兴地朝前小跑了几步）
