()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>650</BIN><common_effect>%%code=AVG_xiaxue%%</common_effect>:……+别斯兰第一中学
()<Speaker></Speaker>||<BGM>BGM_23S_Winter_Night</BGM>:又下雪了。+呼出的气息化成一阵阵白色烟雾。
()||<黑点1><关闭蒙版>:
()<Speaker></Speaker>||<SE1>RunStep</SE1><黑点2><BIN>654</BIN><SE1>AVG_20Winter_Door_Open</SE1>:西尼娅一阵小跑推开了教室的门。她一贯选择早到十分钟，这是身为班长的自觉。+然而，今天的教室空荡荡的，西尼娅只能听见自己的呼吸声。
NPC-Sinia(0)<Speaker>西尼娅</Speaker><Position>0,-58</Position>||:……+看来大家都决定好了。
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:她拿出了通讯。
NPC-Sinia(0)<Speaker>西尼娅</Speaker><Position>0,-58</Position>||:<color=#00CCFF>我已就位，目标尚未出现。</color>
()<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1>:滴——
()<Speaker>永恒之火行动成员</Speaker>||:<color=#00CCFF>收到，按照计划行事。</color>+<color=#00CCFF>今天，我们将对那些罪人，执行真正的裁决。</color>
()<Speaker></Speaker>||<SE1>Heartbeat</SE1>:咚、咚、咚。+西尼娅的心跳得很快，这是她第一次参与这种行动。刚一坐下，就忍不住开始复盘接下来会发生的事情……
NPC-Sinia(0)<Speaker>西尼娅</Speaker><Position>0,-58</Position>||:……+等玛莎一走进来，我就顶撞她，然后借机冲出教室；+跑出去我先反锁前门；+趁她没反应过来，冲到后门再把后门锁上；+全部搞定以后，发消息给你们。+以上，结束。
NPC-Sinia(0)<Speaker>永恒之火行动成员</Speaker><Position>0,-58</Position><同时置暗>||:<color=#00CCFF>没错……剩下的交给我们。</color>
NPC-Sinia(0)<Speaker>西尼娅</Speaker><Position>0,-58</Position>||:不过，你们接下来会怎么做？
()<Speaker>永恒之火行动成员</Speaker>||:<color=#00CCFF>……血债血偿。</color>
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM><SE1>AVG_20Winter_Door_Open</SE1>:“咔哒”——门被人推开。
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:西尼娅下意识地将通讯器往抽屉里一丢。
NPC-Sinia(0)<Speaker>西尼娅</Speaker><Position>0,-58</Position>||:……玛莎老师早！
NPC-Ange(33)<Speaker>安娜</Speaker><Position>0,-50</Position><GradientShow>1</GradientShow>||:嗯？
()<Speaker></Speaker>||:来人并不是玛莎，而是背着书包的安娜。
NPC-Sinia(0)<Speaker>西尼娅</Speaker><Position>0,-58</Position>||:<size=50>安娜？！</size>
NPC-Ange(33)<Speaker>安娜</Speaker><Position>0,-50</Position>||:……
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:西尼娅惊得从座位上站了起来。
NPC-Sinia(0)<Speaker>西尼娅</Speaker><Position>0,-58</Position>||:你怎么来了！？ 
NPC-Ange(33)<Speaker>安娜</Speaker><Position>0,-50</Position>||:……上课。
NPC-Sinia(0)<Speaker>西尼娅</Speaker><Position>0,-58</Position>||:……
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:安娜径直走到自己座位上坐下，将书包塞进桌子内。+双手摆在桌上，大有下一步就趴在桌面睡觉的架势。+西尼娅迅速走过去。
NPC-Sinia(0)<Speaker>西尼娅</Speaker><Position>0,-58</Position>||:你赶紧离开。
NPC-Ange(33)<Speaker>安娜</Speaker><Position>0,-50</Position>||:……今天放假？
()<Speaker></Speaker>||:西尼娅压低了声音。
