()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>655</BIN><narrator>:亲爱的布莱克薇尔，我不觉得这是重启“圣杯”的好时机，但我别无选择。+我曾想过等待一切准备完毕，但是……现况并不容许，我无比痛恨过去的自己，如果当时的我能圆滑一点，妥协一点，就不会被遗迹署那帮混蛋针对……+我无法回到美国，而外籍人士在当地医院，连一针地塞米松都要排队三天。+也许，是过去的我太过懦弱，明明技术上已经具备可实施性，只是我一直胆怯。是我不敢重新站起来……+这一刻，我不得不下定决心，我决定不再使用过去的名字，而是更名为【海拉】。+在我怀中闭上双眼的纱那，或许还有再重新站起来的一天。+2051年，迈特纳写于莫斯科。
()||<黑屏1>:
()<Speaker></Speaker>||<SE1>AVG_Gunfire</SE1><黑屏2><BIN>99</BIN><narrator>:2051年春，第三次世界大战爆发第七年。+坍塌辐射污染了大片土地，高烈度的常规战争让世界人口锐减。+人们肉眼可见的只剩战争过后的焦土，代表希望的嫩绿色，不知何时才能重新降临这片大地。
()||<黑屏1>:
()<Speaker></Speaker>||<BGM>GF_EV9_Intermission</BGM><黑屏2><BIN>480</BIN>:太平洋西南侧 黄区群岛
()<Speaker></Speaker>||<SE1>AVG_wind_grass</SE1>:稠密粘腻的风刮过，带起星星点点的绿色晶石碎屑，被一双军靴碾在脚下。+身穿防护服的亚历山大踩着湿润的泥土，通讯器信号灯时绿时红。
NPC-Alexander(0)<Speaker>亚历山大</Speaker><Position>0,60</Position>||:潘，游骑兵的运输车有动静吗？
NPC-Alexander(0)<Position>0,60</Position>;NPC-Pan(0)<Speaker>二班长 潘</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>我看看——见鬼的能见度，比普希金的诗还朦胧。</color>+<color=#00CCFF>运输车停着呢，一点儿没动。</color>
NPC-Alexander(0)<Speaker>亚历山大</Speaker><Position>0,60</Position>;NPC-Pan(0)||:盯紧点，有情况第一时间上报。
NPC-Alexander(0)<Position>0,60</Position>;NPC-Pan(0)<Speaker>二班长 潘</Speaker><通讯框>||:<color=#00CCFF>知道了！</color>+<color=#00CCFF>哦，真想赶快打完这该死的鸟仗，回莫斯科亲吻我的缪斯们。</color>
