()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>576</BIN><BGM>BGM_Saga_AVG_Dusk</BGM>:
()||<SE1>AVG_AMB_waves_and_seagulls_oneshot</SE1>:……一阵若有似无的琴声，将你引到这里。+夕雾凭栏远眺，望着夕阳染红海平面，手中的拨子轻轻浅浅地撩拨着琴弦。+你从她的侧脸上读出了几分惆怅。
()<Speaker>指挥官</Speaker>||:……夕雾？
NPC-Yugiri(2)<Speaker>夕雾</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:我在，指挥官。
()||:她轻声回答你，但并没有转身回望。+她手中的三味线还在幽幽地诉说。+连夕阳也在琴声中摇摇欲坠了起来。
NPC-Yugiri(0)<Speaker>夕雾</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:我是乘着船来到的佐贺，记不清具体是哪个方向了，也许，我就是从那边来的。
()||:夕雾抬起手，遥遥指了指海的那一边。
()<Speaker>指挥官</Speaker>||:想家了吗？如果你愿意，我可以陪你回家看看。
()||:然而夕雾摇了摇头。
NPC-Yugiri(2)<Speaker>夕雾</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:“故乡，像带刺的”+“玫瑰——愈近它”+“愈刺你啊”
NPC-Yugiri(2)<Speaker>指挥官</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||:这大概就是所谓的近乡情怯吧。
NPC-Yugiri(0)<Speaker>夕雾</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:就算回去，也不再是我记忆中的故乡了，不如让它留在我的回忆里。
NPC-Yugiri(0)<Speaker>指挥官</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||:……
NPC-Yugiri(2)<Speaker>夕雾</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:我只是突然想到，指挥官有一日，也终会离开我们，回到你原来的世界。
NPC-Yugiri(2)<Speaker>指挥官</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||:我吗？
()||:你看向夕雾如雨中垂柳般寂寥惹人怜的背影，忍不住坦诚了你的想法。<c>想要留下<c>决意离开
()<Speaker>指挥官</Speaker>||<分支>1</分支>:夕雾……我其实想过，留在佐贺，和大家一直在一起……
()||<分支>1</分支>:夕雾的肩膀微微一颤，她旋即惊愕地回头，眼中的泪光闪烁着复杂的光。+她走向你，扬起了手掌——
()||<分支>1</分支><SE1>AVG_Yugiri_slap</SE1>:+啪——清脆的响声。+你捂住有些麻木的脸，一时错愕得说不出话来，她并没有用力，但你的心仍然感觉有些受伤。
NPC-Yugiri(1)<Speaker>夕雾</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>1</分支>:那……格里芬基地呢？！+你向我倾诉的梦想呢？！你不是说过……想要更新世界的锋芒吗！
NPC-Yugiri(2)<Speaker>夕雾</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>1</分支>:这些算什么……你的誓言又算什么？
NPC-Yugiri(2)<Speaker>指挥官</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||<分支>1</分支>:……
()||<分支>1</分支>:夕雾比你还要伤心，你回想起了那个海边的夜晚，她郑重其事地握住你的手，承诺会一直支持你的梦想。+她诚挚地希望你的愿望能够成真，即便你因此将离她而去。+你的放弃，就是对她的最大伤害。
()<Speaker>指挥官</Speaker>||<分支>1</分支>:夕雾，对不起，我只是……
NPC-Yugiri(2)<Speaker>夕雾</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>1</分支>:请别再说那样软弱的话。
NPC-Yugiri(2)<Speaker>指挥官</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||<分支>1</分支>:我答应你。
()<Speaker>指挥官</Speaker>||<分支>2</分支>:夕雾，有一天我会离开佐贺，但我不会忘记在这里的时日的。
()||<分支>2</分支>:夕雾缓缓转过身，笑靥如带雨的花。+她走向你，向你伸出手——+你感受到她柔软的手握住你的手。
NPC-Yugiri(4)<Speaker>夕雾</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>2</分支>:我知道的，你不属于这里，你该去更为广阔的天地，实现你的抱负。
NPC-Yugiri(4)<Speaker>指挥官</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||<分支>2</分支>:光是想想离开，就已经开始想念这里了。
